timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
4435000,4435000,0.0,4.656613e-10,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4439000,4439000,3.4419734e-10,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4535000,4535000,0.0,2.3283064e-10,0.0,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
4635000,4635000,7.0561945e-10,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4735000,4735000,2.2273343e-11,0.0,0.0,2.910383e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
4835000,4835000,3.1836025e-10,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4935000,4935000,1.6333783e-09,0.0,6.9492817e-10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5035000,5035000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5135000,5135000,0.0,5.7742e-10,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5235000,5235000,1.1641532e-10,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5335000,5335000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5431000,5431000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5535000,5535000,0.0,0.0019999994,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
5635000,5635000,0.0,0.0020000006,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
5735000,5735000,0.0006650665,0.0013349332,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
5835000,5835000,0.0019999999,0.0,0.0019999994,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
5935000,5935000,0.0010816572,0.0,0.0023981254,0.0005202171,nan,nan,nan,nan,nan,nan,nan,nan,0
6035000,6035000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6135000,6135000,0.0,0.0019999994,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
6235000,6235000,0.0019999994,0.0,0.0020000003,4.656613e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
6335000,6335000,0.0,0.0020000008,0.0,0.001999999,nan,nan,nan,nan,nan,nan,nan,nan,0
6435000,6435000,0.0023475867,0.00045417994,0.001198234,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6535000,6535000,0.0019999994,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6635000,6635000,0.0015965442,0.0021514255,0.0,0.0002520301,nan,nan,nan,nan,nan,nan,nan,nan,0
6731000,6731000,0.0,0.0019999999,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
6835000,6835000,0.0,0.0019999985,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
6935000,6935000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7035000,7035000,0.0020000003,0.0,0.0019999987,4.656613e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
7135000,7135000,0.0010419718,0.0,0.00241533,0.00054269773,nan,nan,nan,nan,nan,nan,nan,nan,0
7235000,7235000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
7335000,7335000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7435000,7435000,0.0019999999,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7531000,7531000,0.0019999999,0.0,0.0017024507,0.00029754918,nan,nan,nan,nan,nan,nan,nan,nan,0
7635000,7635000,0.0020000008,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7735000,7735000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
7835000,7835000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7935000,7935000,0.002,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
8035000,8035000,5.336538e-05,0.0017615405,0.0020802424,0.000104850355,nan,nan,nan,nan,nan,nan,nan,nan,0
8135000,8135000,0.00034794305,0.0024546455,0.0,0.0011974119,nan,nan,nan,nan,nan,nan,nan,nan,0
8235000,8235000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
8335000,8335000,0.0020000008,0.0,0.0019999999,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
8435000,8435000,0.002,0.0,0.0019999996,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
8535000,8535000,0.0,0.0019999996,0.0018924149,0.00010758522,nan,nan,nan,nan,nan,nan,nan,nan,0
8635000,8635000,0.0019999994,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
8735000,8735000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
8835000,8835000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
8935000,8935000,0.002,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
9035000,9035000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
9135000,9135000,0.0,0.0020000008,0.0,0.001999999,nan,nan,nan,nan,nan,nan,nan,nan,0
9235000,9235000,0.0019999999,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
9335000,9335000,0.0019999987,0.0,0.002,9.313226e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
9435000,9435000,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
9535000,9535000,0.002,0.0,0.002,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
9635000,9635000,0.0019999999,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
9735000,9735000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
9835000,9835000,0.0019999994,0.0,0.0019999994,4.656613e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
9935000,9935000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
10035000,10035000,0.0020000003,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
10135000,10135000,0.0019999999,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
10235000,10235000,0.0019999999,0.0,0.0019999987,9.313226e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
10335000,10335000,0.0019999999,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
10435000,10435000,0.0019999999,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
10535000,10535000,0.0020000003,0.0,0.0019999999,4.656613e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
10635000,10635000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
10735000,10735000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
