timestamp,load,ram_usage
5219000,0.1632653,0.16325112
5719000,0.21568628,0.16935349
6219000,0.19607843,0.18528292
6719000,0.19298245,0.18620482
7219000,0.21153846,0.18640083
7719000,0.25490198,0.18616873
8219000,0.23809524,0.18576016
8719000,0.23076923,0.18483225
9219000,0.25490198,0.18526939
9719000,0.20754717,0.18529345
10219000,0.26923078,0.18524933
10719000,0.2264151,0.18553056
11219000,0.23076923,0.18519971
11719000,0.21568628,0.18513654
12219000,0.23529412,0.18476908
12719000,0.23076923,0.18476106
13219000,0.2264151,0.18514657
13719000,0.26,0.1848904
14219000,0.3529412,0.18486433
14719000,0.25,0.18464175
15219000,0.25,0.18490745
15719000,0.23076923,0.18520722
16219000,0.24528302,0.18514155
16719000,0.21153846,0.18565038
17219000,0.23076923,0.18588148
17719000,0.25925925,0.18576367
18219000,0.25,0.18560074
18719000,0.23076923,0.18539321
19219000,0.23076923,0.18559222
19719000,0.34615386,0.18554911
20219000,0.20634921,0.18548244
20719000,0.3018868,0.18538319
21219000,0.2037037,0.18540575
21719000,0.25490198,0.18540274
22219000,0.24,0.18507287
22719000,0.23076923,0.18505584
23219000,0.23529412,0.18536313
23719000,0.19354838,0.1850819
24219000,0.23076923,0.18510196
24719000,0.24528302,0.18495807
25219000,0.23529412,0.18521525
25719000,0.23076923,0.18508792
26219000,0.21153846,0.18490192
26719000,0.26923078,0.18498063
27219000,0.24528302,0.18553908
27719000,0.23529412,0.18534307
28219000,0.23076923,0.18526438
28719000,0.28301886,0.18551353
29219000,0.2037037,0.18563183
29719000,0.23529412,0.18509895
30219000,0.20634921,0.18513103
30719000,0.23076923,0.18549296
31219000,0.24528302,0.18522778
31719000,0.23529412,0.18530999
32219000,0.25490198,0.1854273
32719000,0.24528302,0.18557017
33219000,0.21568628,0.1852408
33719000,0.23076923,0.18505533
34219000,0.21153846,0.18514206
34719000,0.20634921,0.18557218
35219000,0.23529412,0.1854654
35719000,0.25,0.18527189
36219000,0.24528302,0.18532653
36719000,0.22580644,0.18558821
37219000,0.2264151,0.18552354
37719000,0.21568628,0.18515408
38219000,0.26415095,0.18541226
38719000,0.20967741,0.18552555
39219000,0.19354838,0.18536112
39719000,0.24074075,0.18523529
40219000,0.2264151,0.18532202
40719000,0.25,0.18544886
41219000,0.2264151,0.18532604
41719000,0.25,0.18530147
42219000,0.23076923,0.18525685
42719000,0.23076923,0.1856193
43219000,0.21153846,0.18551101
43719000,0.2962963,0.18534859
44219000,0.22,0.18533054
44719000,0.23076923,0.18556365
45219000,0.25,0.18538168
45719000,0.23529412,0.18547443
46219000,0.23076923,0.1853105
46719000,0.2264151,0.18586694
47219000,0.21153846,0.18546389
47719000,0.23076923,0.18549648
48219000,0.25,0.18544485
48719000,0.21875,0.18577069
49219000,0.21568628,0.18560326
49719000,0.26923078,0.18557619
50219000,0.24528302,0.18561077
50719000,0.24528302,0.18570852
51219000,0.28301886,0.18568547
51719000,0.19607843,0.1856213
52219000,0.26923078,0.18592258
52719000,0.24528302,0.18582883
53219000,0.23076923,0.18572858
53719000,0.24074075,0.18548495
54219000,0.25,0.1857341
