timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
4435000,4435000,0.00037318512,-0.0022128448,-0.00020847481,0.99996614,-0.0077565773,-0.0025262586,-0.0011496821,0.006611949,-0.03064041,0.0009210481,0.022503266,0.022237753,-0.014514385,100.640144,100.640144,100.25601,0.01028224,0.010279406,0.00028582706,25.026432,25.026432,10.001181,1,1,4,0
4443000,4443000,0.00043307294,-0.002464173,-0.00021873659,0.9999661,-0.007741295,-0.0025709586,-0.0012110878,0.0081142,-0.032250542,0.00020691557,0.009587218,-0.0074567986,-0.005326792,100.70577,100.70577,100.28226,0.010309761,0.010306932,0.00031336735,25.029202,25.029202,10.001294,1,1,4,0
4451000,4451000,0.0005065903,-0.002730781,-0.00024105678,0.99996495,-0.007865775,-0.0025857852,-0.001261621,0.0097133275,-0.0336518,-0.00051193393,-0.025699478,-0.00026638937,-0.003062886,100.774605,100.774605,100.309784,0.010338566,0.010335718,0.00034220016,25.032013,25.032013,10.001411,1,1,4,0
4459000,4459000,0.00059259136,-0.0030034233,-0.0002753681,0.99996436,-0.0079150265,-0.0025916328,-0.0013880675,0.011415144,-0.033921473,-0.000901982,-0.0071904757,0.0019971016,-0.022503752,100.84666,100.84666,100.33859,0.0103686685,0.01036583,0.00037225342,25.034946,25.034946,10.001534,1,1,4,0
4467000,4467000,0.0006967812,-0.0032782026,-0.0003119231,0.9999645,-0.007930403,-0.0024910853,-0.0014583784,0.0138404695,-0.034243595,5.0690287e-05,0.0010652954,0.028362721,-0.008655037,100.92191,100.92191,100.368675,0.010400046,0.01039727,0.0004035426,25.038025,25.038025,10.001663,1,1,4,0
4475000,4475000,0.0008081631,-0.0035658663,-0.00034834375,0.9999641,-0.0079669105,-0.002458255,-0.0015358808,0.013052708,-0.037057918,0.00036759343,-0.004394236,0.011318545,-0.010918856,101.000374,101.000374,100.40003,0.0104327025,0.010430007,0.00043609677,25.041288,25.041288,10.001798,1,1,4,0
4483000,4483000,0.0009197198,-0.003872976,-0.00039061112,0.9999635,-0.00806017,-0.0023703573,-0.0015892197,0.014120761,-0.038394075,-0.0002602626,-0.018775472,0.02490026,-0.005060838,101.08204,101.08204,100.43267,0.01046663,0.010463974,0.000469986,25.044725,25.044725,10.001936,1,1,4,0
4491000,4491000,0.0010380822,-0.00419308,-0.0004441794,0.9999634,-0.008068495,-0.0022984245,-0.001679313,0.014409595,-0.040652785,-0.0011550358,0.002263635,0.020906067,-0.014647067,101.16691,101.16691,100.46659,0.0105018355,0.010499194,0.0005051848,25.048248,25.048248,10.00208,1,1,4,0
4507000,4507000,0.0012875466,-0.004890178,-0.0005631135,0.99996215,-0.008198005,-0.0023283588,-0.0017971527,0.015484833,-0.044609528,4.829315e-05,0.0054597044,-0.015180093,-0.010119729,101.34629,101.34629,100.53828,0.010576082,0.0105734905,0.0005793987,25.05568,25.05568,10.002383,1,1,4,0
4515000,4515000,0.0014259389,-0.0052521345,-0.0006237546,0.99996203,-0.008172935,-0.0023705994,-0.0019273595,0.017933263,-0.044332303,-0.0011239687,0.010120251,-0.007856102,-0.025832634,101.44079,101.44079,100.57604,0.010615143,0.010612555,0.00061841233,25.059666,25.059666,10.0025425,1,1,4,0
4523000,4523000,0.0015799893,-0.005619907,-0.00069434894,0.9999611,-0.008252779,-0.0024080179,-0.0019996848,0.018846244,-0.04612613,-0.00093055674,-0.016245417,-0.0069238716,-0.011584755,101.538506,101.538506,100.61509,0.010655467,0.010652941,0.00065869105,25.063656,25.063656,10.0027075,1,1,4,0
4531000,4531000,0.0017307018,-0.006005469,-0.00076523237,0.99996114,-0.008248185,-0.002363141,-0.0020681252,0.017258558,-0.048146676,-0.0011863476,0.004660515,0.013582103,-0.010785839,101.63943,101.63943,100.65542,0.010697096,0.010694612,0.0007002078,25.067835,25.067835,10.002876,1,1,4,0
4547000,4547000,0.002021518,-0.0068243844,-0.00093839434,0.9999616,-0.008207125,-0.0021993988,-0.0021562695,0.016740644,-0.05210309,-0.0035657003,0.0055934424,0.03928148,0.010785972,101.85092,101.85092,100.73992,0.0107841585,0.010781742,0.00078717445,25.07655,25.07655,10.003231,1,1,4,0
4555000,4555000,0.0021640153,-0.0072610714,-0.0010438282,0.99996215,-0.008154286,-0.0021322384,-0.002176066,0.017154235,-0.054876816,-0.005131616,0.016244903,0.01877564,0.0005320553,101.96149,101.96149,100.78409,0.010829602,0.010827229,0.0008325786,25.081083,25.081083,10.003417,1,1,4,0
4563000,4563000,0.0023117764,-0.0077270106,-0.0011631274,0.9999628,-0.008073842,-0.002147717,-0.0021817381,0.018106794,-0.059261404,-0.006503959,0.023036325,-0.0019976296,0.0035952006,102.07527,102.07527,100.82953,0.010876363,0.010874011,0.00087921135,25.085789,25.085789,10.003608,1,1,4,0
4571000,4571000,0.0024664106,-0.00821958,-0.0012945039,0.9999622,-0.008114676,-0.0022013325,-0.0022437565,0.018587073,-0.060705982,-0.008282318,-0.007456852,-0.011584597,-0.010785955,102.19227,102.19227,100.87625,0.010924406,0.010922064,0.00092713174,25.090734,25.090734,10.003803,1,1,4,0
4587000,4587000,0.002776429,-0.009216039,-0.001604233,0.999963,-0.008024062,-0.0021913927,-0.002205725,0.018679868,-0.06076586,-0.009628463,0.018508703,0.010786185,0.014114798,102.43591,102.43591,100.97354,0.011024307,0.011021982,0.0010268493,25.101011,25.101011,10.004211,1,1,4,0
4595000,4595000,0.0029409165,-0.009714562,-0.0017546099,0.9999631,-0.008027257,-0.0021612402,-0.002189331,0.020448305,-0.06082305,-0.008334906,0.0014647779,0.008921413,0.008122827,102.56256,102.56256,101.02411,0.01107616,0.011073867,0.0010786529,25.106392,25.106392,10.004422,1,1,4,0
4603000,4603000,0.003119741,-0.010214647,-0.0018997174,0.9999628,-0.008077636,-0.0020881868,-0.0021968188,0.021547943,-0.061176524,-0.007941693,-0.010519685,0.01957413,0.0019973505,102.69244,102.69244,101.07596,0.0111292945,0.0111269355,0.0011318206,25.11192,25.11192,10.004639,1,1,4,0
4611000,4611000,0.0033016396,-0.010724087,-0.0020448982,0.99996245,-0.00811722,-0.0021527784,-0.0021414477,0.021454277,-0.06292645,-0.007982949,-0.007856165,-0.015046704,0.017177604,102.82553,102.82553,101.12909,0.0111837145,0.011181332,0.0011862176,25.11757,25.11757,10.004859,1,1,4,0
4627000,4627000,0.003667803,-0.011782135,-0.0023272622,0.9999624,-0.008080218,-0.00222585,-0.0022320894,0.021923592,-0.066498555,-0.0065302188,0.0062583694,0.00039968186,-0.013182656,103.10138,103.10138,101.2392,0.0112964185,0.011293994,0.0012987893,25.12917,25.12917,10.005317,1,1,4,0
4635000,4635000,0.0038173248,-0.012193129,-0.0024002986,0.9999612,-0.008220342,-0.0022650715,-0.0022186113,0.023318727,-0.06824391,-0.007320514,-0.03342292,-0.0089209555,0.0061248774,0.2493961,0.2493961,50.321957,0.011354261,0.011351573,0.000578427,24.348516,24.348516,9.941136,1,1,4,0
4643000,4643000,0.003973659,-0.012613453,-0.0024816452,0.9999607,-0.008276313,-0.0022930498,-0.0022116462,0.023428362,-0.068115495,-0.008011023,-0.012516704,-0.006125348,0.004261262,0.25130317,0.25130317,50.351215,0.011413811,0.011411102,0.00060369563,24.35471,24.35471,9.941379,1,1,4,0
4651000,4651000,0.0041362233,-0.013041543,-0.0025671313,0.99996096,-0.008260977,-0.0022795585,-0.0021651674,0.024305122,-0.069492064,-0.0076651983,0.005193427,0.0041275555,0.013981628,0.25632763,0.25632763,50.381744,0.0114746345,0.01147182,0.0006296072,24.360973,24.360973,9.941626,1,1,4,0
4667000,4667000,0.0044636372,-0.013956779,-0.0027374043,0.9999606,-0.008290437,-0.0022812404,-0.0022407812,0.023524575,-0.072608925,-0.0058669467,-0.0021303138,0.009321153,-0.0030624697,0.27573362,0.27573362,50.446625,0.011600081,0.011597311,0.00068288797,24.374008,24.374008,9.942135,1,1,4,0
4675000,4675000,0.0046282276,-0.014427739,-0.0028106025,0.99996096,-0.008256071,-0.0022342943,-0.002233838,0.023830658,-0.07250982,-0.005600102,0.009587325,0.012383915,0.003594854,0.29011762,0.29011762,50.480976,0.01166473,0.011661909,0.0007104107,24.380735,24.380735,9.942397,1,1,4,0
4683000,4683000,0.0047972715,-0.014907857,-0.002890128,0.99996203,-0.008173332,-0.0021148745,-0.0021744948,0.024446575,-0.07405287,-0.0066681686,0.021571793,0.03035949,0.01664556,0.30762395,0.30762395,50.516598,0.011730671,0.011727842,0.0007383982,24.387657,24.387657,9.942665,1,1,4,0
4691000,4691000,0.0049701952,-0.015407109,-0.0029788318,0.9999621,-0.008169591,-0.0020793155,-0.0021938758,0.024385007,-0.075795375,-0.0072028507,0.0017307069,0.009454293,-0.0033289054,0.32825398,0.32825398,50.553493,0.01179789,0.01179508,0.0007669173,24.394836,24.394836,9.942939,1,1,4,0
4707000,4707000,0.0053100577,-0.016448015,-0.0031625817,0.99996156,-0.008245327,-0.0020261756,-0.0021892725,0.023284491,-0.078306615,-0.007364557,-0.014514317,0.019307766,0.014248009,0.37889066,0.37889066,50.6311,0.011936209,0.011933392,0.00082555163,24.40968,24.409678,9.943501,1,1,4,0
4715000,4715000,0.005480346,-0.016987652,-0.003256737,0.9999607,-0.008327847,-0.002020673,-0.0022712443,0.024044001,-0.079360634,-0.00711401,-0.02010747,0.0018633469,-0.019440504,0.40890014,0.40890014,50.671814,0.012007266,0.012004504,0.00085567485,24.41736,24.417358,9.943794,1,1,4,0
4723000,4723000,0.0056529604,-0.017543355,-0.0033512334,0.9999602,-0.008362317,-0.0020949286,-0.0023465955,0.02349716,-0.08149952,-0.0070367698,-0.00812272,-0.018109493,-0.018109437,0.442039,0.442039,50.713802,0.012079591,0.0120768035,0.00088643876,24.42525,24.425247,9.944087,1,1,4,0
4731000,4731000,0.005824436,-0.018116634,-0.003447172,0.9999601,-0.008351552,-0.002070465,-0.002409389,0.024083527,-0.08299077,-0.0072189914,0.0030628773,0.006524701,-0.014913678,0.47830877,0.47830877,50.757065,0.0121532045,0.012150438,0.00091769325,24.433332,24.43333,9.944384,1,1,4,0
4747000,4747000,0.006179848,-0.019305667,-0.0036352861,0.99996185,-0.008153592,-0.001993507,-0.0024391834,0.023202725,-0.08506407,-0.0060968795,0.03355585,0.0011976406,-0.0014651804,0.560247,0.560247,50.84741,0.012304287,0.012301539,0.000981804,24.449411,24.44941,9.944993,1,1,4,0
4755000,4755000,0.006352622,-0.01991085,-0.0037255266,0.99996233,-0.008124539,-0.0019076111,-0.0024041533,0.023817085,-0.08556849,-0.0063519236,0.0074562393,0.021571472,0.009321812,0.60591835,0.60591835,50.894485,0.012381762,0.012378957,0.0010147284,24.457762,24.45776,9.945305,1,1,4,0
4763000,4763000,0.0065314253,-0.020523578,-0.0038225283,0.9999627,-0.008110768,-0.001834707,-0.0023510843,0.024336625,-0.085395895,-0.0074852104,0.0035958244,0.018242842,0.013714926,0.6547267,0.6547267,50.942837,0.012460489,0.012457658,0.0010482165,24.466328,24.466326,9.945624,1,1,4,0
4771000,4771000,0.006718216,-0.021135781,-0.0039278087,0.99996334,-0.008039258,-0.0017914573,-0.0023415152,0.0253376,-0.08543667,-0.007894977,0.017976193,0.010919275,0.0026632077,0.7066737,0.7066737,50.992462,0.0125404885,0.012537678,0.001082207,24.474993,24.47499,9.945948,1,1,4,0
4787000,4787000,0.007096953,-0.022384297,-0.0041637556,0.99996364,-0.008015646,-0.0016134974,-0.0024203488,0.025052784,-0.08814229,-0.010218548,0.006924206,0.018642247,0.0010646819,0.81999004,0.81999004,51.095535,0.012704356,0.012701446,0.0011519222,24.49298,24.492975,9.946614,1,1,4,0
4795000,4795000,0.0072817337,-0.023034781,-0.0042837057,0.9999647,-0.007884444,-0.001572885,-0.0024305067,0.023880199,-0.09025096,-0.008913108,0.03275701,0.010252906,-0.0025298654,0.8813631,0.8813631,51.148983,0.012788207,0.012785252,0.0011875946,24.50232,24.502316,9.946951,1,1,4,0
4803000,4803000,0.0074584736,-0.023706758,-0.0043978146,0.99996495,-0.007860626,-0.0015186804,-0.002451324,0.022546543,-0.09291761,-0.008677524,0.0058591818,0.013582137,-0.005193011,0.9458817,0.9458817,51.203705,0.012873349,0.012870392,0.0012237482,24.511719,24.511715,9.947295,1,1,4,0
4811000,4811000,0.007617421,-0.024400882,-0.0045065368,0.99996537,-0.007832084,-0.001508085,-0.002405497,0.019448306,-0.09522902,-0.007409529,0.0070576514,0.0025300097,0.01131829,1.0135477,1.0135477,51.2597,0.012959753,0.01295678,0.001260481,24.521364,24.521358,9.947647,1,1,4,0
4827000,4827000,0.007882483,-0.025826136,-0.00471288,0.99996686,-0.0076820264,-0.0014875581,-0.0022635045,0.01797682,-0.09692745,-0.008107122,0.014114724,-0.0006661597,0.020373201,1.1583289,1.1583289,51.375515,0.013136445,0.013133449,0.0013355056,24.540869,24.540863,9.948359,1,1,4,0
4835000,4835000,0.008021095,-0.026555793,-0.004823411,0.999967,-0.0076799383,-0.0015323411,-0.00218258,0.018527491,-0.098537,-0.008595262,0.00039976233,-0.011451688,0.01984049,1.2354479,1.2354479,51.435333,0.0132267205,0.013223753,0.0013737618,24.55117,24.551165,9.948724,1,1,4,0
4843000,4843000,0.008040974,-0.026957083,-0.0048852046,0.999967,-0.007698377,-0.0015185347,-0.0021158159,0.017797394,-0.09908795,-0.008796463,-0.004793508,0.0031958257,0.016378481,0.21008231,0.21008231,33.99184,0.013246586,0.013243451,0.0005884718,7.843775,7.843771,9.850845,1,1,4,0
4851000,4851000,0.008053188,-0.027362805,-0.0049492833,0.999967,-0.0077002477,-0.0016013798,-0.0020694348,0.017139927,-0.09958807,-0.00944571,-0.00091372436,-0.021032663,0.0110519845,0.22365482,0.22365482,34.03322,0.013339155,0.013335995,0.0006048794,7.848689,7.848685,9.851218,1,1,4,0
