timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
5499000,0,1,1,1,1,1,1,0,0,0,1,0
6499000,0,1,1,1,1,1,1,0,0,0,1,0
6699000,0,1,1,1,0,0,1,0,0,0,1,0
6723000,0,1,1,1,1,1,1,0,0,0,1,0
7723000,0,1,1,1,1,1,1,0,0,0,1,0
8723000,0,1,1,1,1,1,1,0,0,0,1,0
9723000,0,1,1,1,1,1,1,0,0,0,1,0
10723000,0,1,1,1,1,1,1,0,0,0,1,0
11723000,0,1,1,1,1,1,1,0,0,0,1,0
12723000,0,1,1,1,1,1,1,0,0,0,1,0
13723000,0,1,1,1,1,1,1,0,0,0,1,0
14723000,0,1,1,1,1,1,1,0,0,0,1,0
15723000,0,1,1,1,1,1,1,0,0,0,1,0
16723000,0,1,1,1,1,1,1,0,0,0,1,0
17723000,0,1,1,1,1,1,1,0,0,0,1,0
18723000,0,1,1,1,1,1,1,0,0,0,1,0
19723000,0,1,1,1,1,1,1,0,0,0,1,0
20723000,0,1,1,1,1,1,1,0,0,0,1,0
21723000,0,1,1,1,1,1,1,0,0,0,1,0
22723000,0,1,1,1,1,1,1,0,0,0,1,0
23723000,0,1,1,1,1,1,1,0,0,0,1,0
24723000,0,1,1,1,1,1,1,0,0,0,1,0
25723000,0,1,1,1,1,1,1,0,0,0,1,0
26723000,0,1,1,1,1,1,1,0,0,0,1,0
27723000,0,1,1,1,1,1,1,0,0,0,1,0
28723000,0,1,1,1,1,1,1,0,0,0,1,0
29723000,0,1,1,1,1,1,1,0,0,0,1,0
30723000,0,1,1,1,1,1,1,0,0,0,1,0
31723000,0,1,1,1,1,1,1,0,0,0,1,0
32723000,0,1,1,1,1,1,1,0,0,0,1,0
33723000,0,1,1,1,1,1,1,0,0,0,1,0
34723000,0,1,1,1,1,1,1,0,0,0,1,0
35723000,0,1,1,1,1,1,1,0,0,0,1,0
36723000,0,1,1,1,1,1,1,0,0,0,1,0
37723000,0,1,1,1,1,1,1,0,0,0,1,0
38723000,0,1,1,1,1,1,1,0,0,0,1,0
39723000,0,1,1,1,1,1,1,0,0,0,1,0
40723000,0,1,1,1,1,1,1,0,0,0,1,0
41723000,0,1,1,1,1,1,1,0,0,0,1,0
42723000,0,1,1,1,1,1,1,0,0,0,1,0
43723000,0,1,1,1,1,1,1,0,0,0,1,0
44723000,0,1,1,1,1,1,1,0,0,0,1,0
45723000,0,1,1,1,1,1,1,0,0,0,1,0
46723000,0,1,1,1,1,1,1,0,0,0,1,0
47723000,0,1,1,1,1,1,1,0,0,0,1,0
48723000,0,1,1,1,1,1,1,0,0,0,1,0
49723000,0,1,1,1,1,1,1,0,0,0,1,0
50723000,0,1,1,1,1,1,1,0,0,0,1,0
51723000,0,1,1,1,1,1,1,0,0,0,1,0
52723000,0,1,1,1,1,1,1,0,0,0,1,0
53723000,0,1,1,1,1,1,1,0,0,0,1,0
