timestamp,nav_state,failure
4303000,4,0
4819000,4,0
5323000,4,0
5827000,4,0
6331000,4,0
6835000,4,0
7339000,4,0
7859000,4,0
8411000,4,0
8915000,4,0
9419000,4,0
9923000,4,0
10427000,4,0
10931000,4,0
11435000,4,0
11939000,4,0
12443000,4,0
12947000,4,0
13451000,4,0
13955000,4,0
14459000,4,0
14963000,4,0
15467000,4,0
15971000,4,0
16475000,4,0
16979000,4,0
17483000,4,0
17987000,4,0
18491000,4,0
18995000,4,0
19499000,4,0
20003000,4,0
20507000,4,0
21011000,4,0
21515000,4,0
22019000,4,0
22523000,4,0
23027000,4,0
23531000,4,0
24035000,4,0
24539000,4,0
25043000,4,0
25547000,4,0
26051000,4,0
26555000,4,0
27059000,4,0
27563000,4,0
28067000,4,0
28571000,4,0
29075000,4,0
29579000,4,0
30083000,4,0
30587000,4,0
31091000,4,0
31595000,4,0
32107000,4,0
32611000,4,0
33115000,4,0
33619000,4,0
34123000,4,0
34627000,4,0
35131000,4,0
35635000,4,0
36139000,4,0
36643000,4,0
37147000,4,0
37651000,4,0
38155000,4,0
38659000,4,0
39163000,4,0
39667000,4,0
40171000,4,0
40675000,4,0
41179000,4,0
41683000,4,0
42187000,4,0
42691000,4,0
43195000,4,0
43699000,4,0
44203000,4,0
44747000,4,0
45259000,4,0
45763000,4,0
46267000,4,0
46771000,4,0
47275000,4,0
47779000,4,0
48283000,4,0
48787000,4,0
49291000,4,0
49795000,4,0
50299000,4,0
50803000,4,0
51307000,4,0
51811000,4,0
52315000,4,0
52819000,4,0
53327000,4,0
53875000,4,0
