timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
4435000,0.023968333,0.021305386,-0.02183796,4000,0,0.21667528,-0.025138956,-9.837775,4000,0,0,0,1
4439000,0.024501005,-0.0023969535,-0.008788627,4000,0,0.12689269,0.029927697,-9.872493,4000,0,0,0,1
4443000,-0.005326358,-0.012516829,-0.0018643198,4000,0,0.1448492,-0.12090702,-9.88207,4000,0,0,0,1
4447000,-0.031425294,-0.0034620946,-0.00239697,4000,0,0.18435356,-0.105344705,-9.854535,4000,0,0,0,1
4451000,-0.019973705,0.0029294542,-0.0037284796,4000,0,0.10893619,0.073023334,-9.886856,4000,0,0,0,1
4455000,-0.010652666,0.00053250586,-0.02103897,4000,0,0.1197101,0.119710274,-9.891646,4000,0,0,0,1
4459000,-0.003728406,0.0034620515,-0.023968466,4000,0,0.19752167,0.13407548,-9.752781,4000,0,0,0,1
4463000,0.0047938824,0.025033671,-0.006657939,4000,0,0.28491,0.16400301,-9.645043,4000,0,0,0,1
4467000,-0.00266318,0.03169164,-0.010652571,4000,0,0.21667528,0.074220434,-9.657013,4000,0,0,0,1
4471000,-0.0026632883,0.016511597,-0.017576853,4000,0,-0.10295069,-0.12689252,-9.707291,4000,0,0,0,1
4475000,-0.0061252597,0.006125303,-0.00426103,4000,0,-0.19632454,-0.2549823,-9.753977,4000,0,0,0,1
4479000,-0.027164223,0.016777957,2.1499185e-08,4000,0,0.043095633,-0.07661429,-9.816229,4000,0,0,0,1
4487000,0.011451485,0.025033617,-0.017577076,4000,0,0.0071826037,-0.065840386,-9.907209,4000,0,0,0,1
4491000,-0.0069242185,0.016778002,-0.011717789,4000,0,-0.034715924,-0.16519976,-9.849746,4000,0,0,0,1
4495000,-0.030093685,0.019174866,-0.006125146,4000,0,0.031124622,-0.11013311,-9.753977,4000,0,0,0,1
4499000,-0.029028468,0.006924243,-0.0034619928,4000,0,0.06105215,-0.12210413,-9.727643,4000,0,0,0,1
4503000,-0.0018642306,-0.012250558,-0.0015977741,4000,0,-0.027533323,-0.13766645,-9.673774,4000,0,0,0,1
4507000,0.0127832405,-0.018109519,-0.018642066,4000,0,0.008379707,0.049081307,-9.605539,4000,0,0,0,1
4515000,0.0061253267,-0.004260998,-0.024501082,4000,0,0.2837129,0.18555082,-10.01375,4000,0,0,0,1
4519000,-0.016511627,-0.00665773,-0.018642167,4000,0,0.1400608,0.021547988,-9.832989,4000,0,0,0,1
4527000,0.003195827,0.010386286,-0.0071905833,4000,0,-0.23343469,-0.13048384,-9.725246,4000,0,0,0,1
4531000,0.006125261,0.016777916,-0.014381075,4000,0,-0.26695353,-0.034715753,-9.868899,4000,0,0,0,1
4539000,0.013848495,0.009853656,-0.020506326,4000,0,0.033518832,-0.10175341,-9.913193,4000,0,0,0,1
4547000,0.0050601996,0.042876866,0.01917479,4000,0,-0.19153614,-0.06823458,-9.940725,4000,0,0,0,1
4551000,0.013049434,0.028495898,0.008788295,4000,0,-0.008379711,-0.13168092,-9.9862175,4000,0,0,0,1
4555000,0.019440979,0.0090548415,-0.0077233133,4000,0,0.016759414,-0.21667509,-9.945517,4000,0,0,0,1
4559000,0.023968449,-0.0015979551,-0.00053271506,4000,0,0.027533323,-0.34237072,-9.977838,4000,0,0,0,1
4563000,0.022104235,-0.002396911,0.0077231606,4000,0,0.117315896,-0.4118026,-9.914389,4000,0,0,0,1
4567000,0.0013315997,-0.0055925944,-0.0055926787,4000,0,0.013168108,-0.15083456,-9.879675,4000,0,0,0,1
4571000,-0.016245287,-0.017576825,-0.015979005,4000,0,0.008379707,0.1328784,-10.103531,4000,0,0,0,1
4575000,0.0007989249,-0.013049536,-0.0077230916,4000,0,-0.04429273,0.13646968,-10.152613,4000,0,0,0,1
4579000,0.017576806,0.0026631118,0.015979046,4000,0,-0.20470427,0.13287838,-9.888055,4000,0,0,0,1
4583000,0.01784315,0.009853657,0.022903228,4000,0,-0.03471592,0.19871894,-9.713276,4000,0,0,0,1
4587000,0.019174688,0.011718025,0.0053263293,4000,0,0.10654198,0.19153629,-9.653423,4000,0,0,0,1
4591000,0.009853701,0.006924208,0.004527381,4000,0,0.11133039,0.15442617,-9.591172,4000,0,0,0,1
4595000,-0.0069242097,0.010918913,0.011717961,4000,0,0.23463179,0.16041169,-9.62589,4000,0,0,0,1
4599000,-0.011984289,0.021571575,0.0058589494,4000,0,0.18315646,0.15562327,-9.71208,4000,0,0,0,1
4603000,-0.009054798,0.017576838,-0.0018642178,4000,0,-0.0023942017,0.089782745,-9.7324295,4000,0,0,0,1
4607000,-0.007989429,-0.005326288,0.00985376,4000,0,-0.04668694,-0.045489665,-9.787498,4000,0,0,0,1
4611000,-0.00772313,-0.024767362,0.024501136,4000,0,-0.07062895,-0.056263573,-9.7719345,4000,0,0,0,1
4615000,0.0002664592,-0.023435805,0.0058590174,4000,0,-0.062249243,0.0071827755,-9.706093,4000,0,0,0,1
4619000,0.012783293,-0.009054724,-0.012783077,4000,0,0.011971008,0.0011972701,-9.686939,4000,0,0,0,1
4623000,0.013049545,0.0031957952,-0.013315755,4000,0,-0.02274492,-0.046686772,-9.63427,4000,0,0,0,1
4627000,-0.00053265726,-0.002396786,-0.0130495,4000,0,-0.002394203,-0.1903389,-9.714474,4000,0,0,0,1
4631000,-0.023435866,-0.011185177,-0.0031958104,4000,0,0.14963764,-0.15682004,-9.880873,4000,0,0,0,1
4635000,-0.043409597,-0.0066577373,0.015446225,4000,0,0.100556485,0.059855223,-9.873688,4000,0,0,0,1
4639000,-0.028762132,-0.007989436,0.013582175,4000,0,-0.055066645,0.17717113,-9.8509445,4000,0,0,0,1
4643000,0.003728458,-0.00426109,-0.0050599556,4000,0,-0.019153617,0.19632472,-9.871296,4000,0,0,0,1
4647000,0.013315811,0.009321032,0.0079895165,4000,0,0.09457098,0.08260013,-9.745598,4000,0,0,0,1
4651000,-0.0029294123,-0.0010653614,0.019973716,4000,0,0.02633622,-0.0897824,-9.726444,4000,0,0,0,1
4655000,-0.011984143,-0.012250629,-0.005592631,4000,0,-0.13048403,-0.14125773,-9.834186,4000,0,0,0,1
4659000,0.0061253374,-0.0039948244,-0.01784314,4000,0,-0.10534488,-0.10893602,-9.779117,4000,0,0,0,1
4663000,0.0063916207,0.0037284063,-0.008788416,4000,0,-0.077811554,-0.01915345,-9.585188,4000,0,0,0,1
4667000,-0.010652599,0.014913729,0.0026632065,4000,0,-0.077811554,0.15801749,-9.472661,4000,0,0,0,1
4671000,-0.0007989215,0.016245315,0.008255746,4000,0,-0.0011971015,0.22385804,-9.6438465,4000,0,0,0,1
4679000,0.025832698,0.021038903,0.009587446,4000,0,0.008379711,0.04668711,-9.894039,4000,0,0,0,1
4683000,0.01731059,0.03968095,0.023702353,4000,0,0.051475346,-0.0933737,-9.9383335,4000,0,0,0,1
4687000,0.0047935713,0.024767403,0.005859036,4000,0,-0.04548984,-0.12210413,-9.900026,4000,0,0,0,1
4691000,-0.0013316724,-0.0058589377,-0.012516857,4000,0,-0.05985505,0.021547988,-9.800665,4000,0,0,0,1
4695000,-0.0026631707,-0.010120008,-0.016777914,4000,0,-0.06584056,0.050278414,-9.746798,4000,0,0,0,1
4699000,-0.003462097,-0.0002663005,-0.0042610695,4000,0,-0.15322894,-0.043095466,-9.764753,4000,0,0,0,1
4703000,-0.008255781,0.014114782,0.013315789,4000,0,-0.16879125,-0.01316794,-9.853338,4000,0,0,0,1
4707000,-0.020772697,0.024501035,0.015180049,4000,0,-0.067037664,0.04549001,-9.809044,4000,0,0,0,1
4711000,-0.025300164,0.013315625,-0.0077230525,4000,0,0.062249243,0.04668711,-9.727644,4000,0,0,0,1
4719000,-0.010386485,-0.022104247,-0.022903113,4000,0,-0.07422027,-0.09576791,-9.779118,4000,0,0,0,1
4723000,-0.0058589643,-0.014114756,-0.0133158,4000,0,-0.15083474,-0.10055631,-9.775528,4000,0,0,0,1
4727000,0.002663256,0.002929432,-0.01731054,4000,0,-0.07302317,-0.009576637,-9.813835,4000,0,0,0,1
4731000,0.003462156,0.0101200035,-0.0125168525,4000,0,0.13048403,-0.022744747,-9.805454,4000,0,0,0,1
4735000,0.00878849,0.015978934,-0.002663172,4000,0,0.12330139,-0.016759247,-9.750386,4000,0,0,0,1
4739000,0.024234753,0.021305287,-0.006924286,4000,0,-0.09457099,-0.014365043,-9.709686,4000,0,0,0,1
4743000,0.034621034,0.005592654,-0.011718112,4000,0,-0.23104046,0.009576977,-9.709686,4000,0,0,0,1
4747000,0.03249057,-0.0031960225,0.008788335,4000,0,-0.18914196,0.16639721,-9.69532,4000,0,0,0,1
4751000,0.017843122,0.013581979,0.018109666,4000,0,-0.01795651,0.19991603,-9.76116,4000,0,0,0,1
4755000,-0.0029296535,0.02956107,0.00053282146,4000,0,0.08738837,0.0047885757,-9.876082,4000,0,0,0,1
4759000,-0.0037283644,0.024234772,0.0066579175,4000,0,0.011971008,0.06943202,-9.909603,4000,0,0,0,1
4763000,0.010919103,0.012250593,0.020772558,4000,0,0.035913028,0.30765513,-9.945517,4000,0,0,0,1
4771000,0.014381027,0.0103864,-0.003728406,4000,0,0.03351883,0.11133056,-9.76116,4000,0,0,0,1
4775000,0.0015978481,0.018642228,-0.020772574,4000,0,-0.10534488,0.13886388,-9.856928,4000,0,0,0,1
4779000,-0.003728316,0.03355587,-0.019707354,4000,0,-0.05865795,0.032321908,-10.1454315,4000,0,0,0,1
4783000,-0.0034618734,0.026897958,0.0053263283,4000,0,0.027533323,-0.073022984,-10.032904,4000,0,0,0,1
4791000,0.03621899,0.009054748,-0.0063916603,4000,0,-0.20350718,-0.10654181,-9.611523,4000,0,0,0,1
4795000,0.029294802,0.011451516,0.0013316306,4000,0,-0.15562311,-0.10773892,-9.646238,4000,0,0,0,1
4799000,0.0082557555,0.010652756,-0.010918887,4000,0,-0.1364695,-0.18076208,-9.752781,4000,0,0,0,1
4803000,0.0034621716,0.016511587,0.0005326662,4000,0,-0.26096803,-0.17118528,-9.775528,4000,0,0,0,1
4807000,0.0063916426,0.010386319,0.010386306,4000,0,-0.39384615,-0.14365193,-9.6522255,4000,0,0,0,1
4811000,0.007723229,-0.005326322,0.012250504,4000,0,-0.44292736,-0.12689252,-9.616313,4000,0,0,0,1
4815000,0.022370504,0.0034621512,0.019441128,4000,0,-0.45011,0.021547984,-9.672577,4000,0,0,0,1
4819000,0.023968413,0.007456934,0.009853724,4000,0,-0.25737667,0.10414796,-9.8198185,4000,0,0,0,1
4823000,0.015979005,-0.0021305748,0.012250485,4000,0,0.05865795,0.07900883,-9.958684,4000,0,0,0,1
4827000,0.012250519,0.00079884613,0.02849584,4000,0,0.15203184,-0.00598533,-9.889252,4000,0,0,0,1
4831000,0.0018643185,-0.010386415,0.025566308,4000,0,0.06105215,-0.06344618,-9.821015,4000,0,0,0,1
4835000,-0.001065207,-0.012516878,0.014114744,4000,0,0.011971008,-0.027533151,-9.889252,4000,0,0,0,1
4839000,-0.0050601037,0.007989464,0.014381048,4000,0,0.0035913019,-0.087388195,-9.884462,4000,0,0,0,1
4843000,-0.0045273188,-0.0015978884,0.018375827,4000,0,-0.13287823,-0.07541718,-9.756374,4000,0,0,0,1
4847000,0.0023969708,-0.021837886,0.015180055,4000,0,-0.12928692,-0.03351866,-9.782708,4000,0,0,0,1
4851000,-0.004261006,-0.020240054,0.0069241724,4000,0,0.011971009,-0.10534471,-9.970654,4000,0,0,0,1
4855000,-0.0034620853,-0.021571612,0.0037284328,4000,0,0.034715924,-0.084993996,-9.998186,4000,0,0,0,1
4859000,-0.006924169,-0.027963206,-0.0021305475,4000,0,0.07182605,-0.101753406,-9.900026,4000,0,0,0,1
4863000,-0.0026631411,-0.017310552,-0.003462095,4000,0,-0.0107739065,-0.19512728,-9.822214,4000,0,0,0,1
4867000,0.02103891,0.005858942,0.012783292,4000,0,-0.079008654,-0.23702584,-9.793484,4000,0,0,0,1
4871000,0.01651159,0.009321046,0.012516891,4000,0,0.057460837,-0.15801714,-9.8198185,4000,0,0,0,1
4875000,-0.013049586,0.017044222,-0.0074567175,4000,0,0.07422026,-0.03112445,-9.84017,4000,0,0,0,1
4879000,-0.028495848,0.035420034,-0.019174753,4000,0,-0.039504327,-0.10055631,-9.853339,4000,0,0,0,1
4883000,-0.021039175,0.019707266,-0.027696816,4000,0,-0.09457098,-0.059854876,-9.783907,4000,0,0,0,1
4887000,-0.009054834,0.0047936384,-0.019441055,4000,0,-0.14724344,0.12928708,-9.615116,4000,0,0,0,1
4891000,-0.006125165,0.014913759,0.0055926037,4000,0,-0.26336223,0.096965335,-9.528925,4000,0,0,0,1
4895000,0.0026631327,0.020240033,0.0018641585,4000,0,-0.3244143,0.07182622,-9.582792,4000,0,0,0,1
4899000,0.02769672,0.027164282,-0.020772818,4000,0,-0.21906948,0.06105232,-9.661802,4000,0,0,0,1
4903000,0.019174686,0.02636543,-0.028495759,4000,0,0.014365211,0.0395045,-9.709686,4000,0,0,0,1
4907000,-0.018375997,0.0037287613,-0.025033532,4000,0,0.2238579,0.13886386,-9.722853,4000,0,0,0,1
4911000,-0.022104258,-0.00026620305,-0.011717881,4000,0,0.08140288,0.110133454,-9.66659,4000,0,0,0,1
4915000,-0.012783124,0.01278318,-0.006125367,4000,0,-0.15203184,0.015562478,-9.62589,4000,0,0,0,1
4919000,-0.016511612,0.020506326,-0.011984243,4000,0,-0.047884032,0.14245518,-9.701307,4000,0,0,0,1
4927000,-0.015979012,0.0005326263,-0.0069241147,4000,0,0.1161188,0.19991603,-9.710884,4000,0,0,0,1
4931000,-0.010919008,-0.019707445,-0.014647279,4000,0,0.16879125,0.01316828,-9.72884,4000,0,0,0,1
4935000,0.0021305718,-0.020240113,-0.02157152,4000,0,0.0,0.071826234,-9.886856,4000,0,0,0,1
4939000,0.010919128,-0.0069242753,-0.032224186,4000,0,-0.26096803,0.119710274,-9.931149,4000,0,0,0,1
4943000,0.020506345,-0.008255883,-0.038083192,4000,0,-0.19752167,0.12689288,-9.920377,4000,0,0,0,1
4947000,0.022636928,-0.0023969067,-0.033023153,4000,0,-0.035913024,0.120907374,-9.973047,4000,0,0,0,1
4951000,-0.0063914387,0.012783323,-0.01038624,4000,0,0.067037664,-0.01197084,-9.885658,4000,0,0,0,1
4955000,-0.027164241,-0.002396746,0.0023969663,4000,0,0.1400608,-0.14963746,-9.792285,4000,0,0,0,1
