timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
4435000,0.0,0.0,0.0
4439000,0.0,0.0,0.0
4635000,0.0,0.0,0.0
4835000,0.0,0.0,0.0
5035000,0.0,0.0,0.0
5235000,0.0,0.0,0.0
5431000,0.0,0.0,0.0
5635000,0.0,0.0,0.0
5835000,0.0,0.0,0.0
6035000,0.0,0.0,0.0
6235000,0.0,0.0,0.0
6435000,0.0,0.0,0.0
6635000,0.0,0.0,0.0
6835000,0.0,0.0,0.0
7035000,0.0,0.0,0.0
7235000,0.0,0.0,0.0
7435000,0.0,0.0,0.0
7635000,0.0,0.0,0.0
7835000,0.0,0.0,0.0
8035000,0.0,0.0,0.0
8235000,0.0,0.0,0.0
8435000,0.0,0.0,0.0
8635000,0.0,0.0,0.0
8835000,0.0,0.0,0.0
9035000,0.0,0.0,0.0
9235000,0.0,0.0,0.0
9435000,0.0,0.0,0.0
9635000,0.0,0.0,0.0
9835000,0.0,0.0,0.0
10035000,0.0,0.0,0.0
10235000,0.0,0.0,0.0
10435000,0.0,0.0,0.0
10635000,0.0,0.0,0.0
10835000,0.0,0.0,0.0
11035000,0.0,0.0,0.0
11235000,0.0,0.0,0.0
11435000,0.0,0.0,0.0
11635000,0.0,0.0,0.0
11835000,0.0,0.0,0.0
12035000,0.0,0.0,0.0
12235000,0.0,0.0,0.0
12435000,0.0,0.0,0.0
12635000,0.0,0.0,0.0
12835000,0.0,0.0,0.0
13035000,0.0,0.0,0.0
13235000,0.0,0.0,0.0
13435000,0.0,0.0,0.0
13635000,0.0,0.0,0.0
13835000,0.0,0.0,0.0
14035000,0.0,0.0,0.0
14235000,0.0,0.0,0.0
14435000,0.0,0.0,0.0
14635000,0.0,0.0,0.0
14835000,0.0,0.0,0.0
15035000,0.0,0.0,0.0
15235000,0.0,0.0,0.0
15435000,0.0,0.0,0.0
15635000,0.0,0.0,0.0
15835000,0.0,0.0,0.0
16035000,0.0,0.0,0.0
16235000,0.0,0.0,0.0
16435000,0.0,0.0,0.0
16635000,0.0,0.0,0.0
16835000,0.0,0.0,0.0
17035000,0.0,0.0,0.0
17231000,0.0,0.0,0.0
17435000,0.0,0.0,0.0
17635000,0.0,0.0,0.0
