timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
4263000,0,0,0,0,0
4767000,0,0,0,0,0
5271000,0,0,0,0,0
5775000,0,0,0,0,0
6279000,0,0,0,0,0
6783000,0,0,0,0,0
7287000,0,0,0,0,0
7791000,0,0,0,0,0
8295000,0,0,0,0,0
8799000,0,0,0,0,0
9303000,0,0,0,0,0
9807000,0,0,0,0,0
10311000,0,0,0,0,0
10815000,0,0,0,0,0
11319000,0,0,0,0,0
11823000,0,0,0,0,0
12327000,0,0,0,0,0
12831000,0,0,0,0,0
13335000,0,0,0,0,0
13839000,0,0,0,0,0
14343000,0,0,0,0,0
14847000,0,0,0,0,0
15351000,0,0,0,0,0
15855000,0,0,0,0,0
16359000,0,0,0,0,0
16863000,0,0,0,0,0
17367000,0,0,0,0,0
17871000,0,0,0,0,0
18375000,0,0,0,0,0
18879000,0,0,0,0,0
19383000,0,0,0,0,0
19887000,0,0,0,0,0
20391000,0,0,0,0,0
20895000,0,0,0,0,0
21399000,0,0,0,0,0
21903000,0,0,0,0,0
22407000,0,0,0,0,0
22911000,0,0,0,0,0
23415000,0,0,0,0,0
23919000,0,0,0,0,0
24423000,0,0,0,0,0
24927000,0,0,0,0,0
25431000,0,0,0,0,0
25935000,0,0,0,0,0
26439000,0,0,0,0,0
26943000,0,0,0,0,0
27447000,0,0,0,0,0
27951000,0,0,0,0,0
28455000,0,0,0,0,0
28959000,0,0,0,0,0
29463000,0,0,0,0,0
29967000,0,0,0,0,0
30471000,0,0,0,0,0
30975000,0,0,0,0,0
31479000,0,0,0,0,0
31987000,0,0,0,0,0
32491000,0,0,0,0,0
32995000,0,0,0,0,0
33499000,0,0,0,0,0
34003000,0,0,0,0,0
34507000,0,0,0,0,0
35011000,0,0,0,0,0
35515000,0,0,0,0,0
36019000,0,0,0,0,0
36523000,0,0,0,0,0
37027000,0,0,0,0,0
37531000,0,0,0,0,0
38035000,0,0,0,0,0
38539000,0,0,0,0,0
39043000,0,0,0,0,0
39547000,0,0,0,0,0
40051000,0,0,0,0,0
40555000,0,0,0,0,0
41059000,0,0,0,0,0
41563000,0,0,0,0,0
42067000,0,0,0,0,0
42571000,0,0,0,0,0
43075000,0,0,0,0,0
43579000,0,0,0,0,0
44083000,0,0,0,0,0
44587000,0,0,0,0,0
45091000,0,0,0,0,0
45595000,0,0,0,0,0
46099000,0,0,0,0,0
46603000,0,0,0,0,0
47107000,0,0,0,0,0
47611000,0,0,0,0,0
48115000,0,0,0,0,0
48623000,0,0,0,0,0
49127000,0,0,0,0,0
49631000,0,0,0,0,0
50135000,0,0,0,0,0
50639000,0,0,0,0,0
51143000,0,0,0,0,0
51647000,0,0,0,0,0
52151000,0,0,0,0,0
52655000,0,0,0,0,0
53159000,0,0,0,0,0
53663000,0,0,0,0,0
54167000,0,0,0,0,0
