timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
4699000,4541000,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0
5099000,4941000,0.0,9.765626e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0
5499000,5341000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
5899000,5741000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
6299000,6141000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
6699000,6541000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
7099000,6941000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
7499000,7345000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
7899000,7741000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
8299000,8141000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
8699000,8541000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
9099000,8941000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
9499000,9341000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
9899000,9741000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
10299000,10141000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
10699000,10541000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
11099000,10941000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
11499000,11341000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
11899000,11741000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
12299000,12141000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
12699000,12541000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
13099000,12941000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
13499000,13341000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
13899000,13741000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
14299000,14141000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
14699000,14541000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
15099000,14945000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
15499000,15345000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
15899000,15745000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
16299000,16145000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
16699000,16545000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
17099000,16945000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
17499000,17345000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
17899000,17745000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
18099000,17945000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
18499000,18345000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
18899000,18745000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
19299000,19145000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
19699000,19545000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
