timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
4323000,4.74829414115207e-310,6.4827767171395e-310,3.697376e+19,1.0,3.697244e+19,4.281e-41,-1.8180162e-31,211,1145,0,0,0,0,0
