timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw
1592244000,-46.252556,-106.05669,-488.15652,-0.05056077,0.0007653944,-0.010252336,,,
1592252000,-46.252724,-106.05677,-488.15652,-0.050108224,0.00077511795,-0.010581134,0.002914176551970685,0.0015100374502929445,1.5675864289863375
1592260000,-46.252895,-106.056854,-488.15652,-0.050107773,0.00087527896,-0.010329964,0.002927532844629675,0.001485080422029017,1.5675510835810882
1592268000,-46.25307,-106.05694,-488.15656,-0.049781553,0.00064028276,-0.010266572,0.0028610265267942025,0.0014878919715727175,1.5674719873917609
1592276000,-46.25325,-106.05702,-488.15656,-0.049819753,0.00014332977,-0.00924466,,,
1592284000,-46.253437,-106.057106,-488.15656,-0.05032399,-0.0003719422,-0.009518936,,,
1592300000,-46.25383,-106.05728,-488.1566,-0.050444245,-0.0013648511,-0.00925299,0.0029683569576325116,0.0014462806669856628,1.5675712892772156
1592308000,-46.254036,-106.057365,-488.1566,-0.050596844,-0.001538799,-0.009271859,0.002936534223094652,0.0015071957490534007,1.567569977980468
1592316000,-46.254246,-106.05745,-488.15662,-0.050645802,-0.001005785,-0.009120259,,,
1592324000,-46.254467,-106.05753,-488.15662,-0.0513177,-0.002150582,-0.009323846,,,
1592340000,-46.25493,-106.057724,-488.15665,-0.052021667,-0.004349015,-0.009978508,0.0029371205174695742,0.001755118689069512,1.5676984849291178
1592348000,-46.25517,-106.05782,-488.15668,-0.05170808,-0.0043185214,-0.010513954,0.0029708109960734945,0.001827295489497442,1.5677496855223825
1592356000,-46.25541,-106.057915,-488.1567,-0.05147333,-0.0045958078,-0.010486524,,,
1592364000,-46.255653,-106.058014,-488.15674,-0.05199614,-0.0040373513,-0.010803674,,,
1592380000,-46.25617,-106.05818,-488.1568,-0.051970735,-0.0031588483,-0.011605013,0.002962011226852589,0.0019321889066267225,1.5676454356633007
1592388000,-46.25642,-106.05826,-488.15683,-0.052404113,-0.0029535764,-0.011492208,0.003115561312785456,0.001982613135726321,1.5677718576622812
1592396000,-46.25624,-106.05833,-488.15665,-0.053441428,-0.0021355588,-0.011685503,,,
1592404000,-46.256084,-106.058395,-488.1565,-0.053841546,-0.0018354207,-0.011670939,,,
1592420000,-46.25582,-106.05852,-488.1562,-0.054334,-0.0027198337,-0.010994371,0.0028488263325953567,0.0020368064401300777,1.567760711262418
1592428000,-46.255714,-106.058586,-488.15604,-0.054341193,-0.0029933087,-0.011171285,0.0028054494780880563,0.002075533010125527,1.567867284816371
1592436000,-46.25562,-106.05865,-488.1559,-0.05426407,-0.0030764642,-0.011633115,,,
1592444000,-46.25553,-106.05871,-488.1558,-0.0539752,-0.0027516338,-0.011633636,,,
1592460000,-46.255394,-106.05882,-488.15555,-0.05419462,-0.0029045732,-0.011903778,0.0028249584053422865,0.0021416693999871147,1.5682221722640801
1592468000,-46.255344,-106.058876,-488.15543,-0.05396256,-0.0033995882,-0.011581643,0.0027463285098415892,0.0020301104498054246,1.5682586513315613
1592476000,-46.255302,-106.05894,-488.1553,-0.054286566,-0.003705741,-0.010632623,,,
1592484000,-46.255272,-106.059,-488.1552,-0.053330414,-0.0032692535,-0.010690946,,,
1592500000,-46.255245,-106.059105,-488.155,-0.05417732,-0.003816568,-0.010547712,0.0027406260286210703,0.002119066848302184,1.5681707335151391
1592508000,-46.25525,-106.059166,-488.1549,-0.054029237,-0.0045610983,-0.009868302,0.0027045971067448534,0.0021141780923263475,1.56811774458279
1592516000,-46.25526,-106.05923,-488.15482,-0.053616982,-0.004828022,-0.009699504,,,
1592524000,-46.25528,-106.05929,-488.15472,-0.053431727,-0.004748899,-0.009426755,,,
1592540000,-46.255333,-106.0594,-488.15457,-0.053734403,-0.003611794,-0.009876118,0.002799715550614611,0.001913712131076886,1.5681901062434116
1592548000,-46.25538,-106.05945,-488.15448,-0.05415655,-0.004006068,-0.010064011,0.002818241431756377,0.0019391869939782394,1.5683186738810406
1592556000,-46.255432,-106.0595,-488.15442,-0.05427434,-0.0038093934,-0.0099533815,,,
1592564000,-46.255497,-106.05955,-488.15436,-0.053842127,-0.0038639717,-0.0093229525,,,
1592580000,-46.25565,-106.05965,-488.1542,-0.054054815,-0.0037716932,-0.0078063356,0.0029264962274688183,0.0019803819152879303,1.5684032530689531
1592588000,-46.255737,-106.05969,-488.15414,-0.05397789,-0.003430541,-0.0078096827,0.0029624321225039897,0.001920837576776324,1.5684366916672234
1592596000,-46.255833,-106.05973,-488.15408,-0.054443706,-0.003615613,-0.008122676,,,
1592604000,-46.25594,-106.05977,-488.15402,-0.054666553,-0.0032689539,-0.008419281,,,
1592620000,-46.256184,-106.05984,-488.1539,-0.055086814,-0.003066405,-0.009751883,0.0030663471770411665,0.002069620263230612,1.568314739535703
1592628000,-46.25632,-106.05987,-488.15387,-0.055625156,-0.0029802807,-0.010183854,0.0030911082644098525,0.002045041677147541,1.568330236874009
1592636000,-46.25647,-106.0599,-488.15384,-0.056288432,-0.0033970631,-0.010897823,,,
1592644000,-46.25663,-106.05992,-488.1538,-0.056844074,-0.0028184045,-0.011007455,,,
1592660000,-46.25697,-106.05997,-488.15372,-0.05584105,-0.0030935635,-0.009465841,0.002917218281868252,0.0021642950030538806,1.5681365794667137
1592668000,-46.25715,-106.06,-488.15366,-0.056255262,-0.0034777434,-0.00971556,0.002837241055308224,0.0021511321248040803,1.568170554075402
1592676000,-46.25734,-106.06002,-488.15363,-0.056742664,-0.0037612056,-0.009750712,,,
1592684000,-46.257538,-106.06004,-488.1536,-0.056626573,-0.0036246465,-0.009516353,,,
1592700000,-46.25795,-106.06008,-488.15353,-0.05621817,-0.0027631496,-0.008951283,0.002842461532901781,0.002175300234993949,1.5681955883115095
1592708000,-46.258163,-106.060104,-488.1535,-0.056581985,-0.003682145,-0.009189729,0.002856931535771182,0.0022046879564791714,1.5682331989596163
1592716000,-46.25839,-106.06013,-488.15347,-0.057442117,-0.0034516936,-0.009570246,,,
1592724000,-46.25863,-106.06014,-488.15347,-0.05812659,-0.0027439026,-0.00906726,,,
1592740000,-46.25913,-106.06018,-488.15344,-0.058293067,-0.0037148127,-0.008046709,0.0027365177201593904,0.0022760747094865306,1.5681364000188232
1592748000,-46.259384,-106.0602,-488.1534,-0.05752844,-0.004050355,-0.007748377,0.002761974519005972,0.0022545701832303888,1.5680819212738903
1592756000,-46.25964,-106.06023,-488.1534,-0.05747396,-0.0038899053,-0.007789794,,,
1592764000,-46.2599,-106.06025,-488.15338,-0.0576452,-0.004268724,-0.0076384125,,,
1592780000,-46.26045,-106.0603,-488.15335,-0.05851602,-0.0049939333,-0.0070342687,0.0027294848412056953,0.0024978551445631577,1.5678300880701674
