timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
2042728000,0,1,1,1,1,1,1,0,0,0,1,1
2043728000,0,1,1,1,1,1,1,0,0,0,1,1
2044728000,0,1,1,1,1,1,1,0,0,0,1,1
2045216000,0,1,0,0,1,1,1,0,0,0,1,0
2045248000,0,0,0,0,1,0,1,0,0,0,1,0
2046248000,0,0,0,0,1,0,0,0,0,0,1,0
2047248000,0,0,0,0,1,0,0,0,0,0,1,0
2047336000,0,0,0,0,0,0,0,0,0,0,1,0
2048336000,0,0,0,0,0,0,0,0,0,0,1,0
2049336000,0,0,0,0,0,0,0,1,0,0,1,0
2050336000,0,0,0,0,0,0,0,1,0,0,1,0
2051336000,0,0,0,0,0,0,0,1,0,0,1,0
2052336000,0,0,0,0,0,0,0,0,0,0,1,0
2053336000,0,0,0,0,0,0,0,0,0,0,1,0
2054336000,0,0,0,0,0,0,0,0,0,0,1,0
2055336000,0,0,0,0,0,0,0,0,0,0,1,0
2056336000,0,0,0,0,0,0,0,0,0,0,1,0
2057336000,0,0,0,0,0,0,0,0,0,0,1,0
2058336000,0,0,0,0,0,0,0,0,1,0,1,0
2059336000,0,0,0,0,0,0,0,0,1,0,1,0
2060336000,0,0,0,0,0,0,0,0,1,0,1,0
2061336000,0,0,0,0,0,0,0,0,1,0,1,0
2062336000,0,0,0,0,0,0,0,0,1,0,1,0
2063336000,0,0,0,0,0,0,0,0,1,0,1,0
2064336000,0,0,0,0,0,0,0,0,0,0,1,0
2065336000,0,0,0,0,0,0,0,0,0,0,1,0
2066336000,0,0,0,0,0,0,0,0,1,0,1,0
2067336000,0,0,0,0,0,0,0,0,1,0,1,0
2068336000,0,0,0,0,0,0,0,0,1,0,1,0
2069336000,0,0,0,0,0,0,0,0,1,0,1,0
2070336000,0,0,0,0,0,0,0,0,1,0,1,0
2071336000,0,0,0,0,0,0,0,0,1,0,1,0
2072336000,0,0,0,0,0,0,0,0,0,0,1,0
2073336000,0,0,0,0,0,0,0,0,0,0,1,0
2074336000,0,0,0,0,0,0,0,0,0,1,1,0
2075336000,0,0,0,0,0,0,0,0,0,0,1,0
2076336000,0,0,0,0,0,0,0,0,1,0,1,0
2077336000,0,0,0,0,0,0,0,0,1,1,1,0
2078336000,0,0,0,0,0,0,0,0,0,0,1,0
2079336000,0,0,0,0,0,0,0,0,0,0,1,0
2080336000,0,0,0,0,0,0,0,0,0,0,1,0
2081336000,0,0,0,0,0,0,0,0,0,0,1,0
2082088000,0,0,0,0,1,1,0,1,0,0,1,0
2083088000,0,0,0,0,1,1,0,1,0,0,1,0
2084088000,0,0,0,0,1,1,0,1,0,0,1,0
2085088000,0,0,0,0,1,1,0,1,0,0,1,0
2086088000,0,0,0,0,1,1,0,1,0,0,1,0
2086640000,0,1,0,0,1,1,1,0,0,0,1,0
2086992000,0,1,1,0,1,1,1,0,0,0,1,0
2087328000,0,1,1,1,1,1,1,0,0,0,1,0
2087464000,0,1,1,1,1,1,1,0,0,0,1,1
2088464000,0,1,1,1,1,1,1,0,0,0,1,1
2089464000,0,1,1,1,1,1,1,0,0,0,1,1
