timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
2043312000,22,0,190,0,0,255,0
2043324000,400,0,190,0,0,255,0
2057104000,192,0,190,0,0,255,0
2064548000,192,0,190,0,0,255,0
2073984000,192,0,190,0,0,255,0
2081660000,176,0,190,0,0,255,0
