timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
2043300000,nan,nan,-1.0,0.0,0.0,nan,491.10712,22,190,1,1,255,0,1
2043320000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,190,1,1,255,0,1
2057100000,47.397978099999996,8.545533899999999,-1.0,1.0,0.0,nan,491.07098,192,190,1,1,255,0,1
2064540000,47.398185899999994,8.545644099999999,-1.0,1.0,0.0,nan,491.0603,192,190,1,1,255,0,1
2073976000,47.398228499999995,8.545510199999999,-1.0,1.0,0.0,nan,491.064,192,190,1,1,255,0,1
2081656000,0.0,0.0,157.0,4.0,6.0,0.0,0.0,176,190,1,0,255,1,1
2081672000,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
2081672000,2.0,0.0,nan,nan,nan,nan,0.0,1000,1,1,0,1,0,0
2081672000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
