timestamp,nav_state,failure
2043324000,17,0
2043828000,17,0
2044384000,17,0
2044928000,17,0
2045444000,17,0
2045992000,17,0
2046496000,17,0
2047008000,17,0
2047512000,17,0
2048016000,17,0
2048520000,17,0
2049032000,17,0
2049540000,17,0
2050088000,17,0
2050592000,17,0
2051096000,17,0
2051600000,17,0
2051612000,4,0
2052120000,4,0
2052624000,4,0
2053128000,4,0
2053632000,4,0
2054136000,4,0
2054640000,4,0
2055144000,4,0
2055648000,4,0
2056152000,4,0
2056656000,4,0
2057160000,4,0
2057664000,4,0
2058168000,4,0
2058672000,4,0
2059176000,4,0
2059680000,4,0
2060184000,4,0
2060696000,4,0
2061240000,4,0
2061752000,4,0
2062256000,4,0
2062760000,4,0
2063264000,4,0
2063772000,4,0
2064280000,4,0
2064800000,4,0
2065304000,4,0
2065808000,4,0
2066312000,4,0
2066816000,4,0
2067328000,4,0
2067872000,4,0
2068384000,4,0
2068936000,4,0
2069440000,4,0
2069944000,4,0
2070448000,4,0
2070952000,4,0
2071456000,4,0
2071960000,4,0
2072464000,4,0
2072968000,4,0
2073472000,4,0
2073976000,4,0
2074488000,4,0
2074992000,4,0
2075500000,4,0
2076056000,4,0
2076560000,4,0
2077064000,4,0
2077568000,4,0
2078112000,4,0
2078616000,4,0
2079120000,4,0
2079624000,4,0
2080128000,4,0
2080632000,4,0
2081136000,4,0
2081640000,4,0
2081672000,18,0
2082184000,18,0
2082688000,18,0
2083192000,18,0
2083696000,18,0
2084200000,18,0
2084704000,18,0
2085212000,18,0
2085716000,18,0
2086220000,18,0
2086724000,18,0
2087232000,18,0
2087736000,18,0
2088240000,18,0
2088744000,18,0
2089248000,18,0
2089348000,4,0
2089852000,4,0
