timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
2015920000,2015920000,0.00033766602,0.0022429847,0.00011968515
2015928000,2015928000,0.002785844,-0.0015903683,0.0003203408
2015940000,2015940000,-0.0020745187,0.003987593,0.00055497856
2015960000,2015960000,-0.0030189177,-0.00067492283,0.00022642138
2015980000,2015980000,-0.0029795615,-0.0031415161,0.00011682419
2016000000,2016000000,-0.0022325616,-0.0016692157,-0.000113882874
2016020000,2016020000,0.0012265461,-0.00019445457,-0.00048659273
2016040000,2016040000,0.0017292858,-0.002147458,-0.00076004455
2016060000,2016060000,-0.0020321545,0.0015518622,-0.0008783452
2016080000,2016080000,-0.0020750978,-0.0019387542,-0.00073563063
2016100000,2016100000,-0.00060690934,-0.0018215016,-0.00074326596
2016120000,2016120000,0.0035952423,0.0030588047,-0.0006478673
2016140000,2016140000,-0.004226964,-0.0048595155,-0.0005407052
2016156000,2016156000,-0.00038751535,-0.0010195529,-0.00047481665
2016180000,2016180000,-0.0006099135,0.00045916263,-0.0007298876
2016200000,2016200000,-0.00041012192,-0.00032294288,-0.00041140788
2016220000,2016220000,-0.0027570603,0.0027179362,-0.0006074692
2016240000,2016240000,-0.0012757118,-0.0025871084,-0.0005777271
2016260000,2016260000,-0.0018813324,-0.0003710317,-0.00066401606
2016280000,2016280000,-0.001137592,-0.00013483164,-0.0003158513
2016300000,2016300000,0.00011445966,-0.00056456553,-0.0001660001
2016320000,2016320000,-0.0002065385,0.002359507,-0.00012513399
2016340000,2016340000,-0.0003400679,-0.0038028834,-8.537512e-05
2016360000,2016360000,-0.0012720792,-0.003619799,6.798356e-05
2016380000,2016380000,0.0005498603,-0.001829168,0.0006228664
2016400000,2016400000,0.0015566072,-0.00095079414,0.00037699754
2016420000,2016420000,0.0003729656,-0.00018296138,0.00025321334
2016440000,2016440000,-0.0031446752,-0.0042919843,1.9650928e-05
2016460000,2016460000,0.0023019619,0.0008510209,-0.000276285
2016480000,2016480000,-0.0062757535,-0.005425784,-0.000190409
2016500000,2016500000,0.00043552765,0.00043929642,-0.00016180602
2016516000,2016516000,-0.0028676833,-0.0017457068,4.7352827e-05
2016540000,2016540000,-0.002562969,-0.0040888675,-4.1514057e-05
2016560000,2016560000,-0.00042541858,-0.00015609706,-0.00030785552
2016580000,2016580000,0.0025430704,-0.005282987,-6.0770974e-05
2016600000,2016600000,-0.0059331823,0.0046447637,0.00018628416
2016620000,2016620000,-0.0040513603,-0.00526443,0.00027226313
2016640000,2016640000,0.004068655,-0.0008250573,0.00017367303
2016660000,2016660000,-0.0011465147,0.0026756823,6.559991e-05
2016680000,2016680000,-0.0012554957,-0.0011101176,0.0001586835
2016700000,2016700000,-0.005796494,0.0033765454,0.00038259092
2016720000,2016720000,0.0031524927,0.0019058273,0.00067277416
2016740000,2016740000,0.0012047979,0.000287565,0.001146764
2016760000,2016760000,-0.002754994,0.0035006327,0.00076966244
2016780000,2016780000,0.0025089514,-9.101746e-05,0.00049898756
2016800000,2016800000,-0.004491436,-0.002036721,0.00023890639
2016820000,2016820000,0.0011011799,0.0057621547,2.0432883e-05
2016840000,2016840000,0.0018539447,0.00012303825,-8.440846e-05
2016860000,2016860000,-0.0080674095,-0.0052336566,-5.237149e-05
2016880000,2016880000,0.00040700706,0.0015440166,5.9965387e-06
2016900000,2016900000,-0.0034333935,0.00081543485,0.00013149063
2016920000,2016920000,-0.0004827351,-0.00032194212,0.00013033884
2016940000,2016940000,0.0005898564,0.00053893897,8.097075e-05
2016960000,2016960000,-0.0049986024,-0.0031032506,0.0004031054
2016980000,2016980000,-0.006687828,-0.0014609983,0.00032274457
2017000000,2017000000,-0.004341412,-0.0022820793,0.00032149395
2017020000,2017020000,-0.0025509007,0.0017619987,0.0002074182
2017040000,2017040000,-0.00036954868,0.0032637054,4.5338013e-05
2017060000,2017060000,-0.0062063085,0.0025101174,-2.1629192e-05
2017080000,2017080000,-0.002700557,-0.0028967008,-0.00023856387
2017100000,2017100000,-0.0031230827,-0.0021457907,-0.00042859654
2017120000,2017120000,-0.0016266337,-0.0019373368,-0.00017377133
2017140000,2017140000,-0.0041820128,-0.00061194156,-0.0001470659
2017160000,2017160000,-0.007830876,-0.00040741416,-0.00061560643
2017176000,2017176000,-0.0040081427,-0.0007328107,-0.00036459597
2017196000,2017196000,-0.0050929426,-0.0047327727,2.1678103e-05
2017220000,2017220000,0.0019228926,-0.0021130422,-0.0002979319
2017236000,2017236000,-0.0070261215,0.00090969785,-0.00031085004
2017260000,2017260000,-0.005716696,-0.004254712,-7.200193e-05
2017280000,2017280000,-0.0064098695,0.0016803809,-0.00040738707
2017300000,2017300000,-0.0073137,0.00010666631,9.796299e-05
2017320000,2017320000,-0.0057644197,-0.0048287082,-0.0001474494
2017340000,2017340000,-0.005288534,-0.0030603725,-0.00023333165
2017360000,2017360000,-0.0028900476,0.002696275,-0.000530854
2017380000,2017380000,-0.006384979,-0.0018109594,-0.0006547604
2017400000,2017400000,-0.003404814,-0.001937221,-0.00066402723
2017420000,2017420000,-0.0029876344,0.0015871996,-0.00088970904
2017440000,2017440000,-0.007886807,-0.004024738,-0.00041867775
2017460000,2017460000,-0.00073576486,-0.0016537902,-0.00034937047
2017480000,2017480000,-0.0048501617,0.0001931482,-0.00035526458
2017500000,2017500000,-0.0036198236,-0.0018116611,-0.00042488653
2017520000,2017520000,-0.0031628965,0.0012884316,-0.00039863863
2017540000,2017540000,-0.010942906,-0.0023142146,-0.00025969915
2017560000,2017560000,-0.006721299,0.004230895,-0.0001331451
2017580000,2017580000,-0.0044271946,-0.0024172456,-0.00048985996
2017600000,2017600000,-0.006875557,0.0025787102,-0.00017452458
2017620000,2017620000,-0.007818414,0.0005053076,0.00031884352
2017640000,2017640000,-0.004882681,-0.006507202,0.00045236835
2017660000,2017660000,-0.0071541294,-0.0053580855,0.00041305655
2017680000,2017680000,-0.0002662274,0.005339604,0.0001863057
2017700000,2017700000,-0.007363905,0.0014833857,0.0002602681
2017720000,2017720000,-0.0013127537,0.00013743647,0.00032529613
