timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
2015556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2027556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2028556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2029556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2031556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2032556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2033556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2034556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2035556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2036556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2037556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2038556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2039556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2040556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2041556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2042556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2043556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2044556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2045556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2046556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2047556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2048556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2049556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2050556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2051556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2052556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2053556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2054556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2055556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2056556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2057556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2058556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2059556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2060556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2061556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2062556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2063556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2064556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2065556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2066556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2067556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2068556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2069556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2070556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
