timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
2015612000,2015454000,2015460000,0,-488.104,1.0,0.04837036,0.042675268,1.0877228,8.604e-05,6.806806e-05,0,0,1
2016012000,2015854000,2015860000,0,-488.104,1.0,0.047454834,0.04479952,1.0874832,8.283204e-05,7.462983e-05,0,0,1
2016412000,2016254000,2016260000,0,-488.095,1.0,0.037261963,0.041449495,1.0878594,5.1052695e-05,6.41511e-05,0,0,1
2016812000,2016654000,2016660000,0,-488.113,1.0,0.05609131,0.04795697,1.08761,0.000115711875,8.7067005e-05,0,0,1
2017212000,2017054000,2017060000,0,-488.111,1.0,0.051239014,0.049415655,1.0873804,9.6578406e-05,9.129429e-05,0,0,1
2017612000,2017454000,2017460000,0,-488.107,1.0,0.04498291,0.047445547,1.0877684,7.4407835e-05,8.37892e-05,0,0,1
2018012000,2017854000,2017860000,0,-488.098,1.0,0.034057617,0.041495357,1.086959,4.2685006e-05,6.552067e-05,0,0,1
2018412000,2018254000,2018260000,0,-488.098,1.0,0.032226562,0.037375893,1.0874082,3.8202812e-05,5.3379397e-05,0,0,1
2018812000,2018654000,2018660000,0,-488.105,1.0,0.0440979,0.040363453,1.0872338,7.1543946e-05,6.1452534e-05,0,0,1
2019212000,2019054000,2019060000,0,-488.106,1.0,0.04446411,0.04218597,1.0870689,7.274818e-05,6.647282e-05,0,0,1
2019604000,2019450000,2019452000,0,-488.117,1.0,0.053863525,0.04734703,1.0866922,0.00010679305,8.429292e-05,0,0,1
2020012000,2019858000,2019860000,0,-488.109,1.0,0.038726807,0.043473627,1.0867897,5.5199846e-05,7.122026e-05,0,0,1
2020412000,2020254000,2020260000,0,-488.113,1.0,0.036254883,0.0402832,1.086672,4.8383194e-05,6.1127095e-05,0,0,1
2020812000,2020654000,2020660000,0,-488.106,1.0,0.02822876,0.03492567,1.0871714,2.9318759e-05,4.6990055e-05,0,0,1
2021212000,2021054000,2021060000,0,-488.145,1.0,0.008300781,0.023092385,1.0870433,2.5354268e-06,2.7232441e-05,0,0,1
2021612000,2021454000,2021460000,0,-488.297,1.0,-0.032043457,-0.0014124345,1.0868955,3.7787744e-05,-1.6654194e-06,0,0,1
2022012000,2021854000,2021860000,0,-488.578,1.0,-0.038879395,-0.018064417,1.0873479,5.5607128e-05,-2.5639514e-05,0,0,1
2022412000,2022254000,2022260000,0,-488.884,1.0,-0.03778076,-0.026827239,1.0871682,5.2517575e-05,-3.758532e-05,0,0,1
2022812000,2022654000,2022660000,0,-489.205,1.0,-0.030944824,-0.028657276,1.0875934,3.5218385e-05,-3.6533347e-05,0,0,1
2023212000,2023054000,2023060000,0,-489.52,1.0,-0.026489258,-0.027693713,1.0874081,2.581113e-05,-3.176792e-05,0,0,1
2023612000,2023454000,2023460000,0,-489.816,1.0,-0.026123047,-0.026995638,1.0872382,2.5106314e-05,-2.8807204e-05,0,0,1
2024012000,2023854000,2023860000,0,-490.1,1.0,-0.01776123,-0.022891456,1.0870869,1.16075835e-05,-2.1162927e-05,0,0,1
2024404000,2024250000,2024252000,0,-490.355,1.0,-0.0048217773,-0.014905304,1.0866925,8.5579086e-07,-1.2187898e-05,0,0,1
2024812000,2024658000,2024660000,0,-490.521,1.0,0.0126953125,-0.0025032647,1.0868081,5.9319013e-06,-4.0459618e-06,0,0,1
