timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2015920000,0,0.62722325,-0.00047301617,0.00069281715,0.7788449,0.0,0.0,0.0,0.0,0
2015924000,0,0.62722325,-0.000473023,0.0006929394,0.7788449,0.0,0.0,0.0,0.0,0
2015932000,0,0.62722325,-0.00047304013,0.0006931825,0.7788449,0.0,0.0,0.0,0.0,0
2015940000,0,0.62722325,-0.0004734519,0.00069271034,0.7788449,0.0,0.0,0.0,0.0,0
2015952000,0,0.62722325,-0.00047347936,0.0006930773,0.7788449,0.0,0.0,0.0,0.0,0
2015960000,0,0.62722325,-0.00047380556,0.000692481,0.7788449,0.0,0.0,0.0,0.0,0
2015972000,0,0.62722325,-0.00047383158,0.00069284346,0.7788449,0.0,0.0,0.0,0.0,0
2015980000,0,0.62722325,-0.0004741393,0.000692239,0.7788449,0.0,0.0,0.0,0.0,0
2015992000,0,0.62722325,-0.00047417957,0.00069260376,0.7788449,0.0,0.0,0.0,0.0,0
2016000000,0,0.62722325,-0.00047420448,0.0006928508,0.7788449,0.0,0.0,0.0,0.0,0
2016012000,0,0.62722325,-0.00047455222,0.0006923721,0.7788449,0.0,0.0,0.0,0.0,0
2016020000,0,0.62722325,-0.00047457428,0.00069261726,0.7788449,0.0,0.0,0.0,0.0,0
2016032000,0,0.62722325,-0.00047490583,0.00069213874,0.7788449,0.0,0.0,0.0,0.0,0
2016040000,0,0.62722325,-0.0004749303,0.000692386,0.7788449,0.0,0.0,0.0,0.0,0
2016052000,0,0.62722325,-0.00047532222,0.0006920186,0.7788449,0.0,0.0,0.0,0.0,0
2016060000,0,0.62722325,-0.0004753455,0.0006922679,0.7788449,0.0,0.0,0.0,0.0,0
2016072000,0,0.62722325,-0.00047574076,0.0006918854,0.7788449,0.0,0.0,0.0,0.0,0
