timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
2015872000,2015848000,6620172,488.02768,95598.9,15.0,1.1555828,0,1
2015944000,2015920000,6620172,488.18732,95597.06,15.0,1.1555606,0,1
2016016000,2015990666,6620172,488.04648,95598.69,15.0,1.1555803,0,1
2016088000,2016064000,6620172,488.13098,95597.69,15.0,1.1555681,0,1
2016160000,2016136000,6620172,488.06055,95598.5,15.0,1.155578,0,1
2016232000,2016208000,6620172,488.13568,95597.664,15.0,1.1555679,0,1
2016304000,2016280000,6620172,488.15445,95597.4,15.0,1.1555647,0,1
2016376000,2016350666,6620172,488.0136,95599.01,15.0,1.1555841,0,1
2016448000,2016424000,6620172,488.1075,95597.96,15.0,1.1555715,0,1
2016520000,2016496000,6620172,488.14508,95597.54,15.0,1.1555663,0,1
2016592000,2016568000,6620172,488.19202,95597.02,15.0,1.1555601,0,1
2016660000,2016638666,6620172,488.1122,95597.914,15.0,1.1555709,0,1
2016712000,2016700000,6620172,488.13568,95597.62,15.0,1.1555673,0,1
2016784000,2016760000,6620172,488.14038,95597.56,15.0,1.1555667,0,1
2016856000,2016832000,6620172,488.13568,95597.66,15.0,1.1555678,0,1
2016928000,2016904000,6620172,488.13568,95597.65,15.0,1.1555678,0,1
2017000000,2016974666,6620172,488.1122,95597.914,15.0,1.1555709,0,1
2017072000,2017046666,6620172,488.0887,95598.21,15.0,1.1555746,0,1
2017144000,2017120000,6620172,488.0887,95598.21,15.0,1.1555746,0,1
2017216000,2017190666,6620172,488.13098,95597.69,15.0,1.1555681,0,1
2017288000,2017262666,6620172,488.12158,95597.805,15.0,1.1555696,0,1
2017360000,2017336000,6620172,488.07465,95598.336,15.0,1.155576,0,1
2017428000,2017406666,6620172,488.19672,95596.96,15.0,1.1555594,0,1
2017480000,2017468000,6620172,488.1122,95597.92,15.0,1.155571,0,1
2017548000,2017526666,6620172,488.17325,95597.195,15.0,1.1555623,0,1
2017600000,2017586000,6620172,488.15915,95597.34,15.0,1.1555641,0,1
2017672000,2017648000,6620172,488.1169,95597.875,15.0,1.1555704,0,1
2017744000,2017720000,6620172,488.16385,95597.336,15.0,1.155564,0,1
2017812000,2017790666,6620172,488.14508,95597.52,15.0,1.1555661,0,1
2017864000,2017852000,6620172,488.1169,95597.836,15.0,1.1555699,0,1
2017936000,2017912000,6620172,488.0981,95598.086,15.0,1.1555729,0,1
2018008000,2017984000,6620172,488.17325,95597.23,15.0,1.1555625,0,1
2018080000,2018056000,6620172,488.2108,95596.78,15.0,1.1555573,0,1
2018152000,2018128000,6620172,488.15445,95597.41,15.0,1.1555648,0,1
2018224000,2018200000,6620172,488.0934,95598.1,15.0,1.1555731,0,1
2018296000,2018272000,6620172,488.14038,95597.59,15.0,1.155567,0,1
2018368000,2018344000,6620172,488.1122,95597.9,15.0,1.1555707,0,1
2018440000,2018414666,6620172,488.13098,95597.68,15.0,1.155568,0,1
2018512000,2018488000,6620172,487.97134,95599.49,15.0,1.1555899,0,1
2018584000,2018560000,6620172,488.06525,95598.44,15.0,1.1555773,0,1
2018656000,2018632000,6620172,488.07935,95598.28,15.0,1.1555754,0,1
