timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
2022476000,2022476000,0.5927679,0.003868416,-4.259216,12.925189,0.15594803,5.168356,0
2022484000,2022484000,0.6162539,0.002976704,-2.0383198,6.716609,0.068730906,5.3021545,0
2022572000,2022572000,0.6732086,0.0012166218,-0.6640291,6.4380445,0.007609879,6.194488,0
2022676000,2022676000,0.68761736,0.00080132723,-0.41910514,6.960748,0.0028038034,6.8194175,0
2022772000,2022772000,0.6938879,0.0006295158,-0.3160109,7.291916,0.001521668,7.1818633,0
2022868000,2022868000,0.69836855,0.00051727105,-0.30752414,7.519064,0.001397501,7.424718,0
2022972000,2022972000,0.7,0.0004422057,-0.32168403,7.633911,0.0015061541,7.5500603,0
2023076000,2023076000,0.7,0.00038274363,-0.34878045,7.66171,0.0017641522,7.5836277,0
2023172000,2023172000,0.7,0.0003406022,-0.31563574,7.629003,0.0014509822,7.554001,0
2023268000,2023268000,0.7,0.0003065496,-0.23194687,7.530824,0.00079376507,7.4569063,0
2023372000,2023372000,0.7,0.00027630842,-0.31112814,7.373216,0.001458744,7.3047404,0
2023468000,2023468000,0.7,0.00025463302,-0.18963143,7.224184,0.0005530818,7.155753,0
2023572000,2023572000,0.7,0.00023578935,-0.3650691,7.04787,0.0021011145,6.984964,0
2023668000,2023668000,0.7,0.00022059729,-0.3532865,6.8815246,0.0020152407,6.819964,0
2023772000,2023772000,0.7,0.00020313513,-0.24171628,6.65057,0.00097613625,6.5907955,0
2023860000,2023860000,0.7,0.00018999679,-0.307302,6.4457417,0.0016278537,6.388458,0
2023964000,2023964000,0.7,0.0001771111,-0.25723857,6.2177634,0.0011824846,6.162796,0
2024076000,2024076000,0.7,0.00016456975,-0.26040483,5.9667587,0.0012627491,5.9144187,0
2024172000,2024172000,0.7,0.00015416887,-0.32153016,5.7361617,0.0020025326,5.687089,0
2024276000,2024276000,0.7,0.00014440263,-0.3603108,5.483917,0.002630396,5.439397,0
2024372000,2024372000,0.7,0.00013657245,-0.44122553,5.2703533,0.004104299,5.229109,0
2024468000,2024468000,0.7,0.00012946397,-0.6145233,5.0755353,0.008267084,5.036514,0
2024572000,2024572000,0.7,0.0001224292,-0.58746606,4.893395,0.007836332,4.853943,0
2024668000,2024668000,0.7,0.00011551761,-0.40244249,4.690283,0.0038367729,4.650213,1
2024772000,2024772000,0.7,0.000108756896,-0.043308526,4.4824367,4.6493275e-05,4.4423594,1
2024876000,2024876000,0.69996953,0.00010235443,0.06351361,4.2755322,0.000104833685,4.2372594,1
2024972000,2024972000,0.6998195,9.648564e-05,-0.0010134429,4.0764756,2.79944e-08,4.040778,1
2025076000,2025076000,0.7,9.0690686e-05,-0.04983501,3.8728247,7.125228e-05,3.8394396,1
2025172000,2025172000,0.7,8.614942e-05,-0.20835015,3.7107062,0.0012998361,3.6791992,1
2025276000,2025276000,0.7,8.149806e-05,-0.19562733,3.5413654,0.0012007313,3.5113611,1
2025372000,2025372000,0.7,7.713523e-05,-0.12757516,3.379213,0.00053514825,3.3505783,1
2025468000,2025468000,0.7,7.303921e-05,-0.1509116,3.223832,0.00078492897,3.196629,1
2025572000,2025572000,0.7,6.919097e-05,-0.26241836,3.0762744,0.0024872578,3.0505693,1
2025668000,2025668000,0.7,6.5556305e-05,-0.11963106,2.9349425,0.0005418085,2.910232,1
2025772000,2025772000,0.7,6.187012e-05,-0.1591186,2.7874794,0.0010092243,2.7642052,1
2025876000,2025876000,0.7,5.841446e-05,-0.07186596,2.6481426,0.00021670185,2.6260133,1
2025972000,2025972000,0.7,5.5411358e-05,-0.0079823285,2.5259657,2.8027814e-06,2.5048993,1
2026076000,2026076000,0.7,5.235146e-05,-0.026510704,2.3989558,3.255201e-05,2.3790343,1
2026172000,2026172000,0.7,4.9695696e-05,-0.16181105,2.2881362,0.0012714287,2.2692046,1
2026276000,2026276000,0.7,4.7181933e-05,-0.20115495,2.1817107,0.002060733,2.163754,1
2026372000,2026372000,0.7,4.5002016e-05,-0.10912657,2.0887978,0.0006334642,2.071574,1
2026476000,2026476000,0.7,4.2744614e-05,-0.13867024,1.9919243,0.0010726331,1.9755176,1
2026572000,2026572000,0.7,4.0784445e-05,-0.111603186,1.9067374,0.0007258047,1.891082,1
2026676000,2026676000,0.7,3.87545e-05,-0.11994098,1.8182169,0.00087911764,1.8032969,1
2026772000,2026772000,0.7,3.6830104e-05,-0.093344755,1.7337817,0.0005583968,1.7195618,1
2026876000,2026876000,0.7,3.5007946e-05,-0.22587845,1.6530331,0.0034294582,1.639579,1
2026972000,2026972000,0.7,3.3280092e-05,-0.17425421,1.5762995,0.0021403525,1.5634351,1
2027076000,2027076000,0.7,3.16441e-05,-0.09945384,1.5030236,0.00073119765,1.4907714,1
2027172000,2027172000,0.7,3.0221063e-05,-0.15331998,1.438938,0.0018151518,1.4272175,1
2027276000,2027276000,0.7,2.8740553e-05,-0.11942418,1.3719867,0.001155027,1.3608118,1
