timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
2014392000,0,0,0,0,0
2014896000,0,0,0,0,0
2015400000,0,0,0,0,0
2015904000,0,0,0,0,0
2016408000,0,0,0,0,0
2016912000,0,0,0,0,0
2017416000,0,0,0,0,0
2017920000,0,0,0,0,0
2018428000,0,0,0,0,0
2018932000,0,0,0,0,0
2019436000,0,0,0,0,0
2019940000,0,0,0,0,0
2020444000,0,0,0,0,0
2020948000,0,0,0,0,0
2021452000,0,0,0,0,0
2021960000,0,0,0,0,0
2022464000,0,0,0,0,0
2022968000,0,0,0,0,0
2023472000,0,0,0,0,0
2023976000,0,0,0,0,0
2024480000,0,0,0,0,0
2024984000,0,0,0,0,0
2025488000,0,0,0,0,0
2025992000,0,0,0,0,0
2026496000,0,0,0,0,0
2027000000,0,0,0,0,0
2027504000,0,0,0,0,0
2028008000,0,0,0,0,0
2028512000,0,0,0,0,0
2029016000,0,0,0,0,0
2029520000,0,0,0,0,0
2030024000,0,0,0,0,0
2030528000,0,0,0,0,0
2031032000,0,0,0,0,0
2031536000,0,0,0,0,0
2032040000,0,0,0,0,0
2032544000,0,0,0,0,0
2033048000,0,0,0,0,0
2033552000,0,0,0,0,0
2034056000,0,0,0,0,0
2034560000,0,0,0,0,0
2035064000,0,0,0,0,0
2035568000,0,0,0,0,0
2036072000,0,0,0,0,0
2036576000,0,0,0,0,0
2037080000,0,0,0,0,0
2037584000,0,0,0,0,0
2038088000,0,0,0,0,0
2038592000,0,0,0,0,0
2039096000,0,0,0,0,0
2039600000,0,0,0,0,0
2040104000,0,0,0,0,0
2040608000,0,0,0,0,0
2041112000,0,0,0,0,0
2041620000,0,0,0,0,0
2042124000,0,0,0,0,0
2042628000,0,0,0,0,0
2043132000,0,0,0,0,0
2043636000,0,0,0,0,0
2044140000,0,0,0,0,0
2044644000,0,0,0,0,0
2045148000,0,0,0,0,0
2045652000,0,0,0,0,0
2046156000,0,0,0,0,0
2046660000,0,0,0,0,0
2047164000,0,0,0,0,0
2047668000,0,0,0,0,0
2048172000,0,0,0,0,0
2048676000,0,0,0,0,0
2049180000,0,0,0,0,0
2049684000,0,0,0,0,0
2050188000,0,0,0,0,0
2050692000,0,0,0,0,0
2051196000,0,0,0,0,0
2051700000,0,0,0,0,0
2052204000,0,0,0,0,0
2052708000,0,0,0,0,0
2053212000,0,0,0,0,0
2053716000,0,0,0,0,0
2054220000,0,0,0,0,0
2054724000,0,0,0,0,0
2055228000,0,0,0,0,0
2055732000,0,0,0,0,0
2056236000,0,0,0,0,0
2056740000,0,0,0,0,0
2057244000,0,0,0,0,0
2057748000,0,0,0,0,0
2058252000,0,0,0,0,0
2058756000,0,0,0,0,0
2059260000,0,0,0,0,0
2059764000,0,0,0,0,0
2060268000,0,0,0,0,0
2060772000,0,0,0,0,0
2061276000,0,0,0,0,0
2061780000,0,0,0,0,0
2062284000,0,0,0,0,0
2062788000,0,0,0,0,0
2063292000,0,0,0,0,0
2063796000,0,0,0,0,0
2064300000,0,0,0,0,0
2064804000,0,0,0,0,0
2065308000,0,0,0,0,0
2065812000,0,0,0,0,0
2066316000,0,0,0,0,0
2066820000,0,0,0,0,0
2067324000,0,0,0,0,0
2067828000,0,0,0,0,0
2068332000,0,0,0,0,0
2068836000,0,0,0,0,0
2069340000,0,0,0,0,0
2069844000,0,0,0,0,0
2070348000,0,0,0,0,0
