timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
2015904000,22,0,190,0,0,255,0
2015916000,400,0,190,0,0,255,0
2029388000,192,0,190,0,0,255,0
2060304000,176,0,190,0,0,255,0
