timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
2015916000,2015916000,0,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2016420000,2015916000,0,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2016924000,2015916000,0,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2017428000,2015916000,0,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2017932000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2018440000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2018944000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2019448000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2019952000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2020456000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2020960000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2021464000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2021972000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2022476000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2022980000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2023484000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2023988000,2015916000,2017800000,2015916000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2024096000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2024600000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2025104000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2025608000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2026112000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2026616000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2027120000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
2027624000,2015916000,2017800000,2024096000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
