timestamp,speed_up,speed_down,want_takeoff
2016892000,3.6000001,1.8000001,1
2017892000,3.6000001,1.8000001,1
2018868000,3.6000001,1.8000001,1
2019868000,3.6000001,1.8000001,1
2020868000,3.6000001,1.8000001,1
2021892000,3.6000001,1.8000001,1
2022892000,3.6000001,1.8000001,1
2023892000,3.6000001,1.8000001,1
2024892000,3.6000001,1.8000001,0
2025892000,3.6000001,1.8000001,0
2026892000,3.6000001,1.8000001,0
2027892000,3.6000001,1.8000001,0
2028892000,3.6000001,1.8000001,0
2029892000,3.6000001,1.8000001,0
2030892000,3.6000001,1.8000001,0
2031892000,3.6000001,1.8000001,0
2032892000,3.6000001,1.8000001,0
2033868000,3.6000001,1.8000001,0
2034892000,3.6000001,1.8000001,0
2035868000,3.6000001,1.8000001,0
2036892000,3.6000001,1.8000001,0
2037892000,3.6000001,1.8000001,0
2038868000,3.6000001,1.8000001,0
2039892000,3.6000001,1.8000001,0
2040892000,3.6000001,1.8000001,0
2041868000,3.6000001,1.8000001,0
2042892000,3.6000001,1.8000001,0
2043868000,3.6000001,1.8000001,0
2044892000,3.6000001,1.8000001,0
2045868000,3.6000001,1.8000001,0
2046868000,3.6000001,1.8000001,0
2047892000,3.6000001,1.8000001,0
2048892000,3.6000001,1.8000001,0
2049892000,3.6000001,1.8000001,0
2050892000,3.6000001,1.8000001,0
2051892000,3.6000001,1.8000001,0
2052868000,3.6000001,1.8000001,0
2053892000,3.6000001,1.8000001,0
2054868000,3.6000001,1.8000001,0
2055868000,3.6000001,1.8000001,0
2056892000,3.6000001,1.8000001,0
2057892000,3.6000001,1.8000001,0
2058868000,3.6000001,1.8000001,0
2059868000,3.6000001,1.8000001,0
2060892000,3.6000001,1.8000001,0
2061868000,3.6000001,1.8000001,0
2062868000,3.6000001,1.8000001,0
2063892000,3.6000001,1.8000001,0
2064868000,3.6000001,1.8000001,0
2065868000,3.6000001,1.8000001,0
2066892000,3.6000001,1.8000001,0
2067892000,3.6000001,1.8000001,0
2068868000,3.6000001,1.8000001,0
2069892000,3.6000001,1.8000001,0
