timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
624688000,0,1,1,1,1,1,1,0,0,0,1,1
625688000,0,1,1,1,1,1,1,0,0,0,1,1
626688000,0,1,1,1,1,1,1,0,0,0,1,1
627128000,0,1,0,0,1,1,1,0,0,0,1,0
627168000,0,0,0,0,1,0,1,0,0,0,1,0
628168000,0,0,0,0,1,0,0,0,0,0,1,0
629168000,0,0,0,0,1,0,0,0,0,0,1,0
629264000,0,0,0,0,0,0,0,0,0,0,1,0
630264000,0,0,0,0,0,0,0,0,0,0,1,0
631264000,0,0,0,0,0,0,0,1,0,0,1,0
632264000,0,0,0,0,0,0,0,1,0,0,1,0
633264000,0,0,0,0,0,0,0,1,0,0,1,0
634264000,0,0,0,0,0,0,0,0,0,0,1,0
635264000,0,0,0,0,0,0,0,0,0,0,1,0
636264000,0,0,0,0,0,0,0,0,0,0,1,0
637264000,0,0,0,0,0,0,0,0,1,0,1,0
638264000,0,0,0,0,0,0,0,0,1,0,1,0
639264000,0,0,0,0,0,0,0,0,1,0,1,0
640264000,0,0,0,0,0,0,0,0,1,0,1,0
641264000,0,0,0,0,0,0,0,0,1,1,1,0
642264000,0,0,0,0,0,0,0,0,1,0,1,0
643264000,0,0,0,0,0,0,0,0,1,1,1,0
644264000,0,0,0,0,0,0,0,0,1,0,1,0
645264000,0,0,0,0,0,0,0,0,1,0,1,0
646264000,0,0,0,0,0,0,0,0,1,1,1,0
647264000,0,0,0,0,0,0,0,0,1,1,1,0
648264000,0,0,0,0,0,0,0,0,1,0,1,0
649264000,0,0,0,0,0,0,0,0,0,0,1,0
650264000,0,0,0,0,0,0,0,0,0,0,1,0
651264000,0,0,0,0,0,0,0,0,0,0,1,0
652264000,0,0,0,0,0,0,0,0,0,0,1,0
653264000,0,0,0,0,0,0,0,0,0,0,1,0
654264000,0,0,0,0,0,0,0,0,0,0,1,0
655264000,0,0,0,0,0,0,0,0,0,0,1,0
656264000,0,0,0,0,0,0,0,0,0,0,1,0
657264000,0,0,0,0,0,0,0,0,0,0,1,0
658264000,0,0,0,0,0,0,0,0,0,0,1,0
659264000,0,0,0,0,0,0,0,0,0,1,1,0
659568000,0,0,0,0,1,1,0,1,0,1,1,0
660208000,0,0,0,0,0,1,0,1,1,1,1,0
660712000,0,0,0,0,1,1,0,1,0,0,1,0
661712000,0,0,0,0,1,1,0,1,0,0,1,0
662712000,0,0,0,0,1,1,0,1,0,0,1,0
663712000,0,0,0,0,1,1,1,0,0,0,1,0
663832000,0,1,0,0,1,1,1,0,0,0,1,0
664184000,0,1,1,0,1,1,1,0,0,0,1,0
664520000,0,1,1,1,1,1,1,0,0,0,1,0
664928000,0,1,1,1,1,1,1,0,0,0,1,1
665928000,0,1,1,1,1,1,1,0,0,0,1,1
666928000,0,1,1,1,1,1,1,0,0,0,1,1
