timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
625252000,-0.00088239583,0,0,0,0,0,0,0,0,0
625760000,-0.00011710789,0,0,0,0,0,0,0,0,0
626268000,-0.0012144719,0,0,0,0,0,0,0,0,0
626776000,-0.022213966,0,0,0,0,0,0,0,0,0
627276000,-0.019291488,0,0,0,0,0,0,0,0,0
627780000,-0.017398912,0,0,0,0,0,0,0,0,0
628284000,-0.0150831025,0,0,0,0,0,0,0,0,0
628792000,-0.014883617,0,0,0,0,0,0,0,0,0
629296000,-0.013409988,0,0,0,0,0,0,0,0,0
629800000,-0.012959813,0,0,0,0,0,0,0,0,0
630304000,-0.013737519,0,0,0,0,0,0,0,0,0
630808000,-0.012661214,0,0,0,0,0,0,0,0,0
631312000,-0.013486559,0,0,0,0,0,0,0,0,0
631820000,-0.012565981,0,0,0,0,0,0,0,0,0
632324000,-0.011332802,0,0,0,0,0,0,0,0,0
632828000,-0.010557549,0,0,0,0,0,0,0,0,0
633332000,-0.008226956,0,0,0,0,0,0,0,0,0
633492000,-0.008175872,0,0,0,0,0,0,0,0,0
633996000,-0.013945364,0,0,0,0,0,0,0,0,0
634500000,-0.016289202,0,0,0,0,0,0,0,0,0
635004000,-0.015195938,0,0,0,0,0,0,0,0,0
635304000,-0.014479491,0,0,0,0,0,0,0,0,0
635808000,-0.014116803,0,0,0,0,0,0,0,0,0
636316000,-0.011095058,0,0,0,0,0,0,0,0,0
636824000,-0.010187018,0,0,0,0,0,0,0,0,0
637328000,-0.008729509,0,0,0,0,0,0,0,0,0
637832000,-0.0075262673,0,0,0,0,0,0,0,0,0
638340000,-0.0066405726,0,0,0,0,0,0,0,0,0
638848000,-0.006715066,0,0,0,0,0,0,0,0,0
639356000,-0.006928929,0,0,0,0,0,0,0,0,0
639864000,-0.0073208613,0,0,0,0,0,0,0,0,0
640364000,-0.0067828842,0,0,0,0,0,0,0,0,0
640676000,-0.0066431365,0,0,0,0,0,0,0,0,0
641180000,-0.005400403,0,0,0,0,0,0,0,0,0
641684000,-0.0062358836,0,0,0,0,0,0,0,0,0
642192000,-0.0064979037,0,0,0,0,0,0,0,0,0
642696000,-0.00710547,0,0,0,0,0,0,0,0,0
643196000,-0.0059259753,0,0,0,0,0,0,0,0,0
643704000,-0.0064876713,0,0,0,0,0,0,0,0,0
644208000,-0.008202651,0,0,0,0,0,0,0,0,0
644716000,-0.0072949375,0,0,0,0,0,0,0,0,0
645220000,-0.0066104718,0,0,0,0,0,0,0,0,0
645448000,-0.0056675603,0,0,0,0,0,0,0,0,0
645952000,-0.0054778694,0,0,0,0,0,0,0,0,0
646456000,-0.004747517,0,0,0,0,0,0,0,0,0
646964000,-0.005013879,0,0,0,0,0,0,0,0,0
647468000,-0.0053228633,0,0,0,0,0,0,0,0,0
647972000,-0.00532577,0,0,0,0,0,0,0,0,0
648476000,-0.0055571864,0,0,0,0,0,0,0,0,0
648980000,-0.0048413705,0,0,0,0,0,0,0,0,0
649484000,-0.003910294,0,0,0,0,0,0,0,0,0
649988000,-0.0043985737,0,0,0,0,0,0,0,0,0
650496000,-0.0036203654,0,0,0,0,0,0,0,0,0
651000000,-0.00407946,0,0,0,0,0,0,0,0,0
651504000,-0.004267447,0,0,0,0,0,0,0,0,0
652008000,-0.0039188927,0,0,0,0,0,0,0,0,0
652512000,-0.0030450223,0,0,0,0,0,0,0,0,0
653016000,-0.001956209,0,0,0,0,0,0,0,0,0
653520000,-0.0018847786,0,0,0,0,0,0,0,0,0
654024000,-0.0019881479,0,0,0,0,0,0,0,0,0
654528000,-0.0021164853,0,0,0,0,0,0,0,0,0
655036000,-0.0020648676,0,0,0,0,0,0,0,0,0
655540000,-0.002309229,0,0,0,0,0,0,0,0,0
656044000,-0.0023708057,0,0,0,0,0,0,0,0,0
656548000,-0.0029739167,0,0,0,0,0,0,0,0,0
657052000,-0.0027221437,0,0,0,0,0,0,0,0,0
657556000,-0.0022253545,0,0,0,0,0,0,0,0,0
658060000,-0.0031133136,0,0,0,0,0,0,0,0,0
658564000,-0.0027839367,0,0,0,0,0,0,0,0,0
658928000,-0.0028805416,0,0,0,0,0,0,0,0,0
658940000,-0.0028805416,0,0,0,0,0,0,0,0,0
658952000,-0.0028805416,0,0,0,0,0,0,0,0,0
659460000,-0.006058703,0,0,0,0,0,0,0,0,0
659964000,-0.0065571535,0,0,0,0,0,0,0,0,0
660464000,-0.007416786,0,0,0,0,0,0,0,0,0
660972000,-0.010846702,0,0,0,0,0,0,0,0,0
661480000,-0.009354514,0,0,0,0,0,0,0,0,0
661980000,-0.007751686,0,0,0,0,0,0,0,0,0
662484000,-0.0073804413,0,0,0,0,0,0,0,0,0
662988000,-0.0065462654,0,0,0,0,0,0,0,0,0
663492000,-0.18768261,0,0,0,0,0,0,0,0,0
663996000,-0.16864927,0,0,0,0,0,0,0,0,0
664500000,-0.15289928,0,0,0,0,0,0,0,0,0
665004000,-0.15176362,0,0,0,0,0,0,0,0,0
665512000,-0.13750848,0,0,0,0,0,0,0,0,0
666012000,-0.124511234,0,0,0,0,0,0,0,0,0
666520000,-0.112410516,0,0,0,0,0,0,0,0,0
666532000,-0.11031771,0,0,0,0,0,0,0,0,0
667036000,-0.10114514,0,0,0,0,0,0,0,0,0
