timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
624864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
625864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
626864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
627864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
628864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
629864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
630864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
631864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
632864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
633864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
634864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
635864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
636864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
637864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
638864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
639864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
640864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
641864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
642864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
643864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
644864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
645864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
647864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
648864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
649864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
650864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
651864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
652864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
653864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
654864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
655864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
656864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
657864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
658864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
659864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
660864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
661864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
662864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
663864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
664864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666864000,5908000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
