timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
625256000,625256000,0.0021236092,0.0010041632,0.00058893603,0.00028329133,nan,nan,nan,nan,nan,nan,nan,nan,0
625260000,625260000,0.00031153858,0.0016884612,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
625356000,625356000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
625456000,625456000,0.0,0.0019999999,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
625552000,625552000,0.0,0.0020000003,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
625656000,625656000,0.00028753193,0.0011765733,0.0013266756,0.0012092189,nan,nan,nan,nan,nan,nan,nan,nan,0
625756000,625756000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
625856000,625856000,0.0,0.0019999996,2.3283064e-10,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
625956000,625956000,0.0,0.0019999996,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
626056000,626056000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
626156000,626156000,0.002,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
626256000,626256000,0.0,0.0013035235,0.00030194066,0.0023945358,nan,nan,nan,nan,nan,nan,nan,nan,0
626356000,626356000,0.011945487,0.024613969,0.018124858,0.018768344,nan,nan,nan,nan,nan,nan,nan,nan,0
626456000,626456000,0.031188583,0.03656218,0.03484477,0.03124479,nan,nan,nan,nan,nan,nan,nan,nan,0
626556000,626556000,0.048412036,0.047718428,0.051161688,0.04597278,nan,nan,nan,nan,nan,nan,nan,nan,0
626656000,626656000,0.0659068,0.06906239,0.07188699,0.061720118,nan,nan,nan,nan,nan,nan,nan,nan,0
626756000,626756000,0.08584845,0.08850802,0.08276943,0.08845942,nan,nan,nan,nan,nan,nan,nan,nan,0
626856000,626856000,0.1095821,0.10971015,0.10728611,0.10980361,nan,nan,nan,nan,nan,nan,nan,nan,0
626956000,626956000,0.13464063,0.13374819,0.1329774,0.12950839,nan,nan,nan,nan,nan,nan,nan,nan,0
627056000,627056000,0.15521331,0.16661932,0.1546987,0.16271299,nan,nan,nan,nan,nan,nan,nan,nan,0
627156000,627156000,0.18260925,0.19326478,0.18308046,0.18908976,nan,nan,nan,nan,nan,nan,nan,nan,0
