timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
625256000,625104000,17764060236391,0.00027580903,0.005631931,0.012768325,0,0.4573786,0.28125492,0.012701323,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.9208,63.157204,0.48220628,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625264000,625112000,17764060236391,0.0002728957,0.0053009163,0.0120656565,0,0.45817658,0.28163612,0.012701323,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.9208,63.157204,0.48220628,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625272000,625120000,17764060236391,0.00027007214,0.0049801515,0.011383944,0,0.45897755,0.28201795,0.012701323,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.9208,63.157204,0.48220628,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625280000,625128000,17764060236391,0.00028327436,0.0045238417,0.010579758,0,0.45976996,0.28240043,0.013133554,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625288000,625136000,17764060236391,0.00028106282,0.0042246226,0.009939491,0,0.4605768,0.28278357,0.013133554,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625296000,625144000,17764060236391,0.00027846714,0.003932305,0.009316807,0,0.4613867,0.28316733,0.013133554,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625304000,625152000,17764060236391,0.0002760347,0.0036509777,0.008712674,0,0.46219966,0.28355172,0.013133554,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625312000,625160000,17764060236391,0.00027367912,0.003379962,0.008125242,0,0.46301565,0.28393677,0.013133554,0.038912933,0.0054385057,0.0051042037,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625328000,625176000,17764060236391,0.00026981332,0.0028552145,0.006936612,0,0.4646568,0.28378052,0.013133554,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625336000,625184000,17764060236391,0.00026801633,0.0026093463,0.0064008576,0,0.46548197,0.28416622,0.013133554,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625344000,625192000,17764060236391,0.00026621448,0.002371066,0.0058814334,0,0.4663102,0.28455257,0.013133554,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.942184,63.157204,0.48094955,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625352000,625200000,17764060236391,0.00032635513,0.0019536333,0.0051941746,0,0.46712828,0.28493956,0.018603718,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625368000,625216000,17764060236391,0.00032307013,0.0015188113,0.00423881,0,0.46879977,0.28571543,0.018603718,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625376000,625224000,17764060236391,0.00031840653,0.0013129357,0.0037813962,0,0.46964014,0.28610435,0.018603718,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625384000,625232000,17764060236391,0.0003139355,0.0011151505,0.0033350824,0,0.47048363,0.2864939,0.018603718,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625392000,625240000,17764060236391,0.00030759154,0.00092621264,0.002901823,0,0.4713302,0.28688407,0.018603718,0.038912933,0.0054385057,0.0049915714,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625408000,625256000,17764060236391,0.00029514983,0.00060501666,0.0022606272,0,0.47303265,0.28671148,0.018603718,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625416000,625264000,17764060236391,0.00028924126,0.00046530797,0.001875173,0,0.47388855,0.28710225,0.018603718,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.856834,63.157204,0.48340544,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625424000,625272000,17764060236391,0.00025457732,0.00053516217,0.0016781056,0,0.4747326,0.28749368,0.01621167,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.637417,63.157204,0.48000064,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625432000,625280000,17764060236391,0.00030624444,0.0005703321,0.0014986357,0,0.47559246,0.28788576,0.01621167,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.637417,63.157204,0.48000064,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625448000,625296000,17764060236391,0.00029321946,0.00045703343,0.0009613843,0,0.4773257,0.2886718,0.01621167,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.637417,63.157204,0.48000064,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625456000,625304000,17764060236391,0.00028701744,0.0004929638,0.0008342561,0,0.47819704,0.28906575,0.01621167,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.637417,63.157204,0.48000064,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
625464000,625312000,17764060236391,0.00028057763,0.0005725694,0.00085207133,0,0.47907153,0.28946036,0.01621167,0.038912933,0.0054385057,0.0051393197,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.637417,63.157204,0.48000064,0.48238713,0,959,3,1,5,4,3,0,0,0,0,0,0,0,0
