timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
625204000,625180000,6620172,488.08405,95598.23,15.0,1.1555747,0,1
625276000,625252000,6620172,488.17325,95597.24,15.0,1.1555628,0,1
625348000,625324000,6620172,488.0934,95598.1,15.0,1.1555731,0,1
625420000,625396000,6620172,488.18262,95597.125,15.0,1.1555613,0,1
625492000,625468000,6620172,488.13098,95597.695,15.0,1.1555682,0,1
625560000,625538666,6620172,488.14038,95597.6,15.0,1.155567,0,1
625612000,625600000,6620172,488.14038,95597.555,15.0,1.1555666,0,1
625684000,625657333,6620172,488.15445,95597.41,15.0,1.1555648,0,1
625752000,625729333,6620172,488.13098,95597.73,15.0,1.1555686,0,1
625804000,625790000,6620172,488.18262,95597.086,15.0,1.1555609,0,1
625872000,625849333,6620172,488.13568,95597.65,15.0,1.1555678,0,1
625924000,625912000,6620172,488.14038,95597.56,15.0,1.1555667,0,1
625996000,625972000,6620172,488.1028,95598.0,15.0,1.1555719,0,1
626068000,626044000,6620172,488.1028,95597.99,15.0,1.1555718,0,1
626140000,626116000,6620172,487.9995,95599.21,15.0,1.1555866,0,1
626212000,626185333,6620172,488.07935,95598.26,15.0,1.155575,0,1
626280000,626258666,6620172,488.0981,95598.086,15.0,1.1555729,0,1
626332000,626320000,6620172,488.14975,95597.46,15.0,1.1555654,0,1
626400000,626378666,6620172,488.1122,95597.93,15.0,1.1555711,0,1
626452000,626440000,6620172,488.14038,95597.58,15.0,1.1555669,0,1
626524000,626500000,6620172,488.16385,95597.336,15.0,1.155564,0,1
626596000,626572000,6620172,488.0934,95598.1,15.0,1.1555731,0,1
626668000,626642666,6620172,488.17795,95597.164,15.0,1.1555618,0,1
626740000,626714666,6620172,488.20142,95596.87,15.0,1.1555582,0,1
626812000,626786666,6620172,488.13568,95597.66,15.0,1.1555678,0,1
626880000,626858666,6620172,488.1075,95597.97,15.0,1.1555716,0,1
626932000,626920000,6620172,488.14508,95597.516,15.0,1.1555661,0,1
627004000,626978666,6620172,488.0887,95598.19,15.0,1.1555742,0,1
627076000,627052000,6620172,488.22018,95596.664,15.0,1.1555557,0,1
627148000,627122666,6620172,488.14975,95597.46,15.0,1.1555654,0,1
627220000,627194666,6620172,488.13098,95597.695,15.0,1.1555682,0,1
627292000,627268000,6620172,488.15445,95597.43,15.0,1.1555651,0,1
627364000,627338666,6620172,488.06525,95598.445,15.0,1.1555774,0,1
627436000,627410666,6620172,488.1028,95597.98,15.0,1.1555717,0,1
627504000,627482666,6620172,488.14508,95597.52,15.0,1.1555661,0,1
627556000,627542000,6620172,488.12628,95597.75,15.0,1.155569,0,1
627628000,627604000,6620172,488.1028,95597.98,15.0,1.1555717,0,1
