timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
625216000,625062000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
625616000,625462000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
626016000,625858000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
626416000,626262000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
626816000,626662000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
627216000,627058000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
627616000,627462000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
628016000,627862000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
628416000,628262000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
628816000,628662000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
629216000,629058000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
629616000,629462000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
630016000,629862000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
630416000,630258000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
630816000,630662000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
631216000,631062000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
631616000,631462000,0.0007526839,0.00032299804,1.6000005e-05,1,0,0,0,0,0,0,0,0,0,0,0
