timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
625256000,625104000,-0.62311375,0.0016216916,-0.00057396083,-0.7821294,0.046555996,0.012589523,0.011969185,0.0,0.0,-488.06647,-2.9029565e-05,0.00013650938,-6.1287275e-05,-0.013152529,-0.0048363456,0.0032495393,0.21572784,0.012471729,0.4301477,-0.0004937168,0.00015385142,-0.00090571604,0.0,0.0,-487.96646,1.528267e-05,1.5333262e-05,0.00039049616,0.012717866,0.012861859,0.004995094,0.104439676,0.104755506,0.079104334,1.5619966e-07,1.564961e-07,2.9252521e-07,0.0002036309,0.00021922607,8.752286e-06,2.9115974e-06,3.809528e-06,9.114872e-05,5.5253345e-06,2.753013e-06,9.0568865e-05,1.0,1.0,0.010000001,25
625264000,625112000,-0.62307745,0.0016844426,-0.0005827137,-0.7821582,0.04742062,0.013444189,0.0117645785,0.0,0.0,-488.06638,-2.9029565e-05,0.00013650938,-6.1287275e-05,-0.013152529,-0.0048363456,0.0032495393,0.21572784,0.012471729,0.4301477,-0.0004937168,0.00015385142,-0.00090571604,0.0,0.0,-487.96637,1.5308317e-05,1.5358803e-05,0.00039059043,0.012771288,0.012916192,0.0050036064,0.10480331,0.105122454,0.0793189,1.5626367e-07,1.565601e-07,2.9258922e-07,0.00020363148,0.00021922665,8.7528615e-06,2.9116613e-06,3.8095918e-06,9.114879e-05,5.525335e-06,2.7530136e-06,9.0568865e-05,1.0,1.0,0.010000001,25
625272000,625120000,-0.62310034,0.0017117128,-0.0005487383,-0.7821399,0.046754234,0.014209806,0.011863738,0.0,0.0,-488.06628,-2.9029565e-05,0.00013650938,-6.1287275e-05,-0.013152529,-0.0048363456,0.0032495393,0.21572784,0.012471729,0.4301477,-0.0004937168,0.00015385142,-0.00090571604,0.0,0.0,-487.96628,1.5333986e-05,1.5384367e-05,0.00039068479,0.01282471,0.012970096,0.005012118,0.10516895,0.105491444,0.07953413,1.5632767e-07,1.5662411e-07,2.9265323e-07,0.00020363207,0.00021922724,8.753437e-06,2.9117252e-06,3.8096557e-06,9.114885e-05,5.5253354e-06,2.7530143e-06,9.0568865e-05,1.0,1.0,0.010000001,25
625280000,625128000,-0.6231049,0.0017425625,-0.00053324294,-0.7821362,0.046435993,0.013550903,0.012053841,0.0,0.0,-488.0662,-2.8688726e-05,0.00013622479,-6.21317e-05,-0.0131526785,-0.0048370655,0.0032495395,0.21572879,0.012471835,0.43014762,-0.0004937838,0.00015343571,-0.0009060875,0.0,0.0,-487.9662,1.535005e-05,1.5394395e-05,0.0003900224,0.012870835,0.013020321,0.0050206287,0.105528906,0.105859496,0.07975001,1.5634839e-07,1.5665852e-07,2.9230455e-07,0.00020363239,0.00021922735,8.754013e-06,2.911484e-06,3.8090961e-06,9.114856e-05,5.525333e-06,2.7529547e-06,9.05688e-05,1.0,1.0,0.010000001,25
625288000,625136000,-0.6231137,0.0017381563,-0.0005108421,-0.7821292,0.047020596,0.012978399,0.011589713,0.0,0.0,-488.0661,-2.8688726e-05,0.00013622479,-6.21317e-05,-0.0131526785,-0.0048370655,0.0032495395,0.21572879,0.012471835,0.43014762,-0.0004937838,0.00015343571,-0.0009060875,0.0,0.0,-487.9661,1.5375746e-05,1.5419979e-05,0.0003901164,0.012924865,0.013075247,0.0050291424,0.10589847,0.10623252,0.079966545,1.564124e-07,1.5672252e-07,2.9236855e-07,0.00020363297,0.00021922794,8.754589e-06,2.9115479e-06,3.80916e-06,9.114863e-05,5.5253336e-06,2.7529554e-06,9.05688e-05,1.0,1.0,0.010000001,25
625296000,625144000,-0.6231038,0.0016644746,-0.0005027641,-0.78213716,0.04760027,0.012266643,0.011518575,0.0,0.0,-488.066,-2.8688726e-05,0.00013622479,-6.21317e-05,-0.0131526785,-0.0048370655,0.0032495395,0.21572879,0.012471835,0.43014762,-0.0004937838,0.00015343571,-0.0009060875,0.0,0.0,-487.966,1.5401465e-05,1.5445587e-05,0.0003902105,0.012978842,0.013130125,0.005037657,0.10627008,0.10660761,0.08018374,1.564764e-07,1.5678653e-07,2.9243256e-07,0.00020363355,0.00021922852,8.755164e-06,2.9116118e-06,3.809224e-06,9.114869e-05,5.525334e-06,2.752956e-06,9.05688e-05,1.0,1.0,0.010000001,25
625304000,625152000,-0.6230589,0.001644393,-0.00047959457,-0.78217316,0.048056208,0.011991232,0.011455484,0.0,0.0,-488.06592,-2.8688726e-05,0.00013622479,-6.21317e-05,-0.0131526785,-0.0048370655,0.0032495395,0.21572879,0.012471835,0.43014762,-0.0004937838,0.00015343571,-0.0009060875,0.0,0.0,-487.9659,1.5427193e-05,1.5471203e-05,0.00039030446,0.013033003,0.013185143,0.005046173,0.10664374,0.10698478,0.080401585,1.5654041e-07,1.5685053e-07,2.9249657e-07,0.00020363413,0.0002192291,8.75574e-06,2.9116757e-06,3.8092878e-06,9.114876e-05,5.5253345e-06,2.7529568e-06,9.05688e-05,1.0,1.0,0.010000001,25
625312000,625160000,-0.623061,0.0016933198,-0.00046633044,-0.78217137,0.047874738,0.010682927,0.010915168,0.0,0.0,-488.06583,-2.8688726e-05,0.00013622479,-6.21317e-05,-0.0131526785,-0.0048370655,0.0032495395,0.21572879,0.012471835,0.43014762,-0.0004937838,0.00015343571,-0.0009060875,0.0,0.0,-487.96582,1.545295e-05,1.5496853e-05,0.00039039867,0.013087607,0.0132404445,0.005054688,0.10701945,0.107364036,0.080620095,1.5660441e-07,1.5691454e-07,2.9256057e-07,0.00020363471,0.00021922968,8.756316e-06,2.9117396e-06,3.8093517e-06,9.1148824e-05,5.525335e-06,2.7529575e-06,9.05688e-05,1.0,1.0,0.010000001,25
625328000,625176000,-0.6231115,0.0017037763,-0.00044088298,-0.78213114,0.048003543,0.011409141,0.011218445,0.0,0.0,-488.06546,-2.86886e-05,0.0001362248,-6.213171e-05,-0.013152655,-0.0048370603,0.0032492753,0.21572879,0.012471835,0.43014762,-0.00049378496,0.00015343558,-0.0009060875,0.0,0.0,-487.96545,1.5504527e-05,1.5548207e-05,0.00039058708,0.013196622,0.013350928,0.0050565186,0.10777708,0.108128846,0.08053137,1.5673243e-07,1.5704255e-07,2.9268858e-07,0.00020363586,0.00021923085,8.756457e-06,2.9118673e-06,3.8094795e-06,9.1148955e-05,5.525336e-06,2.7529588e-06,9.05688e-05,1.0,1.0,0.010000001,25
625336000,625184000,-0.6231611,0.0017259617,-0.00043547567,-0.7820916,0.047535457,0.011969108,0.010787122,0.0,0.0,-488.06537,-2.86886e-05,0.0001362248,-6.213171e-05,-0.013152655,-0.0048370603,0.0032492753,0.21572879,0.012471835,0.43014762,-0.00049378496,0.00015343558,-0.0009060875,0.0,0.0,-487.96536,1.5530346e-05,1.5573914e-05,0.0003906814,0.013251744,0.013406634,0.005065037,0.10815903,0.10851442,0.080750436,1.5679643e-07,1.5710656e-07,2.927526e-07,0.00020363645,0.00021923143,8.757032e-06,2.9119312e-06,3.8095434e-06,9.114902e-05,5.5253363e-06,2.7529595e-06,9.05688e-05,1.0,1.0,0.010000001,25
625344000,625192000,-0.6232119,0.0017431894,-0.00044654557,-0.7820509,0.047526952,0.012240305,0.011008821,0.0,0.0,-488.06528,-2.86886e-05,0.0001362248,-6.213171e-05,-0.013152655,-0.0048370603,0.0032492753,0.21572879,0.012471835,0.43014762,-0.00049378496,0.00015343558,-0.0009060875,0.0,0.0,-487.96527,1.5556187e-05,1.5599644e-05,0.00039077576,0.013306651,0.01346226,0.0050735567,0.108543076,0.10890213,0.08097016,1.5686044e-07,1.5717056e-07,2.928166e-07,0.00020363703,0.00021923201,8.757608e-06,2.9119951e-06,3.8096073e-06,9.1149086e-05,5.5253367e-06,2.7529602e-06,9.05688e-05,1.0,1.0,0.010000001,25
625352000,625200000,-0.62321573,0.001753352,-0.0004493822,-0.78204787,0.047769256,0.012227314,0.011652603,0.0,0.0,-488.0652,-2.8304532e-05,0.00013558062,-6.425768e-05,-0.013152733,-0.004837585,0.003249275,0.21573034,0.012471937,0.4301484,-0.000493918,0.00015272804,-0.0009063625,0.0,0.0,-487.96518,1.5572132e-05,1.5609337e-05,0.00039011418,0.013353574,0.013513692,0.0050820773,0.10892035,0.109288484,0.08119055,1.5687988e-07,1.5720418e-07,2.924681e-07,0.00020363735,0.00021923213,8.758184e-06,2.9117546e-06,3.8090477e-06,9.114879e-05,5.5253345e-06,2.7529004e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625368000,625216000,-0.62324506,0.0017370716,-0.0004489881,-0.78202456,0.048490793,0.013317303,0.010817453,0.0,0.0,-488.065,-2.8304532e-05,0.00013558062,-6.425768e-05,-0.013152733,-0.004837585,0.003249275,0.21573034,0.012471937,0.4301484,-0.000493918,0.00015272804,-0.0009063625,0.0,0.0,-487.965,1.5623886e-05,1.5660858e-05,0.00039030227,0.0134649705,0.0136268055,0.0050991243,0.10969874,0.110074475,0.081633314,1.5700789e-07,1.573322e-07,2.925961e-07,0.00020363851,0.00021923329,8.759335e-06,2.9118823e-06,3.8091755e-06,9.114892e-05,5.5253354e-06,2.7529018e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625376000,625224000,-0.6232189,0.0017349157,-0.00043664238,-0.7820454,0.048660476,0.012769771,0.010831177,0.0,0.0,-488.0649,-2.8304532e-05,0.00013558062,-6.425768e-05,-0.013152733,-0.004837585,0.003249275,0.21573034,0.012471937,0.4301484,-0.000493918,0.00015272804,-0.0009063625,0.0,0.0,-487.9649,1.5649797e-05,1.5686652e-05,0.0003903965,0.01352066,0.013683318,0.0051076477,0.11009114,0.11047072,0.0818557,1.570719e-07,1.573962e-07,2.926601e-07,0.0002036391,0.00021923387,8.759911e-06,2.9119462e-06,3.8092394e-06,9.1148984e-05,5.525336e-06,2.7529024e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625384000,625232000,-0.6232056,0.0017280871,-0.0004130476,-0.7820561,0.047941923,0.012420841,0.010555096,0.0,0.0,-488.06482,-2.8304532e-05,0.00013558062,-6.425768e-05,-0.013152733,-0.004837585,0.003249275,0.21573034,0.012471937,0.4301484,-0.000493918,0.00015272804,-0.0009063625,0.0,0.0,-487.9648,1.5675725e-05,1.5712463e-05,0.00039049066,0.013576715,0.013739933,0.005116171,0.110485695,0.11086915,0.082078755,1.571359e-07,1.574602e-07,2.927241e-07,0.00020363968,0.00021923445,8.760487e-06,2.9120101e-06,3.8093033e-06,9.114905e-05,5.5253363e-06,2.7529031e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625392000,625240000,-0.623206,0.0017302475,-0.00038840692,-0.78205574,0.047772504,0.012170989,0.010969445,0.0,0.0,-488.06473,-2.8304532e-05,0.00013558062,-6.425768e-05,-0.013152733,-0.004837585,0.003249275,0.21573034,0.012471937,0.4301484,-0.000493918,0.00015272804,-0.0009063625,0.0,0.0,-487.96472,1.5701678e-05,1.5738298e-05,0.00039058496,0.013632533,0.0137964655,0.005124697,0.1108824,0.11126976,0.082302466,1.571999e-07,1.5752421e-07,2.9278812e-07,0.00020364026,0.00021923504,8.761062e-06,2.912074e-06,3.8093672e-06,9.1149115e-05,5.5253367e-06,2.7529038e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625408000,625256000,-0.62320906,0.0016932475,-0.00039269013,-0.7820534,0.047446262,0.010890284,0.010596499,0.0,0.0,-488.06494,-2.8304807e-05,0.00013558059,-6.4257656e-05,-0.013152784,-0.004837596,0.0032498376,0.21573034,0.012471938,0.4301484,-0.0004939156,0.00015272832,-0.00090636255,0.0,0.0,-487.96494,1.5753634e-05,1.5790021e-05,0.00039077346,0.013745402,0.013910804,0.005125906,0.11168232,0.11207757,0.08220348,1.5732792e-07,1.5765222e-07,2.9291613e-07,0.00020364141,0.0002192362,8.761161e-06,2.9122018e-06,3.809495e-06,9.1149246e-05,5.5253377e-06,2.7529052e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625416000,625264000,-0.62316823,0.0016970539,-0.00036946614,-0.7820859,0.047180865,0.011102505,0.010161847,0.0,0.0,-488.06485,-2.8304807e-05,0.00013558059,-6.4257656e-05,-0.013152784,-0.004837596,0.0032498376,0.21573034,0.012471938,0.4301484,-0.0004939156,0.00015272832,-0.00090636255,0.0,0.0,-487.96484,1.5779648e-05,1.5815918e-05,0.00039086788,0.013802307,0.013968402,0.005134433,0.11208556,0.112484805,0.08242771,1.5739192e-07,1.5771623e-07,2.9298013e-07,0.00020364199,0.00021923678,8.761736e-06,2.9122657e-06,3.8095588e-06,9.114931e-05,5.525338e-06,2.7529059e-06,9.0568734e-05,1.0,1.0,0.010000001,25
625424000,625272000,-0.62318975,0.0017214125,-0.0003191824,-0.7820688,0.046363883,0.010744969,0.009631941,0.0,0.0,-488.06476,-2.866385e-05,0.00013589591,-6.333575e-05,-0.013152712,-0.004836954,0.0032498373,0.21572934,0.012471951,0.43014842,-0.0004938477,0.000153169,-0.00090599345,0.0,0.0,-487.96475,1.5795471e-05,1.5825266e-05,0.000390207,0.013850994,0.014021711,0.00514296,0.11248084,0.11289023,0.08265262,1.5741007e-07,1.5774906e-07,2.926318e-07,0.00020364231,0.0002192369,8.762312e-06,2.9120263e-06,3.8089993e-06,9.114901e-05,5.525336e-06,2.752846e-06,9.056867e-05,1.0,1.0,0.010000001,25
625432000,625280000,-0.62318426,0.0017773457,-0.0002658643,-0.78207296,0.045384817,0.009942777,0.009494937,0.0,0.0,-488.06467,-3.105356e-05,0.0001356001,-6.706689e-05,-0.013152591,-0.004836895,0.003249837,0.21572939,0.012472311,0.43014842,-0.0004938968,0.00015316004,-0.0009060337,0.0,0.0,-487.96466,1.5819125e-05,1.5848884e-05,0.00039019095,0.013906987,0.014078211,0.005151488,0.11288742,0.11330077,0.08287821,1.5736394e-07,1.5770237e-07,2.923155e-07,0.00020364289,0.00021923748,8.762888e-06,2.9120902e-06,3.8090595e-06,9.114908e-05,5.5253363e-06,2.7528467e-06,9.056867e-05,1.0,1.0,0.010000001,25
625448000,625296000,-0.62316155,0.0017656066,-0.00031284403,-0.78209114,0.045738302,0.0092931045,0.009497166,0.0,0.0,-488.06454,-3.105356e-05,0.0001356001,-6.706689e-05,-0.013152591,-0.004836895,0.003249837,0.21572939,0.012472311,0.43014842,-0.0004938968,0.00015316004,-0.0009060337,0.0,0.0,-487.96454,1.5871248e-05,1.5900767e-05,0.00039037905,0.014021408,0.014194359,0.00516855,0.11370907,0.11413077,0.0833314,1.5749195e-07,1.5783039e-07,2.924435e-07,0.00020364406,0.00021923865,8.764039e-06,2.912218e-06,3.8091873e-06,9.114921e-05,5.525337e-06,2.752848e-06,9.056867e-05,1.0,1.0,0.010000001,25
625456000,625304000,-0.6231425,0.0017945729,-0.00039135004,-0.7821063,0.04534189,0.009275621,0.008890353,0.0,0.0,-488.06448,-3.105356e-05,0.0001356001,-6.706689e-05,-0.013152591,-0.004836895,0.003249837,0.21572939,0.012472311,0.43014842,-0.0004938968,0.00015316004,-0.0009060337,0.0,0.0,-487.96448,1.5897342e-05,1.5926738e-05,0.00039047314,0.014079289,0.014252934,0.0051770825,0.11412325,0.11454917,0.08355901,1.5755596e-07,1.5789439e-07,2.925075e-07,0.00020364464,0.00021923923,8.764615e-06,2.9122818e-06,3.8092512e-06,9.1149275e-05,5.5253377e-06,2.7528488e-06,9.056867e-05,1.0,1.0,0.010000001,25
