timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
625256000,0.0,0.0,0.0
625260000,0.0,0.0,0.0
625456000,0.0,0.0,0.0
625656000,0.0,0.0,0.0
625856000,0.0,0.0,0.0
626056000,0.0,0.0,0.0
626256000,0.0,0.0,0.0
626456000,0.0,0.0,0.0
626656000,0.0,0.0,0.0
626856000,0.0,0.0,0.0
627056000,0.0,0.0,0.0
627256000,0.00040601147,-0.0003248737,-2.2090737e-06
627456000,0.0009645395,-0.0008081398,7.1901246e-05
627656000,0.0014366735,-0.0013992868,5.5267294e-05
627856000,0.0019069168,-0.002079769,2.0955393e-05
628056000,0.0024604264,-0.0027702618,3.1060128e-05
628256000,0.0029838874,-0.0033380291,5.6737546e-05
628456000,0.0033246786,-0.0038899442,-3.4967616e-05
628652000,0.0033538206,-0.0044712336,-1.2839906e-05
628856000,0.0032282658,-0.0049992707,-4.9776612e-05
629052000,0.003065728,-0.005532945,-3.0031928e-05
629252000,0.0024365429,-0.006416029,-0.0001013269
629452000,0.0017978422,-0.0071900184,-0.00015226743
629656000,0.0011519282,-0.007955253,-0.00015150184
629856000,0.0002707472,-0.008730006,-0.0002864518
630056000,-0.00057147065,-0.008237193,-0.00028611717
630256000,-0.0003010391,-0.00484285,-0.00026187833
630456000,-0.00013598026,-0.0026455945,-0.0003064856
630656000,-0.00016397031,-0.0017613486,-0.00017985271
630856000,-0.00019198703,-0.001181693,-0.00019971652
631056000,-0.00020607874,-0.0005555501,-0.0001396215
631252000,-7.695338e-06,0.00022858528,-0.000103402665
631456000,-0.00011034446,0.0005700055,-0.00014679455
631652000,-0.000119774646,0.0008436989,-9.578545e-05
631856000,-5.424049e-05,0.0010279911,-8.686115e-05
632056000,-7.773389e-05,0.0012885495,-8.708097e-05
632252000,-0.00018036539,0.0015780127,-4.0846884e-05
632456000,-0.0002141454,0.0018175186,-7.98248e-05
632656000,-0.00022796019,0.0018190602,-7.179793e-05
632856000,-0.00020239252,0.001862721,-6.4291824e-05
633056000,-0.0003037881,0.0019843504,2.1408163e-05
633256000,-3.1567222e-05,0.0019626983,-7.268741e-05
633456000,-5.4894725e-05,0.0020197213,-0.00012144306
633656000,1.1437685e-05,0.0020627517,-1.8161933e-05
633852000,-0.00021163719,0.0020365922,3.0027897e-05
634056000,-0.00013897888,0.0019850694,2.5943444e-05
634256000,-1.9995021e-05,0.0020085843,-2.6267413e-05
634456000,-0.0001206551,0.002131092,-1.9337127e-05
634656000,-5.706813e-05,0.0021387155,-7.2071714e-05
634856000,-0.00013442014,0.0020838806,4.1323507e-05
635056000,-7.1039525e-05,0.0020704032,-4.0604236e-06
635256000,-0.00013776324,0.002059943,-2.8211758e-05
635456000,0.0019693882,0.001236019,0.0004570006
635656000,0.004404521,0.0008978272,0.0022128774
635856000,0.0042589605,0.001011668,0.0038508957
636056000,0.0032675548,0.0008683115,0.0051864637
636256000,0.00048421868,0.0012179805,0.006140286
636456000,-0.00098314,0.0014460449,0.0071297046
636656000,-0.0020688819,-6.1582425e-05,0.008541438
636856000,-0.0013419418,-0.0005205064,0.009740273
637056000,-0.0012532991,-0.00084050663,0.010553806
637256000,-0.00076362235,-0.0013935926,0.010689589
637456000,-5.6098463e-05,-0.003186385,0.009198694
637656000,0.001496145,-0.004648803,0.0071953572
637856000,0.0030274212,-0.0052460493,0.006258526
638056000,0.0023528433,-0.0064401776,0.006000513
638256000,0.0018652772,-0.007610428,0.005706381
638456000,0.0024082325,-0.012427286,0.004449389
638656000,0.0031528028,-0.014554331,0.002791642
638856000,0.00035739283,-0.014269492,0.0015804501
639056000,-0.00020417328,-0.013787544,0.0007958327
639256000,-0.0017144422,-0.013702171,1.854635e-05
639456000,-0.0035362993,-0.009972274,-0.0007330531
639656000,-0.005291237,-0.008332044,-0.0015420261
639856000,-0.0035596124,-0.012532554,-0.0030723137
640056000,-0.005249498,-0.014492073,-0.0044413763
640256000,-0.00515304,-0.014369405,-0.0054781307
640456000,-0.0056311614,-0.0132775055,-0.004987424
640656000,-0.006410819,-0.012805592,-0.0038965205
640856000,-0.0099904565,-0.0104824975,-0.0043063145
641052000,-0.0109602185,-0.009467865,-0.006385721
641256000,-0.0065337163,-0.010108447,-0.007968429
641456000,-0.0027944571,-0.0095484415,-0.008840532
641656000,-0.002124168,-0.0074665034,-0.009485525
641856000,-0.0015197408,-0.0076080393,-0.010688134
642056000,-0.00056456245,-0.007408885,-0.0123662185
642252000,-0.0044015166,-0.0098082535,-0.012535979
642456000,-0.0030267567,-0.006867008,-0.010576522
642656000,-0.0024033296,-0.0015669076,-0.007645043
642856000,-0.003973916,0.0014161841,-0.006005309
643056000,-0.006571451,-0.0005918476,-0.005797825
643256000,-0.008836888,-0.0035755427,-0.00546525
643456000,-0.012216852,-0.010477289,-0.004598726
643656000,-0.010045819,-0.012085053,-0.0036151537
643856000,-0.007590818,-0.011656913,-0.0027875025
644056000,-0.006858181,-0.008130055,-0.0017890838
644256000,-0.0070918836,-0.0063396087,-0.00086168776
644456000,-0.0066219745,-0.0057245228,0.00013890723
644656000,-0.0072271777,-0.0042572296,0.0013207034
644856000,-0.007971752,-0.0013425159,0.0026514055
645056000,-0.008806359,0.0006460572,0.0037847215
645256000,-0.008114676,0.00021302243,0.004895042
645456000,-0.008277487,0.0018039339,0.006264546
645656000,-0.011812046,0.0058008465,0.0055535478
645856000,-0.012312566,0.005782538,0.0030846035
646056000,-0.0101691475,0.005676681,0.0014044835
646256000,-0.008780243,0.0075049703,0.0006034824
646456000,-0.0046617165,0.009117956,-0.00025795036
646656000,0.0006942402,0.010236078,-0.0012241844
646856000,0.0020206112,0.007147375,-0.0025406796
647056000,0.0021724957,0.006555383,-0.003928626
647256000,0.0015394441,0.0076440615,-0.0045378553
647456000,0.0004808302,0.009544019,-0.005099133
647656000,-0.0019763838,0.009559283,-0.0063430634
647856000,-0.0074141505,0.0058201067,-0.007641396
648056000,-0.0069192415,0.0024545062,-0.006855709
648256000,-0.00703466,0.0040371297,-0.004403455
648456000,-0.006808202,0.003034455,-0.00297503
