timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
625256000,0.0,0.6233076,0.0,0.0,0.7819768,0.0,0.0,-0.001
625264000,0.0,0.6232656,0.0,0.0,0.7820102,0.0,0.0,-0.001
625304000,0.0,0.62324196,0.0,0.0,0.7820291,0.0,0.0,-0.001
625352000,0.0,0.6232374,0.0,0.0,0.7820327,0.0,0.0,-0.001
625400000,0.0,0.623185,0.0,0.0,0.7820745,0.0,0.0,-0.001
625456000,0.0,0.62318087,0.0,0.0,0.7820777,0.0,0.0,-0.001
625504000,0.0,0.62315476,0.0,0.0,0.78209853,0.0,0.0,-0.001
625552000,0.0,0.62312,0.0,0.0,0.78212625,0.0,0.0,-0.001
625608000,0.0,0.62308925,0.0,0.0,0.78215086,0.0,0.0,-0.001
625656000,0.0,0.62301344,0.0,0.0,0.7822111,0.0,0.0,-0.001
625704000,0.0,0.62305063,0.0,0.0,0.7821815,0.0,0.0,-0.001
625752000,0.0,0.6229854,0.0,0.0,0.7822334,0.0,0.0,-0.001
625800000,0.0,0.62285924,0.0,0.0,0.7823339,0.0,0.0,-0.001
625856000,0.0,0.62291265,0.0,0.0,0.7822914,0.0,0.0,-0.001
625904000,0.0,0.62295854,0.0,0.0,0.7822548,0.0,0.0,-0.001
625952000,0.0,0.62291026,0.0,0.0,0.78229326,0.0,0.0,-0.001
626008000,0.0,0.62299585,0.0,0.0,0.78222525,0.0,0.0,-0.001
626056000,0.0,0.62301904,0.0,0.0,0.78220665,0.0,0.0,-0.001
626104000,0.0,0.6229506,0.0,0.0,0.7822612,0.0,0.0,-0.001
626152000,0.0,0.6230333,0.0,0.0,0.7821953,0.0,0.0,-0.001
626200000,0.0,0.62293094,0.0,0.0,0.7822768,0.0,0.0,-0.001
626256000,0.0,0.6228775,0.0,0.0,0.7823194,0.0,0.0,-0.001
626304000,0.0,0.62288934,0.0017575099,0.0011367063,0.78230727,0.0,0.0,-0.012836569
626352000,0.0,0.6228872,0.0024300704,0.0015329722,0.78230643,0.0,0.0,-0.01935058
626408000,0.0,0.62288827,0.00210688,0.0017439722,0.7823061,0.0,0.0,-0.02726244
626456000,0.0,0.62289006,0.0014832641,0.0012349967,0.782307,0.0,0.0,-0.034699757
626504000,0.0,0.62289023,0.0013986488,0.0008163251,0.7823077,0.0,0.0,-0.041985076
626552000,0.0,0.62289053,0.0012744715,0.00076229515,0.7823076,0.0,0.0,-0.049589764
626600000,0.0,0.62289065,0.0012164571,0.0005277966,0.78230786,0.0,0.0,-0.057977404
626656000,0.0,0.6228911,0.000903923,0.000938965,0.7823075,0.0,0.0,-0.068737656
626704000,0.0,0.622891,0.0009687955,0.00120234,0.78230715,0.0,0.0,-0.07786809
