timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
625256000,32767,32767,32767,32767,32767,32767,32767
625260000,32767,32767,32767,32767,32767,32767,32767
625264000,32767,32767,32767,32767,32767,32767,32767
625268000,32767,32767,32767,32767,32767,32767,32767
625272000,32767,32767,32767,32767,32767,32767,32767
625276000,32767,32767,32767,32767,0,32767,32767
625280000,32767,32767,32767,32767,32767,32767,32767
625284000,32767,32767,32767,32767,32767,32767,32767
625288000,32767,32767,32767,32767,32767,32767,32767
625292000,32767,32767,32767,32767,32767,32767,32767
625296000,32767,32767,32767,32767,32767,32767,32767
625300000,32767,32767,32767,32767,32767,32767,32767
625304000,32767,32767,32767,32767,32767,32767,32767
625308000,32767,32767,32767,32767,32767,32767,32767
625312000,32767,32767,32767,32767,32767,32767,32767
625316000,32767,32767,32767,32767,32767,32767,32767
625320000,32767,32767,32767,32767,32767,32767,32767
625324000,32767,32767,32767,32767,32767,32767,32767
625328000,32767,32767,32767,32767,32767,32767,32767
625332000,32767,32767,32767,32767,32767,0,32767
625336000,32767,32767,32767,32767,32767,32767,32767
625340000,32767,32767,32767,32767,32767,32767,32767
625344000,32767,32767,32767,32767,32767,32767,32767
625348000,32767,32767,32767,32767,32767,-40,32767
625352000,32767,32767,32767,32767,-40,32767,32767
625356000,32767,32767,32767,32767,32767,32767,32767
625360000,32767,32767,32767,32767,32767,32767,32767
625364000,32767,32767,32767,32767,32767,32767,32767
625368000,32767,32767,32767,32767,32767,32767,32767
625372000,32767,32767,32767,32767,32767,32767,32767
625376000,32767,32767,32767,32767,32767,32767,32767
625380000,32767,32767,32767,32767,32767,32767,32767
625384000,32767,32767,32767,32767,32767,32767,32767
625388000,32767,32767,32767,32767,32767,32767,32767
625392000,32767,32767,32767,32767,32767,32767,32767
625396000,32767,32767,32767,32767,32767,32767,32767
625400000,32767,32767,32767,32767,32767,32767,32767
625404000,32767,32767,32767,32767,32767,32767,32767
625408000,32767,32767,32767,32767,32767,32767,32767
625412000,32767,32767,32767,32767,32767,32767,32767
625416000,32767,32767,32767,32767,32767,32767,32767
625420000,32767,32767,32767,32767,0,32767,32767
625424000,32767,32767,32767,32767,32767,32767,32767
625428000,32767,32767,32767,32767,32767,32767,32767
625432000,32767,32767,32767,32767,32767,32767,32767
625436000,32767,32767,32767,32767,32767,32767,32767
625440000,32767,32767,32767,32767,32767,32767,32767
625444000,32767,32767,32767,32767,32767,32767,32767
625448000,32767,32767,32767,32767,32767,32767,32767
625452000,32767,32767,32767,32767,32767,32767,32767
625456000,32767,32767,32767,32767,32767,32767,32767
625460000,32767,32767,32767,32767,32767,32767,32767
625464000,32767,32767,32767,32767,32767,32767,32767
625468000,32767,32767,32767,32767,32767,0,32767
625472000,32767,32767,32767,32767,32767,32767,32767
625476000,32767,32767,32767,32767,32767,32767,32767
625480000,32767,32767,32767,32767,32767,32767,32767
625484000,32767,32767,32767,32767,32767,32767,32767
625488000,32767,32767,32767,32767,32767,32767,32767
625492000,32767,32767,32767,32767,32767,32767,32767
625496000,32767,32767,32767,32767,-40,-40,32767
625500000,32767,32767,32767,32767,32767,32767,32767
625504000,32767,32767,32767,32767,32767,32767,32767
625508000,32767,32767,32767,32767,32767,32767,32767
625512000,32767,32767,32767,32767,32767,32767,32767
625516000,32767,32767,32767,32767,32767,32767,32767
625520000,32767,32767,32767,32767,32767,32767,32767
625524000,32767,32767,32767,32767,32767,32767,32767
625528000,32767,32767,32767,32767,32767,32767,32767
625532000,32767,32767,32767,32767,32767,32767,32767
625536000,32767,32767,32767,32767,32767,32767,32767
625540000,32767,32767,32767,32767,32767,32767,32767
625544000,32767,32767,32767,32767,32767,32767,32767
625548000,32767,32767,32767,32767,32767,32767,32767
625552000,32767,32767,32767,32767,32767,32767,32767
625556000,32767,32767,32767,32767,32767,32767,32767
625560000,32767,32767,32767,32767,0,32767,32767
625564000,32767,32767,32767,32767,32767,32767,32767
625568000,32767,32767,32767,32767,32767,32767,32767
625572000,32767,32767,32767,32767,32767,32767,32767
625576000,32767,32767,32767,32767,32767,32767,32767
625580000,32767,32767,32767,32767,32767,32767,32767
625584000,32767,32767,32767,32767,32767,32767,32767
625588000,32767,32767,32767,32767,32767,32767,32767
625592000,32767,32767,32767,32767,32767,32767,32767
625596000,32767,32767,32767,32767,32767,32767,32767
625600000,32767,32767,32767,32767,32767,32767,32767
625604000,32767,32767,32767,32767,32767,32767,32767
