timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
624368000,624216000,1310988,1.4946966e-06,0.00014130073,-5.175089e-05,0.15,1.5825636e-07,1.5862231e-07,2.9268097e-07,1310988,-0.013146785,-0.004827894,0.0032054293,0.4,0.00020357015,0.00021916736,8.767957e-06,197388,-0.0004932126,0.00015651315,-0.00090135535,0.5,5.525366e-06,2.7537474e-06,9.056991e-05,1,1,1,1,1,1
625368000,625216000,1310988,-2.8304532e-05,0.00013558062,-6.425768e-05,0.15,1.5700789e-07,1.573322e-07,2.925961e-07,1310988,-0.013152733,-0.004837585,0.003249275,0.4,0.00020363851,0.00021923329,8.759335e-06,197388,-0.000493918,0.00015272804,-0.0009063625,0.5,5.5253354e-06,2.7529018e-06,9.0568734e-05,1,1,1,1,1,1
626368000,626216000,1310988,-4.953855e-05,0.00013322129,-7.295558e-05,0.15,1.5837628e-07,1.5874332e-07,2.9266826e-07,1310988,-0.013154842,-0.0048335674,0.0032750522,0.4,0.00020370704,0.00021929936,8.770632e-06,197388,-0.00049381366,0.0001543329,-0.00090403255,0.5,5.5253404e-06,2.752088e-06,9.0567584e-05,1,1,1,1,1,1
627368000,627216000,1310988,-5.8641588e-05,0.00013456239,-8.411248e-05,0.15,1.5706081e-07,1.5737594e-07,2.9263578e-07,1310988,-0.013157344,-0.004834981,0.0033007755,0.4,0.00020377563,0.00021936571,8.759655e-06,197388,-0.00049393164,0.00015454552,-0.00090464315,0.5,5.525344e-06,2.7512795e-06,9.0566566e-05,1,0,1,0,1,0
628368000,628216000,1310988,-6.5543805e-05,0.00013524522,-8.233852e-05,0.15,1.5958159e-07,1.5974005e-07,2.945998e-07,1310988,-0.013158835,-0.0048403977,0.003306602,0.4,0.00020384764,0.00021943543,8.771549e-06,197388,-0.0004942229,0.00015299242,-0.00090773776,0.5,5.5253527e-06,2.7505132e-06,9.056562e-05,1,0,1,0,1,0
629368000,629216000,1310988,-7.043376e-05,0.00013732695,-9.3195216e-05,0.15,1.5923162e-07,1.591798e-07,2.9637684e-07,1310988,-0.013160078,-0.004842783,0.0033109128,0.4,0.0002039195,0.00021950506,8.760612e-06,197388,-0.00049404363,0.0001543053,-0.00090957957,0.5,5.525338e-06,2.7497542e-06,9.0564725e-05,1,0,1,0,1,0
630368000,630216000,1310988,-6.829645e-05,0.00014173376,-9.733353e-05,0.15,1.6153967e-07,1.613755e-07,2.9821277e-07,1310988,-0.013158927,-0.0048434944,0.0033039579,0.4,0.00020399154,0.00021957494,8.770915e-06,197388,-0.0004948584,0.00015202232,-0.0009051386,0.5,5.5253117e-06,2.749054e-06,9.056314e-05,1,0,1,0,1,0
631368000,631216000,1310988,-6.0859194e-05,0.00014643485,-0.00010045896,0.15,1.6052284e-07,1.6023536e-07,2.9984386e-07,1310988,-0.013150053,-0.0048479335,0.0032450606,0.4,0.00020406058,0.0002196427,8.760186e-06,197388,-0.00049630605,0.00014975856,-0.00090624666,0.5,5.5252285e-06,2.7482126e-06,9.055851e-05,1,0,1,0,1,0
632368000,632216000,1310988,-4.984786e-05,0.0001556527,-0.00010185726,0.15,1.6245252e-07,1.6210653e-07,3.0151782e-07,1310988,-0.013144466,-0.0048553837,0.0032341008,0.4,0.00020413077,0.00021971152,8.770036e-06,197388,-0.00049656734,0.00015046012,-0.000906373,0.5,5.5252144e-06,2.7474466e-06,9.0557325e-05,1,0,1,0,1,0
632664000,632512000,1310988,-4.3804575e-05,0.0001596685,-0.00010113863,0.15,1.6179911e-07,1.6143358e-07,3.0200644e-07,1310988,-0.013142982,-0.004859271,0.0032358528,0.4,0.00020415169,0.00021973213,8.76484e-06,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
