timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],previous._padding0[2],current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],current._padding0[2],next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1],next._padding0[2]
625252000,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,625252000,47.39814680268695,8.545754484629779,0.0,0.0,0.0,491.05734,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,3,0,0,0,0,0,0,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
633492000,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,633492000,47.39814680268695,8.545754484629779,0.0,0.0,0.0,491.05734,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
635304000,625252000,47.39814811904653,8.545756706854469,0.0,0.0,0.0,490.78073,1.7984475,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,635304000,47.397984,8.5459133,0.0,0.0,0.0,490.68182,nan,0.0,0.0,0.0,2.0,0.0,-1.0,nan,1,2,0,0,0,0,0,0,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
640676000,625252000,47.398002396413375,8.545855543896561,0.0,0.0,0.0,490.714,2.699667,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,640676000,47.3981129,8.5460206,0.0,0.0,0.0,490.78458,nan,0.0,0.0,0.0,2.0,0.0,-1.0,nan,1,2,0,0,0,0,0,0,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
645448000,625252000,47.398069682450306,8.545933777109974,0.0,0.0,0.0,490.72256,1.2478645,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,645448000,47.3981728,8.5459294,0.0,0.0,0.0,490.71228,nan,0.0,0.0,0.0,2.0,0.0,-1.0,nan,1,2,0,0,0,0,0,0,625252000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
658940000,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,658940000,47.39813575193839,8.545846923703397,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
664552000,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,658940000,47.39813575193839,8.545846923703397,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
664600000,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,658940000,47.39813575193839,8.545846923703397,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
664756000,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,658940000,47.39813575193839,8.545846923703397,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
664952000,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,658940000,47.39813575193839,8.545846923703397,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,658940000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
