timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
625252000,0,0,161,-1,0,0,0,0,0,0,0,0,0,0
633488000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
658940000,0,0,161,-1,0,0,0,0,0,0,0,0,0,0
664552000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664600000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664656000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664704000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664756000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664800000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664856000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664904000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
664952000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665000000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665004000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665056000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665104000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665160000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665208000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665256000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665304000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665360000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665408000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665456000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665504000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665512000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665568000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665616000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665664000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665712000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665768000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665816000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665864000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665912000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
665968000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666012000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666064000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666112000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666168000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666216000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666264000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666312000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666368000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666416000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666464000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666512000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
666520000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
