timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
614836000,100000,0,190,0,0,255,0
614836000,100000,0,190,0,0,255,0
625240000,22,0,190,0,0,255,0
625252000,400,0,190,0,0,255,0
635304000,192,0,190,0,0,255,0
640676000,192,0,190,0,0,255,0
645448000,192,0,190,0,0,255,0
658928000,176,0,190,0,0,255,0
