timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
625248000,-107008.36,-2875729.8,-488.04297,0.0,-0.0010339799,0.698848,0.0,-0.06527281,-0.096,0.0,0.0,-4.0,1.7956712,0.0
625264000,-107008.36,-2875729.8,-488.04935,0.0,0.00051200006,0.699488,0.0,0.064,-0.064,0.0,4.0,-4.0,1.7956711,0.0
625448000,-107008.37,-2875729.8,-488.0458,2.0734104e-05,-0.0010258104,0.698848,0.0008678436,-0.064227104,-0.096,0.0,0.0,-4.0,1.7959973,0.0
625648000,-107008.36,-2875729.8,-488.04657,2.1096974e-05,-0.0010258104,0.698848,0.0008831024,-0.064227104,-0.096,0.0,0.0,-4.0,1.796331,0.0
625848000,-107008.37,-2875729.8,-488.04852,2.0756785e-05,-0.0010258104,0.698848,0.0008687973,-0.064227104,-0.096,0.0,0.0,-4.0,1.7968388,0.0
626048000,-107008.36,-2875729.8,-488.05008,2.1459788e-05,-0.0010258104,0.698848,0.0008983612,-0.064227104,-0.096,0.0,0.0,-4.0,1.7963967,0.0
626248000,-107008.37,-2875729.8,-488.05237,2.0779466e-05,-0.0010258104,0.698848,0.000869751,-0.064227104,-0.096,0.0,0.0,-4.0,1.7964791,0.0
626448000,-107008.37,-2875729.8,-488.05347,0.00016001592,0.000985701,0.63124996,0.00087070465,-0.00022805482,-0.5,0.0,0.0,0.0,1.7967252,0.0
626648000,-107008.37,-2875729.8,-488.05704,0.00033415682,0.00094009005,0.53124976,0.00087070465,-0.00022805482,-0.5,0.0,0.0,0.0,1.7967252,0.0
626848000,-107008.37,-2875729.8,-488.061,0.0005082977,0.0008944791,0.43124977,0.00087070465,-0.00022805482,-0.5,0.0,0.0,0.0,1.7967252,0.0
627048000,-107008.37,-2875729.8,-488.06564,0.0006824959,0.00084886816,0.33124986,0.0008711815,-0.00022805482,-0.5,0.0,0.0,0.0,1.7967252,0.0
627248000,-107008.37,-2875729.8,-488.06906,0.00085682754,0.0008032572,0.23124994,0.0008716583,-0.00022805482,-0.5,0.0,0.0,0.0,1.7967252,0.0
627448000,-107008.37,-2875729.8,-488.07462,0.0010308685,0.00075775315,0.1314843,0.000872612,-0.00022805482,-0.5,0.0,0.0,0.0,nan,0.0
627648000,-107008.37,-2875729.8,-488.0799,0.0012052163,0.0007122277,0.031671785,0.0008735657,-0.00022805482,-0.5,0.0,0.0,0.0,nan,0.0
627848000,-107008.37,-2875729.8,-488.08533,0.0013801546,0.0006666168,-0.068328224,0.000875473,-0.00022805482,-0.5,0.0,0.0,0.0,nan,0.0
628048000,-107008.37,-2875729.8,-488.0899,0.001555337,0.00062100583,-0.16832823,0.0008764267,-0.00022805482,-0.5,0.0,0.0,0.0,nan,0.0
