timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
631832000,631832000,0.5931659,0.003866579,-4.277865,12.931328,0.15724199,5.1826096,0
631840000,631840000,0.6169723,0.0029787377,-2.0722802,6.7273374,0.070926934,5.33034,0
631928000,631928000,0.6748419,0.0011692003,-0.7259316,6.6131716,0.008853991,6.3946753,0
632032000,632032000,0.68918544,0.0007722561,-0.4567008,7.260443,0.0031919635,7.132217,0
632128000,632128000,0.695687,0.0006073449,-0.36585286,7.6634293,0.0019406503,7.562008,0
632232000,632232000,0.7,0.00050037535,-0.25235286,7.9211726,0.0008932736,7.830582,0
632328000,632328000,0.7,0.00043287894,-0.2093792,8.025137,0.0006069768,7.940307,0
632432000,632432000,0.7,0.00037814458,-0.32411367,8.049512,0.0014500488,7.9714456,0
632528000,632528000,0.7,0.0003387201,-0.25083417,8.003116,0.0008735178,7.9268775,0
632632000,632632000,0.7,0.00030405202,-0.21925667,7.893215,0.00067672017,7.8191767,0
632728000,632728000,0.7,0.0002775343,-0.37311465,7.7428503,0.0019977505,7.674283,0
632832000,632832000,0.7,0.00025310353,-0.2532892,7.5553603,0.00094348635,7.48721,0
632928000,632928000,0.7,0.00023367898,-0.23950836,7.351216,0.00086704106,7.2855463,0
633032000,633032000,0.7,0.00021526433,-0.2549827,7.1113534,0.0010158431,7.0484643,0
633128000,633128000,0.7,0.00020026878,-0.33014166,6.873664,0.0017618537,6.8143573,0
633224000,633224000,0.7,0.00018681114,-0.43001705,6.641963,0.0030933737,6.585513,0
633328000,633328000,0.7,0.00017372787,-0.27621347,6.381159,0.0013284574,6.3260527,0
633424000,633424000,0.7,0.00016278453,-0.34347403,6.1382513,0.0021355052,6.085749,0
633528000,633528000,0.7,0.00015201655,-0.18037856,5.8793955,0.00061488606,5.828278,0
633624000,633624000,0.7,0.00014320228,-0.30871403,5.6323547,0.001880097,5.586061,0
633728000,633728000,0.7,0.00013488877,-0.5147886,5.383455,0.005469584,5.3419895,0
633832000,633828000,0.7,0.00012757415,-0.7892213,5.1579437,0.013417712,5.120814,0
633928000,633928000,0.7,0.00012098237,-0.68265903,4.9740324,0.010410139,4.9355416,0
634032000,634032000,0.7,0.000113899776,-0.40196422,4.7548537,0.0037756795,4.7148294,1
634128000,634128000,0.7,0.000107477084,-0.2254007,4.5451303,0.0012420001,4.5055895,1
634232000,634232000,0.6999814,0.00010080955,0.0123761,4.3201637,3.9393526e-06,4.281902,1
634328000,634328000,0.6996926,9.5125775e-05,0.06373513,4.118553,0.0001095899,4.0827484,1
634432000,634432000,0.69985574,8.951632e-05,-0.057804823,3.9118097,9.490911e-05,3.8784106,1
634528000,634528000,0.7,8.474196e-05,-0.212985,3.7310772,0.0013508939,3.6997812,1
634624000,634624000,0.7,8.027056e-05,-0.205572,3.5601773,0.0013189057,3.5303648,1
634728000,634728000,0.7,7.5725984e-05,-0.07431579,3.3833513,0.00018137296,3.3549452,1
634832000,634832000,0.7,7.146379e-05,-0.22487204,3.216135,0.0017470049,3.1893418,1
634928000,634924000,0.7,6.776598e-05,-0.13762964,3.0674486,0.00068612647,3.0418756,1
635032000,635032000,0.7,6.3999905e-05,-0.21820217,2.9143841,0.0018152182,2.8902447,1
635128000,635128000,0.7,6.072964e-05,-0.15351155,2.7796257,0.00094200525,2.7565916,1
635232000,635232000,0.7,5.7394216e-05,-0.22773334,2.6407669,0.0021821302,2.6189911,1
635328000,635328000,0.7,5.448632e-05,-0.2294532,2.5186553,0.002322614,2.497923,1
635432000,635432000,0.7,5.152597e-05,-0.17312832,2.3920588,0.0013922649,2.3723738,1
635528000,635528000,0.7,4.8939946e-05,-0.16582459,2.2812574,0.0013393098,2.2624702,1
635632000,635632000,0.7,4.6279627e-05,-0.15330157,2.1666844,0.0012051886,2.1488054,1
635728000,635728000,0.7,4.395781e-05,-0.02326855,2.0658114,2.9120945e-05,2.0488245,1
635832000,635832000,0.7,4.1580388e-05,-0.1532138,1.9619579,0.0013294241,1.9458082,1
635928000,635928000,0.7,3.9514274e-05,-0.07404243,1.8706938,0.00032562378,1.855425,1
636032000,636032000,0.7,3.7416372e-05,-0.08858392,1.7766197,0.00049076404,1.7621229,1
636128000,636128000,0.6998648,3.5602032e-05,0.04834015,1.6941911,0.00015325374,1.6806229,1
636224000,636224000,0.69958645,3.3929162e-05,0.0059094876,1.6161667,2.4008827e-06,1.6033719,1
636328000,636328000,0.69956726,3.2232154e-05,0.18122096,1.534974,0.0023772416,1.5230836,1
636432000,636432000,0.699498,3.0630887e-05,0.005768761,1.4581403,2.5358484e-06,1.4466332,1
636528000,636528000,0.69922847,2.9226168e-05,0.11943941,1.390912,0.0011396017,1.3800651,1
636632000,636632000,0.6988933,2.777872e-05,0.057206348,1.321673,0.00027511982,1.3112587,1
636728000,636728000,0.69849515,2.6502115e-05,0.13232602,1.2608666,0.001543046,1.2510026,1
636832000,636832000,0.69818693,2.517732e-05,0.10293271,1.1980513,0.0009826273,1.1885977,1
636928000,636928000,0.69774055,2.4020123e-05,0.12966777,1.1429158,0.0016345844,1.1339616,1
637032000,637032000,0.69752795,2.2816863e-05,0.13009581,1.0857248,0.0017320656,1.0771524,1
637128000,637128000,0.6971674,2.1758831e-05,0.08737465,1.0357264,0.0008189989,1.0274917,1
637232000,637232000,0.6968251,2.0667556e-05,0.18662857,1.0039413,0.0038548312,1.0,1
637328000,637328000,0.6967296,1.974307e-05,0.108211346,1.0037855,0.0012961708,1.0,1
637432000,637432000,0.6966005,1.8819363e-05,-0.018181875,1.003703,3.6595662e-05,1.0,1
637528000,637528000,0.6962602,1.80358e-05,0.034638703,1.0034992,0.00013285066,1.0,1
637632000,637632000,0.6960503,1.7260241e-05,0.042508475,1.0033531,0.00020010352,1.0,1
637728000,637728000,0.6959363,1.6605658e-05,0.11271957,1.0032358,0.0014071913,1.0,1
637832000,637832000,0.69586354,1.5951444e-05,0.080936745,1.003079,0.0007256276,1.0,1
637928000,637928000,0.6958168,1.5388869e-05,0.18405706,1.0029907,0.0037528872,1.0,1
638024000,638020000,0.6957834,1.48674935e-05,-0.043731757,1.0029227,0.00021187702,1.0,1
638128000,638128000,0.69581383,1.4338559e-05,0.022939943,1.0027866,5.8308735e-05,1.0,1
638224000,638224000,0.69588757,1.3881283e-05,0.008327965,1.0027392,7.68506e-06,1.0,1
638328000,638328000,0.69571126,1.3412602e-05,0.0928592,1.0026399,0.00095556985,1.0,1
638432000,638432000,0.69570506,1.29717955e-05,0.018381238,1.002634,3.7442478e-05,1.0,1
638528000,638528000,0.6955174,1.2590984e-05,0.03770309,1.002511,0.00015755137,1.0,1
638624000,638624000,0.69543785,1.2235257e-05,0.015554367,1.0024165,2.6817232e-05,1.0,1
638728000,638728000,0.6954774,1.1869818e-05,0.11890501,1.0023869,0.0015671926,1.0,1
638832000,638832000,0.6953625,1.1526084e-05,0.020527478,1.0022919,4.671265e-05,1.0,1
638928000,638928000,0.6953507,1.1229249e-05,-0.0005985163,1.0022192,3.9714283e-08,1.0,1
639032000,639032000,0.6954155,1.0924795e-05,-0.103445075,1.0021714,0.0011864109,1.0,1
639128000,639128000,0.695459,1.0657265e-05,-0.022261465,1.0021238,5.4946948e-05,1.0,1
639232000,639232000,0.6954691,1.0380625e-05,0.04717122,1.0020798,0.00024672286,1.0,1
639328000,639328000,0.6954403,1.0139421e-05,0.03649334,1.0020158,0.00014767607,1.0,1
639432000,639432000,0.6955522,9.890819e-06,-0.16919114,1.0019803,0.0031743408,1.0,1
639528000,639528000,0.6956902,9.669621e-06,-0.03673132,1.0019629,0.00014961632,1.0,1
639632000,639632000,0.6957494,9.438644e-06,0.0006066412,1.0019325,4.081152e-08,1.0,1
639728000,639728000,0.69574493,9.234894e-06,0.09249814,1.0018721,0.00094887987,1.0,1
639832000,639832000,0.6958244,9.026838e-06,-0.1690109,1.0018306,0.0031680544,1.0,1
639928000,639928000,0.6958849,8.842001e-06,-0.033521518,1.0018052,0.0001246297,1.0,1
