timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
623560000,0,0,0,0,0
624072000,0,0,0,0,0
624576000,0,0,0,0,0
625080000,0,0,0,0,0
625588000,0,0,0,0,0
626100000,0,0,0,0,0
626608000,0,0,0,0,0
627116000,0,0,0,0,0
627624000,0,0,0,0,0
628128000,0,0,0,0,0
628636000,0,0,0,0,0
629140000,0,0,0,0,0
629644000,0,0,0,0,0
630148000,0,0,0,0,0
630652000,0,0,0,0,0
631156000,0,0,0,0,0
631664000,0,0,0,0,0
632168000,0,0,0,0,0
632672000,0,0,0,0,0
633176000,0,0,0,0,0
633684000,0,0,0,0,0
634188000,0,0,0,0,0
634692000,0,0,0,0,0
635196000,0,0,0,0,0
635700000,0,0,0,0,0
636208000,0,0,0,0,0
636716000,0,0,0,0,0
637220000,0,0,0,0,0
637724000,0,0,0,0,0
638228000,0,0,0,0,0
638740000,0,0,0,0,0
639248000,0,0,0,0,0
639752000,0,0,0,0,0
640264000,0,0,0,0,0
640772000,0,0,0,0,0
641276000,0,0,0,0,0
641780000,0,0,0,0,0
642288000,0,0,0,0,0
642792000,0,0,0,0,0
643304000,0,0,0,0,0
643812000,0,0,0,0,0
644316000,0,0,0,0,0
644824000,0,0,0,0,0
645328000,0,0,0,0,0
645832000,0,0,0,0,0
646336000,0,0,0,0,0
646840000,0,0,0,0,0
647348000,0,0,0,0,0
647852000,0,0,0,0,0
648356000,0,0,0,0,0
648860000,0,0,0,0,0
649364000,0,0,0,0,0
649868000,0,0,0,0,0
650376000,0,0,0,0,0
650880000,0,0,0,0,0
651384000,0,0,0,0,0
651888000,0,0,0,0,0
652392000,0,0,0,0,0
652896000,0,0,0,0,0
653400000,0,0,0,0,0
653904000,0,0,0,0,0
654408000,0,0,0,0,0
654916000,0,0,0,0,0
655420000,0,0,0,0,0
655924000,0,0,0,0,0
656428000,0,0,0,0,0
656932000,0,0,0,0,0
657436000,0,0,0,0,0
657940000,0,0,0,0,0
658444000,0,0,0,0,0
658952000,0,0,0,0,0
659460000,0,0,0,0,0
659964000,0,0,0,0,0
660476000,0,0,0,0,0
660984000,0,0,0,0,0
661492000,0,0,0,0,0
662004000,0,0,0,0,0
662508000,0,0,0,0,0
663012000,0,0,0,0,0
663516000,0,0,0,0,0
664020000,0,0,0,0,0
664524000,0,0,0,0,0
665028000,0,0,0,0,0
665536000,0,0,0,0,0
666048000,0,0,0,0,0
666556000,0,0,0,0,0
667060000,0,0,0,0,0
