timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
625256000,625256000,47.398146794254636,8.545754481689691,488.0604,488.0604,-488.101,-488.101,0.4573786,0.28125492,487.96646,1,1,5,4,4,0,0
625264000,625264000,47.39814679173678,8.545754480724575,488.06055,488.06055,-488.101,-488.101,0.45817658,0.28163612,487.96637,1,1,5,4,4,0,0
625272000,625272000,47.39814678933599,8.54575447982546,488.0607,488.0607,-488.101,-488.101,0.45897755,0.28201795,487.96628,1,1,5,4,4,0,0
625280000,625280000,47.39814678706847,8.545754478865335,488.06082,488.06082,-488.101,-488.101,0.45976996,0.28240043,487.9662,1,1,5,4,4,0,0
625288000,625288000,47.398146784919874,8.545754477902213,488.06097,488.06097,-488.101,-488.101,0.4605768,0.28278357,487.9661,1,1,5,4,4,0,0
625296000,625296000,47.398146782931406,8.545754476943134,488.0611,488.0611,-488.101,-488.101,0.4613867,0.28316733,487.966,1,1,5,4,4,0,0
625304000,625304000,47.398146781058244,8.54575447602989,488.06122,488.06122,-488.101,-488.101,0.46219966,0.28355172,487.9659,1,1,5,4,4,0,0
625312000,625312000,47.39814677929098,8.545754475134881,488.06134,488.06134,-488.101,-488.101,0.46301565,0.28393677,487.96582,1,1,5,4,4,0,0
625328000,625328000,47.398146776060756,8.545754473272213,488.06155,488.06155,-488.101,-488.101,0.4646568,0.28378052,487.96545,1,1,5,4,4,0,0
625336000,625336000,47.39814677462689,8.545754472372233,488.06168,488.06168,-488.101,-488.101,0.46548197,0.28416622,487.96536,1,1,5,4,4,0,0
625344000,625344000,47.39814677330235,8.545754471504868,488.06177,488.06177,-488.101,-488.101,0.4663102,0.28455257,487.96527,1,1,5,4,4,0,0
625352000,625352000,47.39814677211721,8.5457544706037,488.06186,488.06186,-488.101,-488.101,0.46712828,0.28493956,487.96518,1,1,5,4,4,0,0
