timestamp,timestamp_sample,device_id,pressure,temperature,error_count
626092000,626092000,6620428,95608.33,11.832727,0
627096000,627096000,6620428,95605.92,11.832727,0
628084000,628084000,6620428,95606.78,11.832727,0
629092000,629092000,6620428,95607.3,11.832727,0
630100000,630100000,6620428,95605.45,11.832697,0
631080000,631080000,6620428,95603.22,11.829676,0
632092000,632092000,6620428,95591.88,11.82461,0
633100000,633100000,6620428,95583.22,11.819757,0
634084000,634084000,6620428,95577.58,11.816614,0
635092000,635092000,6620428,95575.74,11.815332,0
636096000,636096000,6620428,95574.086,11.814447,0
637080000,637080000,6620428,95571.89,11.814051,0
638092000,638092000,6620428,95573.5,11.814386,0
639100000,639100000,6620428,95574.234,11.815027,0
640084000,640084000,6620428,95577.18,11.815668,0
641092000,641092000,6620428,95577.38,11.815973,0
642100000,642100000,6620428,95575.234,11.815821,0
643084000,643084000,6620428,95579.28,11.816126,0
644088000,644088000,6620428,95577.27,11.816095,0
645100000,645100000,6620428,95577.75,11.816034,0
646084000,646084000,6620428,95577.33,11.815943,0
647092000,647092000,6620428,95576.84,11.815882,0
648100000,648100000,6620428,95577.984,11.816187,0
649084000,649084000,6620428,95577.555,11.816278,0
650092000,650092000,6620428,95578.29,11.816309,0
651100000,651100000,6620428,95579.84,11.8163395,0
652084000,652084000,6620428,95577.04,11.816309,0
653088000,653088000,6620428,95576.05,11.816278,0
654100000,654100000,6620428,95577.65,11.816248,0
655084000,655084000,6620428,95575.836,11.816156,0
656092000,656092000,6620428,95577.58,11.816126,0
657100000,657100000,6620428,95575.98,11.816065,0
658084000,658084000,6620428,95578.43,11.816034,0
659088000,659088000,6620428,95577.59,11.816065,0
660100000,660100000,6620428,95580.984,11.818018,0
661084000,661084000,6620428,95588.81,11.822565,0
662092000,662092000,6620428,95595.875,11.827234,0
663100000,663100000,6620428,95605.68,11.831842,0
664084000,664084000,6620428,95605.984,11.832727,0
665088000,665088000,6620428,95607.375,11.832727,0
666076000,666076000,6620428,95606.25,11.832727,0
667084000,667084000,6620428,95606.42,11.832727,0
