timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
1252000,4000.0,0.16025728,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516000,4000.0,0.1386454,3027.8884,0.0,76,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768000,4000.0,0.1386454,3530.8767,0.0,151,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5028000,4000.0,0.1386454,4025.8965,0.0,239,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6028000,4000.0,0.1386454,3376.4941,0.0,296,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6280000,4000.0,0.1386454,3950.1992,0.0,325,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532000,4000.0,0.1386454,3668.327,0.0,402,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8784000,4000.0,0.1386454,3357.5698,0.0,490,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036000,4000.0,0.1386454,4376.494,0.0,567,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11036000,4000.0,0.1386454,3423.307,0.0,624,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
