timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
1264000,1264000,0.0023397799,0.003150891,7.31711e-05
1268000,1268000,0.0017088833,0.0029158392,7.2129944e-05
1284000,1284000,-0.00046030368,-0.001212839,6.0239316e-05
1304000,1304000,0.0022059677,-0.00014075369,0.00013496606
1324000,1324000,0.00011990129,0.0041123754,-0.0002131023
1344000,1344000,0.0012219849,0.00068041106,-0.0008347594
1364000,1364000,-0.002236043,-0.002211537,-0.0006241196
1384000,1384000,0.0004974756,0.00075214345,-0.00059621007
1404000,1404000,-0.0024335869,0.000352554,-0.0007564699
1424000,1424000,0.0021704263,-0.004307811,-0.0004213095
1444000,1444000,-0.006191342,0.0017287163,4.4418324e-05
1464000,1464000,0.0056222538,-0.0005572928,0.0003238774
1484000,1484000,-0.004649547,6.702937e-05,0.0004978875
1504000,1504000,0.00265439,-0.0011223449,0.00064654846
1524000,1524000,-0.0013211877,0.0018536394,0.0005860561
1544000,1544000,-0.0007416272,0.0059339544,0.0007009425
1564000,1564000,-0.0014614433,0.0027724921,0.00020451026
1584000,1584000,0.0024074083,0.0035231565,0.0004903346
1604000,1604000,-0.00034255034,0.0018018286,2.1067899e-05
1624000,1624000,-0.00021348422,0.0004072616,-0.00016948188
1644000,1644000,0.0035101436,0.0037147363,-0.00032523228
1664000,1664000,-0.0016126042,-0.0027038008,-0.00068185385
1684000,1684000,0.001496657,-0.0006750148,-0.00027771463
1704000,1704000,-0.001605473,-0.0012052103,-0.00022403723
1724000,1724000,-0.0014360112,-0.0026645397,-9.725039e-05
1744000,1744000,0.0031420127,-0.003946238,-0.00012940382
1764000,1764000,-0.0036276386,-0.0038716581,-0.00058759726
1784000,1784000,0.0022218598,0.00038192188,-0.0007294297
1804000,1804000,-0.0019239633,-0.00492316,-0.0007868908
1824000,1824000,-0.0016385491,0.0014751946,-0.0005338391
1844000,1844000,-0.0030764677,-0.0007099596,-0.0002066669
1864000,1864000,0.0042071985,0.00038888064,-0.00029523805
1884000,1884000,0.0017494387,-0.0052510863,-0.0011309109
1904000,1904000,-0.0018943711,0.003731717,-0.00089779426
1924000,1924000,-0.003476324,0.00050341093,-0.0012787936
1944000,1944000,0.002493439,-0.0026885176,-0.00070456805
1964000,1964000,-0.002525581,-0.0003638649,-0.00045564756
1984000,1984000,-0.0020931158,-0.003674947,-2.3250468e-06
2004000,2004000,-0.00026980735,3.4540426e-06,0.00030821614
2024000,2024000,0.00084469194,0.008743538,0.0001962329
2044000,2044000,-0.0004936316,-0.0032297352,4.9470942e-05
2064000,2064000,0.0035793884,0.0035713408,0.00016953264
2084000,2084000,0.0024753138,0.0077213394,0.0005172298
2104000,2104000,0.0027952911,0.0012173811,0.0003864742
2124000,2124000,-0.0071793636,0.0064556957,-3.055879e-05
