timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
2384000,nan,nan,nan,nan,nan,nan,0.0,0.0,0.3,nan,nan,nan,-0.0008335328,nan
2400000,nan,nan,nan,nan,nan,nan,0.0,0.0,0.3,nan,nan,nan,-0.0007654609,nan
2584000,nan,nan,nan,nan,nan,nan,0.0,0.0,0.3,nan,nan,nan,-0.000257731,nan
2784000,nan,nan,nan,nan,nan,nan,0.0,0.0,0.3,nan,nan,nan,0.0003019796,nan
2984000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-6.784271e-05,nan
3184000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,1.5868621,nan
3384000,-0.0028153036,0.0012249156,0.013768335,0.0010337178,0.00078427384,0.6988481,0.06525338,0.041766882,-0.09599308,0.0,0.0,-4.0,1.589347,-0.0028102954
3584000,-0.0029412967,0.001172649,0.013432829,0.0010341308,0.0009260665,0.6988481,0.065304875,0.053493023,-0.09599416,0.0,0.0,-4.0,1.586418,-0.008109048
3784000,-0.00012149714,0.0042746114,0.013304806,0.0010352856,0.0010357948,0.69884896,0.06552899,0.065595984,-0.09596008,0.0,0.0,-4.0,1.5852647,-0.006081263
3984000,0.0045200824,0.009828687,0.012235805,0.0010357562,0.0010358584,0.6988491,0.065601826,0.0656153,-0.09595502,0.0,0.0,-4.0,1.5857706,0.005884219
4184000,0.010156149,0.012280186,0.011595446,0.0010365762,0.0010340003,0.698849,0.06570375,0.065365076,-0.095957935,0.0,0.0,-4.0,1.5855402,-0.0016573982
4384000,0.017849226,0.014433557,0.011532905,0.001037106,0.0010344766,0.6988492,0.06579268,0.0654459,-0.095949315,0.0,0.0,-4.0,1.5858493,0.00065343943
4584000,0.023415007,0.014023988,0.011169946,0.0010358882,0.0010325823,0.6988488,0.065591335,0.06515908,-0.095967926,0.0,0.0,-4.0,1.5856419,-0.005421551
4784000,0.029711299,0.013051094,0.011229178,0.0010366942,0.0010327075,0.698849,0.06572008,0.06519723,-0.0959576,0.0,0.0,-4.0,1.5850942,0.0054576895
