timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
1164000,4.6796086125244e-310,6.90890662900645e-310,-3.8682048e-34,1.0,-3.868067e-34,4.5623e-41,-1.0540877e+18,211,1145,0,0,0,0,0
