timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
2112000,2112000,197388,0.0068592723,-0.22648439,0.43544698,11.832727,0
3120000,3120000,197388,0.012903935,-0.21162246,0.42832938,11.832727,0
4116000,4116000,197388,0.006860203,-0.2124673,0.42353162,11.832727,0
5112000,5112000,197388,0.011842733,-0.221694,0.42954272,11.832727,0
6120000,6120000,197388,0.014808158,-0.21134976,0.43106428,11.832727,0
7112000,7112000,197388,0.009733026,-0.21398918,0.43075424,11.832727,0
8112000,8112000,197388,0.007946993,-0.21315831,0.433308,11.832727,0
9120000,9120000,197388,0.004718682,-0.2115866,0.42740777,11.832727,0
10116000,10116000,197388,0.013106274,-0.21218821,0.42897817,11.832727,0
11112000,11112000,197388,0.007632005,-0.21628246,0.43270636,11.832727,0
12120000,12120000,197388,0.0065823346,-0.21380498,0.42782727,11.832727,0
13112000,13112000,197388,0.0142784305,-0.22171995,0.42658496,11.832727,0
14112000,14112000,197388,0.005248825,-0.21785767,0.4354326,11.832727,0
15120000,15120000,197388,0.015452838,-0.21429315,0.4255273,11.832727,0
16116000,16116000,197388,0.0035648134,-0.20892084,0.43335983,11.832727,0
17112000,17112000,197388,0.012026024,-0.21718402,0.42679685,11.832727,0
18120000,18120000,197388,0.012394056,-0.21694875,0.43552545,11.832727,0
19116000,19116000,197388,0.0059685935,-0.22383896,0.43462428,11.832727,0
20112000,20112000,197388,0.011584436,-0.21632126,0.42648083,11.832727,0
21120000,21120000,197388,0.009877132,-0.2155417,0.4359683,11.832727,0
22116000,22116000,197388,0.013510424,-0.21449718,0.4255136,11.832727,0
23112000,23112000,197388,0.011380625,-0.2128033,0.43406975,11.832727,0
24120000,24120000,197388,0.005391761,-0.21451995,0.43263552,11.832727,0
25112000,25112000,197388,0.010295349,-0.21422519,0.4288608,11.832727,0
26112000,26112000,197388,0.010400859,-0.21224223,0.43183193,11.832727,0
27120000,27120000,197388,0.010730362,-0.21193044,0.43351936,11.832727,0
28116000,28116000,197388,0.010568269,-0.2161973,0.4288653,11.832727,0
29112000,29112000,197388,0.007516202,-0.21549779,0.4297719,11.832727,0
30120000,30120000,197388,0.014938893,-0.21240948,0.43810958,11.832727,0
31116000,31116000,197388,0.0066495487,-0.2135624,0.43231893,11.832727,0
32112000,32112000,197388,0.01640163,-0.20777223,0.42959577,11.832727,0
33120000,33120000,197388,0.010830203,-0.22037533,0.4308862,11.832727,0
34116000,34116000,197388,0.01207481,-0.21649088,0.42964914,11.832727,0
35112000,35112000,197388,0.013977874,-0.21004175,0.42437312,11.832727,0
36120000,36120000,197388,0.008944975,-0.21479607,0.42769027,11.832727,0
37116000,37116000,197388,0.0089233,-0.21254458,0.42483062,11.832727,0
38112000,38112000,197388,0.0074709523,-0.2144131,0.42766866,11.832727,0
39120000,39120000,197388,0.009863564,-0.21963255,0.431314,11.832727,0
40116000,40116000,197388,0.007130633,-0.22095095,0.42481673,11.832727,0
41112000,41112000,197388,0.008190733,-0.21748002,0.43543705,11.832727,0
42120000,42120000,197388,0.013095243,-0.21300526,0.43040603,11.832727,0
43116000,43116000,197388,0.0067624203,-0.21974042,0.42895642,11.832727,0
44112000,44112000,197388,0.015438727,-0.21724603,0.42477125,11.832727,0
45120000,45120000,197388,0.007897104,-0.21624821,0.43226597,11.832727,0
46116000,46116000,197388,0.008864589,-0.21013686,0.4297137,11.832727,0
47112000,47112000,197388,0.0114149675,-0.21597143,0.42768157,11.832727,0
