timestamp,speed_up,speed_down,want_takeoff
113224000,3.6000001,1.8000001,0
114224000,3.6000001,1.8000001,0
115224000,3.6000001,1.8000001,0
116224000,3.6000001,1.8000001,0
117224000,3.6000001,1.8000001,0
118224000,3.6000001,1.8000001,0
119224000,3.6000001,1.8000001,0
120224000,3.6000001,1.8000001,0
121224000,3.6000001,1.8000001,0
122224000,3.6000001,1.8000001,0
123224000,3.6000001,1.8000001,0
124224000,3.6000001,1.8000001,0
125224000,3.6000001,1.8000001,0
126224000,3.6000001,1.8000001,0
127224000,3.6000001,1.8000001,0
128224000,3.6000001,1.8000001,0
129224000,3.6000001,1.8000001,0
130224000,3.6000001,1.8000001,0
131224000,3.6000001,1.8000001,0
132224000,3.6000001,1.8000001,0
133224000,3.6000001,1.8000001,0
134224000,3.6000001,1.8000001,0
135224000,3.6000001,1.8000001,0
136224000,3.6000001,1.8000001,0
137224000,3.6000001,1.8000001,0
138224000,3.6000001,1.8000001,0
139224000,3.6000001,1.8000001,0
140224000,3.6000001,1.8000001,0
141224000,3.6000001,1.8000001,0
142224000,3.6000001,1.8000001,0
143224000,3.6000001,1.8000001,0
144224000,3.6000001,1.8000001,0
145224000,3.6000001,1.8000001,0
146224000,3.6000001,1.8000001,0
147224000,3.6000001,1.8000001,0
148224000,3.6000001,1.8000001,0
149224000,3.6000001,1.8000001,0
150224000,3.6000001,1.8000001,0
151224000,3.6000001,1.8000001,0
152224000,3.6000001,1.8000001,0
153224000,3.6000001,1.8000001,0
154224000,3.6000001,1.8000001,0
155224000,3.6000001,1.8000001,0
156224000,3.6000001,1.8000001,0
157224000,3.6000001,1.8000001,0
158224000,3.6000001,1.8000001,0
159224000,3.6000001,1.8000001,0
160224000,3.6000001,1.8000001,0
161224000,3.6000001,1.8000001,0
162224000,3.6000001,1.8000001,0
163224000,3.6000001,1.8000001,0
164224000,3.6000001,1.8000001,0
165224000,3.6000001,1.8000001,0
166224000,3.6000001,1.8000001,0
167224000,3.6000001,1.8000001,0
168224000,3.6000001,1.8000001,0
169224000,3.6000001,1.8000001,0
170224000,3.6000001,1.8000001,0
171224000,3.6000001,1.8000001,0
172224000,3.6000001,1.8000001,0
173224000,3.6000001,1.8000001,0
174224000,3.6000001,1.8000001,0
175224000,3.6000001,1.8000001,0
176224000,3.6000001,1.8000001,0
177224000,3.6000001,1.8000001,0
178224000,3.6000001,1.8000001,0
179224000,3.6000001,1.8000001,0
180224000,3.6000001,1.8000001,0
