timestamp,speed_up,speed_down,want_takeoff
2400000,3.0,1.5,0
3224000,3.0,1.5,0
4224000,3.6000001,1.8000001,0
5224000,3.6000001,1.8000001,0
6224000,3.6000001,1.8000001,0
7224000,3.6000001,1.8000001,0
8224000,3.6000001,1.8000001,0
9224000,3.6000001,1.8000001,0
10224000,3.6000001,1.8000001,0
11224000,3.6000001,1.8000001,0
12224000,3.6000001,1.8000001,0
13224000,3.6000001,1.8000001,0
14224000,3.6000001,1.8000001,0
15224000,3.6000001,1.8000001,0
16224000,3.6000001,1.8000001,0
17224000,3.6000001,1.8000001,0
18224000,3.6000001,1.8000001,0
19224000,3.6000001,1.8000001,0
20224000,3.6000001,1.8000001,0
21224000,3.6000001,1.8000001,0
22224000,3.6000001,1.8000001,0
23224000,3.6000001,1.8000001,0
24224000,3.6000001,1.8000001,0
25224000,3.6000001,1.8000001,0
26224000,3.6000001,1.8000001,0
27224000,3.6000001,1.8000001,0
28224000,3.6000001,1.8000001,0
29224000,3.6000001,1.8000001,0
30224000,3.6000001,1.8000001,0
31224000,3.6000001,1.8000001,0
32224000,3.6000001,1.8000001,0
33224000,3.6000001,1.8000001,0
34224000,3.6000001,1.8000001,0
35224000,3.6000001,1.8000001,0
36224000,3.6000001,1.8000001,0
37224000,3.6000001,1.8000001,0
38224000,3.6000001,1.8000001,0
39224000,3.6000001,1.8000001,0
40224000,3.6000001,1.8000001,0
41224000,3.6000001,1.8000001,0
42224000,3.6000001,1.8000001,0
43224000,3.6000001,1.8000001,0
44224000,3.6000001,1.8000001,0
45224000,3.6000001,1.8000001,0
46224000,3.6000001,1.8000001,0
47224000,3.6000001,1.8000001,0
48224000,3.6000001,1.8000001,0
49224000,3.6000001,1.8000001,0
50224000,3.6000001,1.8000001,0
51224000,3.6000001,1.8000001,0
52224000,3.6000001,1.8000001,0
53224000,3.6000001,1.8000001,0
54224000,3.6000001,1.8000001,0
55224000,3.6000001,1.8000001,0
56224000,3.6000001,1.8000001,0
57224000,3.6000001,1.8000001,0
58224000,3.6000001,1.8000001,0
59224000,3.6000001,1.8000001,0
60224000,3.6000001,1.8000001,0
61224000,3.6000001,1.8000001,0
62224000,3.6000001,1.8000001,0
63224000,3.6000001,1.8000001,0
64224000,3.6000001,1.8000001,0
65224000,3.6000001,1.8000001,0
66224000,3.6000001,1.8000001,0
67224000,3.6000001,1.8000001,0
68224000,3.6000001,1.8000001,0
69224000,3.6000001,1.8000001,0
70224000,3.6000001,1.8000001,0
71224000,3.6000001,1.8000001,0
72224000,3.6000001,1.8000001,0
73224000,3.6000001,1.8000001,0
74224000,3.6000001,1.8000001,0
75224000,3.6000001,1.8000001,0
76224000,3.6000001,1.8000001,0
77224000,3.6000001,1.8000001,0
78224000,3.6000001,1.8000001,0
79224000,3.6000001,1.8000001,0
80224000,3.6000001,1.8000001,0
81224000,3.6000001,1.8000001,0
82224000,3.6000001,1.8000001,0
83224000,3.6000001,1.8000001,0
84224000,3.6000001,1.8000001,0
85224000,3.6000001,1.8000001,0
86224000,3.6000001,1.8000001,0
87224000,3.6000001,1.8000001,0
88224000,3.6000001,1.8000001,0
89224000,3.6000001,1.8000001,0
90224000,3.6000001,1.8000001,0
91224000,3.6000001,1.8000001,0
92224000,3.6000001,1.8000001,0
93224000,3.6000001,1.8000001,0
94224000,3.6000001,1.8000001,0
95224000,3.6000001,1.8000001,0
96224000,3.6000001,1.8000001,0
97224000,3.6000001,1.8000001,0
98224000,3.6000001,1.8000001,0
99224000,3.6000001,1.8000001,0
100224000,3.6000001,1.8000001,0
101224000,3.6000001,1.8000001,0
102224000,3.6000001,1.8000001,0
103224000,3.6000001,1.8000001,0
104224000,3.6000001,1.8000001,0
105224000,3.6000001,1.8000001,0
106224000,3.6000001,1.8000001,0
107224000,3.6000001,1.8000001,0
108224000,3.6000001,1.8000001,0
109224000,3.6000001,1.8000001,0
110224000,3.6000001,1.8000001,0
111224000,3.6000001,1.8000001,0
112224000,3.6000001,1.8000001,0
