timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1760000,1608000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2760000,1608000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2832000,2680000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3208000,3056000,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69232000,3080000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
