timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
2036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.09632936,0.009719934,1.3586629e-10,-0.024995467,-0.030837145,-9.796498,0.0050493535,0.0021944446,-2.1305246e-05,0.00785841,0.0062081274,0.004231954,7.385865e-05,0.00010164206,4.96347e-05,11.832729,11.832729
3036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.07676701,0.0101610115,1.0408278e-10,-0.018962078,-0.013503127,-9.784049,-0.0005965483,-0.00074568513,-0.0020240024,0.0036523296,0.0036628197,0.0062080184,0.00018930445,6.846557e-05,5.300407e-05,11.832729,11.832729
4036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.07954365,0.010617501,1.275484e-10,0.015035587,0.036679342,-9.842851,-0.003749731,0.00076699036,0.0027696874,0.0038489443,0.0024675792,0.0069103492,2.7151704e-05,9.6458905e-05,9.6433374e-05,11.832729,11.832729
5036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.07662993,0.010968061,1.6418479e-10,-0.018962078,-0.0059374487,-9.806458,-0.0048363004,-0.0006817692,-0.002066613,0.002966376,0.004876728,0.004283852,0.00012510852,0.000103821796,0.00011308449,11.832729,11.832729
6036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.08358373,0.011091436,1.0531542e-10,-0.0045010988,-0.019728051,-9.81163,-0.00049002183,0.0026631611,-0.003621899,0.004868703,0.005331559,0.009828804,0.00010825219,4.7259207e-05,3.7920847e-05,11.832729,11.832729
7036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.07634167,0.010743969,1.6134484e-10,0.011109097,-0.024899526,-9.765087,-0.0016192019,0.00061785337,-0.000660464,0.003010782,0.0026817152,0.004215515,0.00010065289,0.0001248428,5.296341e-05,11.832729,11.832729
8036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.078457646,0.010930645,1.5809695e-10,-0.018100165,0.008236224,-9.817855,-0.0009374327,0.002045308,-0.006796387,0.003044793,0.0074700527,0.0027011817,0.000110388435,8.992442e-05,5.8519145e-05,11.832729,11.832729
9036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.07510115,0.0106196655,9.539112e-11,-0.027102364,0.004309736,-9.84898,0.0006178533,0.0034301516,-0.003451457,0.0025196467,0.005354832,0.003583467,6.0065293e-05,5.9294583e-05,5.728601e-05,11.832729,11.832729
10036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.079943836,0.010362677,1.3291818e-10,-0.0077572134,0.03323169,-9.824463,-0.0027909928,0.0024288031,-0.00012783162,0.0038120481,0.0064345496,0.0044028605,6.395667e-05,0.00011423725,8.745625e-05,11.832729,11.832729
11036000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.082254924,0.010877836,9.7117495e-11,0.0018195927,-0.0069908984,-9.818525,-0.0017896442,-0.0026418557,-0.0053476277,0.0055761333,0.003072422,0.0076718554,4.7516423e-05,5.1809708e-05,6.601821e-05,11.832729,11.832729
