timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
2024000,1870974,0,47.3977508,8.5456074,0,1.0,1.0,-5240972.0,-951292.7,-5240972.0,-951292.7,1.0001,1.0001,1098601660000.0,36194693000.0,1098601660000.0,36194693000.0,0,1,0
2432000,2272151,0,47.3977508,8.5456073,0,1.0,1.0,-5240972.0,-951292.6,-10.000306,-10.000306,1.0000613,1.0000613,1098644200000.0,36196090000.0,4.0,4.0,0,1,0
2832000,2672893,2680000,47.3977508,8.5456074,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1
3232000,3073330,3080000,47.3977508,8.5456074,0,1.0,1.0,-0.00011403066,0.002872296,-5.071104e-05,0.0012773504,101.00002,101.00002,5.149699e-12,3.2673593e-09,-2.2901436e-12,1.4530407e-09,0,0,1
3632000,3473591,3480000,47.3977508,8.5456074,0,1.0,1.0,-0.0013285306,0.00043084653,-0.0006188366,0.0009009901,1.9950492,1.9950471,3.538747e-08,3.7217915e-09,-1.5734734e-08,2.4617397e-09,0,0,1
4032000,3873755,3880000,47.3977508,8.5456074,0,1.0,1.0,0.006553477,0.010063372,0.0025695842,0.004974087,1.5086625,1.5086616,1.1387058e-06,2.6850673e-06,4.974668e-07,1.1950024e-06,0,0,1
4432000,4273851,4280000,47.3977508,8.5456074,0,1.0,1.0,0.016959636,0.010334716,0.008966016,0.0073569063,1.3517848,1.35179,8.511095e-06,3.1604422e-06,4.059554e-06,2.0686475e-06,0,0,1
4832000,4673910,4680000,47.3977508,8.5456074,0,1.0,1.0,0.022323027,0.0071578673,0.014902951,0.007268437,1.2771906,1.2772007,1.5606678e-05,1.6046049e-06,9.19203e-06,1.8623895e-06,0,0,1
5232000,5073946,5080000,47.3977508,8.5456073,0,1.0,1.0,0.018032322,0.0069273757,0.016293852,0.0071168467,1.2344086,1.234418,1.0536693e-05,1.5550173e-06,9.789688e-06,1.7257728e-06,0,0,1
5632000,5473967,5480000,47.3977508,8.5456074,0,1.0,1.0,0.015183009,0.003684191,0.01580013,0.0055911774,1.2070429,1.2070535,7.63929e-06,4.4979822e-07,8.8339275e-06,1.1586565e-06,0,0,1
