timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1168000,0.007905044,0,0,0,0,0,0,0,0,0
1672000,-0.08428432,0,0,0,0,0,0,0,0,0
2128000,-0.07726647,0,0,0,0,0,0,0,0,0
2632000,-0.07013622,0,0,0,0,0,0,0,0,0
3136000,-0.063707344,0,0,0,0,0,0,0,0,0
3640000,-0.057572164,0,0,0,0,0,0,0,0,0
4144000,-0.05225795,0,0,0,0,0,0,0,0,0
4288000,-0.05138569,0,0,0,0,0,0,0,0,0
4792000,-0.046498694,0,0,0,0,0,0,0,0,0
5296000,-0.04224917,0,0,0,0,0,0,0,0,0
5800000,-0.03909478,0,0,0,0,0,0,0,0,0
6304000,-0.036675695,0,0,0,0,0,0,0,0,0
6712000,-0.03375118,0,0,0,0,0,0,0,0,0
7216000,-0.030575257,0,0,0,0,0,0,0,0,0
7720000,-0.028199092,0,0,0,0,0,0,0,0,0
8224000,-0.024638034,0,0,0,0,0,0,0,0,0
8728000,-0.022643235,0,0,0,0,0,0,0,0,0
9232000,-0.020653035,0,0,0,0,0,0,0,0,0
9736000,-0.01928159,0,0,0,0,0,0,0,0,0
10240000,-0.016941175,0,0,0,0,0,0,0,0,0
10744000,-0.015296372,0,0,0,0,0,0,0,0,0
11248000,-0.015689677,0,0,0,0,0,0,0,0,0
11752000,-0.0143064605,0,0,0,0,0,0,0,0,0
12256000,-0.013095902,0,0,0,0,0,0,0,0,0
12760000,-0.011461824,0,0,0,0,0,0,0,0,0
13264000,-0.011241655,0,0,0,0,0,0,0,0,0
13768000,-0.010469563,0,0,0,0,0,0,0,0,0
14272000,-0.009958464,0,0,0,0,0,0,0,0,0
14776000,-0.009730713,0,0,0,0,0,0,0,0,0
15280000,-0.008157855,0,0,0,0,0,0,0,0,0
15784000,-0.0077019706,0,0,0,0,0,0,0,0,0
16288000,-0.0075130356,0,0,0,0,0,0,0,0,0
16792000,-0.006647431,0,0,0,0,0,0,0,0,0
17296000,-0.007318853,0,0,0,0,0,0,0,0,0
17800000,-0.0069563156,0,0,0,0,0,0,0,0,0
18304000,-0.0065218643,0,0,0,0,0,0,0,0,0
18808000,-0.005748432,0,0,0,0,0,0,0,0,0
19312000,-0.006622545,0,0,0,0,0,0,0,0,0
19816000,-0.0055077868,0,0,0,0,0,0,0,0,0
20320000,-0.004981191,0,0,0,0,0,0,0,0,0
20824000,-0.0052777203,0,0,0,0,0,0,0,0,0
21328000,-0.005237534,0,0,0,0,0,0,0,0,0
21832000,-0.0051930677,0,0,0,0,0,0,0,0,0
22336000,-0.0052941875,0,0,0,0,0,0,0,0,0
22840000,-0.0055197263,0,0,0,0,0,0,0,0,0
23344000,-0.0054561403,0,0,0,0,0,0,0,0,0
23848000,-0.0050482377,0,0,0,0,0,0,0,0,0
24352000,-0.005100635,0,0,0,0,0,0,0,0,0
24856000,-0.004447499,0,0,0,0,0,0,0,0,0
25360000,-0.004363484,0,0,0,0,0,0,0,0,0
25864000,-0.004333717,0,0,0,0,0,0,0,0,0
26368000,-0.0042918455,0,0,0,0,0,0,0,0,0
26872000,-0.0046986667,0,0,0,0,0,0,0,0,0
27376000,-0.0046880622,0,0,0,0,0,0,0,0,0
27880000,-0.004499571,0,0,0,0,0,0,0,0,0
28384000,-0.0037943,0,0,0,0,0,0,0,0,0
28888000,-0.002539098,0,0,0,0,0,0,0,0,0
29392000,-0.003357366,0,0,0,0,0,0,0,0,0
29896000,-0.0029725865,0,0,0,0,0,0,0,0,0
30400000,-0.002515565,0,0,0,0,0,0,0,0,0
30904000,-0.0020468393,0,0,0,0,0,0,0,0,0
31408000,-0.0017685958,0,0,0,0,0,0,0,0,0
31912000,-0.0003521003,0,0,0,0,0,0,0,0,0
32416000,-0.00067635404,0,0,0,0,0,0,0,0,0
32920000,0.00026414244,0,0,0,0,0,0,0,0,0
33424000,9.954153e-05,0,0,0,0,0,0,0,0,0
33928000,4.0416475e-05,0,0,0,0,0,0,0,0,0
34432000,-0.00096649653,0,0,0,0,0,0,0,0,0
34936000,-0.0009818079,0,0,0,0,0,0,0,0,0
35440000,-0.0015870736,0,0,0,0,0,0,0,0,0
35944000,-0.0014133889,0,0,0,0,0,0,0,0,0
36448000,-0.0028913475,0,0,0,0,0,0,0,0,0
36952000,-0.0017539299,0,0,0,0,0,0,0,0,0
37456000,-0.0019587078,0,0,0,0,0,0,0,0,0
37960000,-0.0011057672,0,0,0,0,0,0,0,0,0
38464000,-0.0010270035,0,0,0,0,0,0,0,0,0
38968000,-0.00083903986,0,0,0,0,0,0,0,0,0
39472000,-0.0008195518,0,0,0,0,0,0,0,0,0
39976000,-0.0016137441,0,0,0,0,0,0,0,0,0
40480000,-0.0012044958,0,0,0,0,0,0,0,0,0
40984000,-0.0009792788,0,0,0,0,0,0,0,0,0
41488000,-0.000882568,0,0,0,0,0,0,0,0,0
41992000,-0.00035846364,0,0,0,0,0,0,0,0,0
42496000,0.00018540926,0,0,0,0,0,0,0,0,0
43000000,-0.00043301063,0,0,0,0,0,0,0,0,0
