timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
1264000,1264000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1268000,1268000,2.3283064e-10,0.0,0.0,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
1364000,1364000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1464000,1464000,0.0,0.0,0.0,7.838632e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
1564000,1564000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1664000,1664000,0.0,1.5677264e-10,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1764000,1764000,0.0,2.5766594e-10,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1864000,1864000,2.8376235e-10,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1964000,1964000,0.0,5.820766e-11,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2064000,2064000,0.002,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2164000,2164000,0.0,0.002,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
2264000,2264000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2360000,2360000,0.0001872424,0.0018127573,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2464000,2464000,0.0019999999,0.0,0.0019999999,5.820766e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
2564000,2564000,0.0005190476,0.00023092522,0.0025419192,0.0007081078,nan,nan,nan,nan,nan,nan,nan,nan,0
2664000,2664000,0.0019999996,2.3283064e-10,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2764000,2764000,0.0,0.0019999999,1.1641532e-10,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
2864000,2864000,0.00013372942,0.0016228661,0.002105522,0.00013788206,nan,nan,nan,nan,nan,nan,nan,nan,0
2964000,2964000,0.00011727891,0.0021532446,0.00018231067,0.0015471658,nan,nan,nan,nan,nan,nan,nan,nan,0
3064000,3064000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3164000,3164000,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
3264000,3264000,0.002,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3364000,3364000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3464000,3464000,0.00114773,0.0008522698,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3564000,3564000,0.0019999996,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3664000,3664000,0.0019999999,2.3283064e-10,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3764000,3764000,0.0,0.0019999999,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
3864000,3864000,0.00096683425,0.0020417825,0.0007018901,0.00028949295,nan,nan,nan,nan,nan,nan,nan,nan,0
3964000,3964000,0.0,0.0020000003,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
4064000,4064000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4164000,4164000,0.0,0.0019999999,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
4264000,4264000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4364000,4364000,0.0019999999,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4464000,4464000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4564000,4564000,0.0019999999,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4664000,4664000,0.0005899323,0.0014100675,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4764000,4764000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4864000,4864000,0.0,0.0019999999,7.869443e-06,0.0019921304,nan,nan,nan,nan,nan,nan,nan,nan,0
4964000,4964000,0.0004883175,0.002638068,0.0005471048,0.0003265094,nan,nan,nan,nan,nan,nan,nan,nan,0
5064000,5064000,0.0020846215,0.00011057245,0.0004823936,0.0013224119,nan,nan,nan,nan,nan,nan,nan,nan,0
